ID,Sources,Periods,Total_1,UrbanRoads_2,RuralRoads_3,Motorways_4,Total_5,UrbanRoads_6,RuralRoads_7,Motorways_8,Total_9,UrbanRoads_10,RuralRoads_11,Motorways_12,Total_13,UrbanRoads_14,RuralRoads_15,Motorways_16,Total_17,UrbanRoads_18,RuralRoads_19,Motorways_20,Total_21,UrbanRoads_22,RuralRoads_23,Motorways_24,Total_25,UrbanRoads_26,RuralRoads_27,Motorways_28,Total_29,UrbanRoads_30,RuralRoads_31,Motorways_32,Total_33,UrbanRoads_34,RuralRoads_35,Motorways_36,Total_37,UrbanRoads_38,RuralRoads_39,Motorways_40,Total_41,UrbanRoads_42,RuralRoads_43,Motorways_44,Total_45,UrbanRoads_46,RuralRoads_47,Motorways_48,Total_49,UrbanRoads_50,RuralRoads_51,Motorways_52,Total_53,UrbanRoads_54,RuralRoads_55,Motorways_56,Total_57,UrbanRoads_58,RuralRoads_59,Motorways_60,Total_61,UrbanRoads_62,RuralRoads_63,Motorways_64,Total_65,UrbanRoads_66,RuralRoads_67,Motorways_68
793,LPGot,2006JJ00,14.2,5.1,5.8,3.3,1.38,0.5,0.56,0.32,1.35,0.48,0.55,0.32,2.74,0.76,0.81,1.17,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,944,195,283,466.0,0.02,0.01,0.01,0.01,0.04,0.01,0.02,0.01,2.9,6.8,3.3,1.4,0.28,0.64,0.31,0.14,0.6,1.0,0.5,0.5,0.006,0.01,0.005,0.006,0.0,0.0,0.0,0.0,195,262,160,201.0,0.005,0.014,0.004,0.002,0.008,0.019,0.009,0.004
794,LPGot,2007JJ00,13.0,4.5,5.3,3.2,1.31,0.47,0.52,0.31,1.28,0.45,0.52,0.31,2.5,0.69,0.73,1.08,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,904,178,254,472.0,0.02,0.01,0.01,0.0,0.04,0.01,0.02,0.01,2.8,6.3,3.1,1.4,0.28,0.63,0.31,0.14,0.5,1.0,0.4,0.5,0.006,0.01,0.005,0.006,0.0,0.0,0.0,0.0,195,249,150,213.0,0.004,0.012,0.004,0.002,0.008,0.019,0.009,0.004
795,LPGot,2008JJ00,12.7,4.3,5.3,3.1,1.28,0.46,0.55,0.27,1.25,0.44,0.54,0.27,2.31,0.65,0.76,0.9,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,894,177,257,460.0,0.02,0.01,0.01,0.0,0.04,0.01,0.02,0.01,2.8,6.1,3.1,1.4,0.27,0.62,0.32,0.12,0.5,0.9,0.5,0.4,0.006,0.01,0.006,0.006,0.0,0.0,0.0,0.0,196,252,153,211.0,0.004,0.012,0.003,0.002,0.008,0.019,0.01,0.004
796,LPGot,2009JJ00,11.7,3.9,4.8,3.0,1.26,0.45,0.53,0.28,1.24,0.43,0.53,0.28,2.17,0.61,0.71,0.86,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,875,176,252,447.0,0.02,0.01,0.01,0.0,0.04,0.01,0.02,0.01,2.6,5.7,2.9,1.4,0.28,0.63,0.32,0.13,0.5,0.9,0.4,0.4,0.006,0.01,0.005,0.006,0.0,0.0,0.0,0.0,198,259,154,212.0,0.004,0.011,0.003,0.002,0.008,0.019,0.01,0.004
797,LPGot,2010JJ00,10.5,3.5,4.3,2.7,1.25,0.46,0.51,0.28,1.23,0.44,0.51,0.28,2.06,0.59,0.66,0.81,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,839,181,244,414.0,0.01,0.01,0.0,0.0,0.04,0.01,0.02,0.01,2.5,5.3,2.8,1.4,0.3,0.67,0.33,0.14,0.5,0.9,0.4,0.4,0.007,0.01,0.005,0.006,0.0,0.0,0.0,0.0,202,277,157,214.0,0.003,0.01,0.003,0.001,0.009,0.02,0.01,0.004
798,LPGot,2011JJ00,9.2,3.0,3.8,2.4,1.2,0.44,0.49,0.28,1.17,0.42,0.48,0.27,1.89,0.54,0.6,0.74,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,785,176,235,374.0,0.01,0.01,0.0,0.0,0.04,0.01,0.01,0.01,2.4,5.0,2.6,1.4,0.31,0.68,0.33,0.16,0.5,0.9,0.4,0.4,0.007,0.01,0.005,0.006,0.0,0.0,0.0,0.0,205,285,160,216.0,0.003,0.009,0.003,0.001,0.009,0.02,0.01,0.005
799,LPGot,2012JJ00,8.3,2.7,3.4,2.2,1.21,0.43,0.49,0.29,1.18,0.41,0.49,0.28,1.79,0.5,0.58,0.71,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,744,171,226,347.0,0.01,0.01,0.0,0.0,0.04,0.01,0.01,0.01,2.3,4.6,2.4,1.3,0.32,0.7,0.34,0.17,0.5,0.8,0.4,0.4,0.007,0.01,0.006,0.006,0.0,0.0,0.0,0.0,204,289,160,211.0,0.003,0.008,0.002,0.001,0.01,0.021,0.01,0.005
800,LPGot,2013JJ00,7.7,2.6,3.2,2.0,1.13,0.42,0.45,0.25,1.1,0.4,0.45,0.25,1.65,0.48,0.53,0.64,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,712,171,216,325.0,0.01,0.0,0.0,0.0,0.03,0.01,0.01,0.01,2.2,4.5,2.4,1.3,0.32,0.71,0.33,0.16,0.5,0.8,0.4,0.4,0.007,0.01,0.006,0.006,0.0,0.0,0.0,0.0,206,302,162,208.0,0.003,0.009,0.003,0.001,0.01,0.021,0.01,0.005
801,LPGot,2014JJ00,6.7,2.2,2.7,1.8,0.95,0.37,0.38,0.2,0.93,0.35,0.38,0.2,1.34,0.39,0.42,0.52,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,655,160,201,294.0,0.01,0.0,0.0,0.0,0.03,0.01,0.01,0.01,2.1,4.1,2.2,1.3,0.29,0.67,0.3,0.14,0.4,0.7,0.3,0.4,0.006,0.01,0.005,0.006,0.0,0.0,0.0,0.0,205,303,161,207.0,0.003,0.008,0.002,0.001,0.009,0.02,0.009,0.004
802,LPGot,2015JJ00,6.1,2.0,2.5,1.6,0.88,0.34,0.35,0.19,0.87,0.33,0.35,0.18,1.23,0.36,0.39,0.49,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,612,151,190,271.0,0.01,0.0,0.0,0.0,0.03,0.01,0.01,0.01,2.1,4.0,2.1,1.3,0.29,0.67,0.3,0.14,0.4,0.7,0.3,0.4,0.006,0.01,0.005,0.006,0.0,0.0,0.0,0.0,207,306,161,212.0,0.003,0.008,0.002,0.001,0.009,0.02,0.009,0.004
803,LPGot,2016JJ00,5.4,1.7,2.2,1.5,0.77,0.31,0.31,0.15,0.75,0.3,0.3,0.15,1.04,0.31,0.33,0.4,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,566,142,178,247.0,0.01,0.0,0.0,0.0,0.02,0.01,0.01,0.0,1.9,3.7,2.0,1.2,0.27,0.64,0.27,0.13,0.4,0.7,0.3,0.3,0.006,0.009,0.005,0.006,0.0,0.0,0.0,0.0,206,306,160,209.0,0.003,0.008,0.002,0.001,0.008,0.019,0.008,0.004
804,LPGot,2017JJ00,4.9,1.6,2.0,1.3,0.66,0.28,0.26,0.13,0.64,0.26,0.26,0.13,0.92,0.28,0.28,0.35,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,524,133,164,227.0,0.01,0.0,0.0,0.0,0.02,0.01,0.01,0.0,1.9,3.7,1.9,1.2,0.26,0.61,0.25,0.12,0.4,0.7,0.3,0.3,0.006,0.009,0.005,0.006,0.0,0.0,0.0,0.0,208,309,162,210.0,0.003,0.007,0.002,0.001,0.008,0.019,0.008,0.003
805,LPGot,2018JJ00,4.2,1.3,1.7,1.3,0.63,0.26,0.24,0.13,0.61,0.25,0.24,0.13,0.81,0.24,0.25,0.33,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,507,128,155,223.0,0.01,0.0,0.0,0.0,0.02,0.01,0.01,0.0,1.7,3.1,1.7,1.2,0.25,0.59,0.24,0.12,0.3,0.6,0.2,0.3,0.006,0.009,0.004,0.006,0.0,0.0,0.0,0.0,203,303,158,205.0,0.002,0.006,0.002,0.001,0.007,0.018,0.007,0.004
806,PaLPG,1980JJ00,17.8,9.6,5.8,2.4,10.29,3.53,3.64,3.12,10.29,3.53,3.64,3.12,12.11,2.87,4.12,5.12,0.25,0.09,0.1,0.06,0.0,0.0,0.0,0.0,1451,541,521,390.0,0.04,0.01,0.02,0.01,0.31,0.11,0.11,0.09,2.3,4.4,1.7,1.1,1.34,1.63,1.09,1.42,1.6,1.3,1.2,2.3,0.032,0.04,0.03,0.026,0.0,0.0,0.0,0.0,188,249,156,178.0,0.005,0.005,0.005,0.005,0.04,0.049,0.033,0.043
807,PaLPG,1985JJ00,27.3,15.8,7.7,3.8,15.6,5.82,4.82,4.95,15.6,5.82,4.82,4.95,18.33,4.73,5.46,8.14,0.29,0.11,0.11,0.07,0.0,0.0,0.0,0.0,2164,877,677,610.0,0.06,0.02,0.02,0.02,0.47,0.17,0.14,0.15,2.4,4.4,1.7,1.1,1.36,1.63,1.09,1.42,1.6,1.3,1.2,2.3,0.025,0.031,0.024,0.021,0.0,0.0,0.0,0.0,188,245,153,175.0,0.005,0.005,0.005,0.005,0.041,0.049,0.033,0.043
808,PaLPG,1990JJ00,32.2,15.3,11.6,5.2,13.94,4.13,4.57,5.23,13.55,3.84,4.52,5.19,18.2,3.3,5.66,9.24,0.18,0.05,0.07,0.05,0.0,0.0,0.0,0.0,2336,671,795,870.0,0.05,0.02,0.02,0.01,0.41,0.12,0.14,0.16,2.4,5.4,2.2,1.0,1.02,1.36,0.84,1.01,1.4,1.2,1.1,1.8,0.013,0.019,0.013,0.011,0.0,0.0,0.0,0.0,175,237,148,169.0,0.004,0.007,0.004,0.003,0.031,0.041,0.025,0.03
809,PaLPG,1991JJ00,32.5,13.9,13.0,5.6,11.56,3.06,3.9,4.6,11.22,2.8,3.85,4.57,15.96,2.45,5.01,8.5,0.14,0.04,0.06,0.05,0.0,0.0,0.0,0.0,2218,531,760,928.0,0.07,0.02,0.03,0.02,0.34,0.08,0.12,0.14,2.6,6.4,2.6,1.0,0.89,1.28,0.77,0.85,1.3,1.1,1.0,1.6,0.011,0.017,0.011,0.009,0.0,0.0,0.0,0.0,177,242,151,173.0,0.005,0.01,0.005,0.004,0.027,0.038,0.023,0.026
810,PaLPG,1992JJ00,35.9,15.5,14.8,5.7,9.94,2.76,3.45,3.73,9.66,2.55,3.41,3.7,14.15,2.27,4.61,7.28,0.12,0.03,0.05,0.04,0.0,0.0,0.0,0.0,2169,514,742,913.0,0.08,0.03,0.03,0.02,0.29,0.08,0.1,0.11,2.9,7.4,3.0,1.1,0.79,1.21,0.7,0.71,1.2,1.1,0.9,1.4,0.01,0.015,0.01,0.008,0.0,0.0,0.0,0.0,178,244,153,174.0,0.007,0.012,0.006,0.004,0.024,0.036,0.021,0.021
811,PaLPG,1993JJ00,36.1,15.1,15.8,5.2,8.13,2.27,3.02,2.84,7.89,2.1,2.98,2.82,11.91,1.9,4.17,5.85,0.1,0.02,0.04,0.03,0.0,0.0,0.0,0.0,1990,448,711,831.0,0.09,0.03,0.04,0.02,0.24,0.06,0.09,0.08,3.2,8.3,3.4,1.1,0.71,1.16,0.65,0.6,1.1,1.0,0.9,1.2,0.009,0.013,0.009,0.007,0.0,0.0,0.0,0.0,179,247,154,176.0,0.008,0.015,0.008,0.005,0.021,0.035,0.019,0.018
812,PaLPG,1994JJ00,37.1,15.5,16.5,5.1,6.89,2.01,2.63,2.25,6.7,1.87,2.6,2.23,10.43,1.72,3.76,4.95,0.09,0.02,0.03,0.03,0.0,0.0,0.0,0.0,1891,421,675,794.0,0.09,0.03,0.04,0.03,0.2,0.06,0.08,0.07,3.5,9.2,3.8,1.1,0.64,1.1,0.6,0.5,1.0,1.0,0.9,1.1,0.008,0.012,0.008,0.007,0.0,0.0,0.0,0.0,180,249,156,178.0,0.009,0.017,0.009,0.006,0.019,0.033,0.018,0.015
813,PaLPG,1995JJ00,36.4,16.6,14.9,4.9,5.63,1.87,2.03,1.73,5.48,1.76,2.0,1.71,8.79,1.67,3.0,4.12,0.07,0.02,0.03,0.03,0.0,0.0,0.0,0.0,1721,415,563,743.0,0.09,0.03,0.03,0.03,0.16,0.05,0.06,0.05,3.8,9.9,4.1,1.2,0.58,1.05,0.55,0.41,0.9,1.0,0.8,1.0,0.008,0.012,0.007,0.006,0.0,0.0,0.0,0.0,181,248,155,177.0,0.01,0.019,0.009,0.006,0.017,0.032,0.017,0.012
814,PaLPG,1996JJ00,35.9,15.8,15.2,4.9,5.03,1.66,1.89,1.48,4.91,1.57,1.87,1.47,8.13,1.56,2.83,3.75,0.07,0.02,0.03,0.03,0.0,0.0,0.0,0.0,1692,389,565,738.0,0.09,0.03,0.03,0.02,0.15,0.05,0.06,0.04,3.9,10.2,4.2,1.2,0.53,1.01,0.52,0.36,0.9,1.0,0.8,0.9,0.007,0.012,0.007,0.006,0.0,0.0,0.0,0.0,183,251,157,179.0,0.01,0.019,0.009,0.006,0.016,0.03,0.016,0.011
815,PaLPG,1997JJ00,34.2,14.6,14.4,5.1,4.37,1.45,1.66,1.25,4.26,1.37,1.65,1.24,7.41,1.48,2.5,3.43,0.07,0.02,0.02,0.03,0.0,0.0,0.0,0.0,1656,365,545,746.0,0.08,0.03,0.03,0.02,0.13,0.04,0.05,0.04,3.8,10.2,4.2,1.2,0.47,0.95,0.48,0.3,0.8,1.0,0.7,0.8,0.007,0.011,0.007,0.006,0.0,0.0,0.0,0.0,184,253,158,181.0,0.009,0.02,0.009,0.005,0.014,0.028,0.014,0.009
816,PaLPG,1998JJ00,31.1,12.9,13.1,5.1,3.73,1.23,1.44,1.05,3.63,1.16,1.43,1.04,6.61,1.37,2.15,3.09,0.06,0.01,0.02,0.03,0.0,0.0,0.0,0.0,1576,333,512,732.0,0.07,0.03,0.03,0.02,0.11,0.03,0.04,0.03,3.6,9.9,4.1,1.3,0.43,0.89,0.44,0.26,0.8,1.1,0.7,0.8,0.007,0.011,0.007,0.006,0.0,0.0,0.0,0.0,185,255,160,182.0,0.008,0.019,0.008,0.005,0.013,0.027,0.013,0.008
817,PaLPG,1999JJ00,27.7,11.2,11.6,4.9,3.21,1.05,1.25,0.91,3.13,0.99,1.24,0.9,5.9,1.25,1.86,2.79,0.06,0.01,0.02,0.02,0.0,0.0,0.0,0.0,1469,299,473,696.0,0.06,0.02,0.02,0.02,0.09,0.03,0.04,0.03,3.5,9.6,4.0,1.3,0.4,0.85,0.42,0.24,0.7,1.1,0.6,0.7,0.007,0.011,0.007,0.006,0.0,0.0,0.0,0.0,186,257,161,184.0,0.008,0.019,0.007,0.004,0.012,0.026,0.013,0.007
818,PaLPG,2000JJ00,28.5,11.5,12.0,5.0,2.96,1.0,1.21,0.75,2.91,0.96,1.21,0.75,5.64,1.22,1.82,2.6,0.05,0.01,0.02,0.02,0.0,0.0,0.0,0.0,1468,291,469,708.0,0.06,0.02,0.02,0.02,0.09,0.03,0.04,0.02,3.6,10.2,4.2,1.3,0.37,0.86,0.42,0.2,0.7,1.1,0.6,0.7,0.006,0.01,0.006,0.005,0.0,0.0,0.0,0.0,187,260,162,185.0,0.008,0.02,0.008,0.005,0.011,0.026,0.013,0.006
819,PaLPG,2001JJ00,25.7,10.2,10.8,4.7,2.5,0.87,1.04,0.59,2.46,0.83,1.03,0.59,4.82,1.1,1.56,2.17,0.04,0.01,0.01,0.02,0.0,0.0,0.0,0.0,1370,258,414,698.0,0.05,0.02,0.02,0.01,0.07,0.03,0.03,0.02,3.5,9.8,4.0,1.3,0.34,0.8,0.39,0.17,0.7,1.0,0.6,0.6,0.006,0.01,0.006,0.005,0.0,0.0,0.0,0.0,189,247,154,198.0,0.007,0.019,0.007,0.004,0.01,0.024,0.012,0.005
820,PaLPG,2002JJ00,22.5,8.8,9.4,4.3,2.08,0.74,0.88,0.47,2.04,0.71,0.87,0.46,4.04,0.96,1.29,1.79,0.04,0.01,0.01,0.02,0.0,0.0,0.0,0.0,1264,238,381,645.0,0.04,0.02,0.02,0.01,0.06,0.02,0.03,0.01,3.4,9.2,3.8,1.3,0.31,0.74,0.36,0.14,0.6,1.0,0.5,0.6,0.006,0.01,0.005,0.006,0.0,0.0,0.0,0.0,190,249,156,199.0,0.007,0.018,0.006,0.004,0.009,0.022,0.011,0.004
821,PaLPG,2003JJ00,19.2,7.4,8.0,3.8,1.73,0.62,0.73,0.38,1.7,0.6,0.73,0.37,3.37,0.83,1.06,1.47,0.04,0.01,0.01,0.02,0.0,0.0,0.0,0.0,1133,215,342,576.0,0.04,0.01,0.01,0.01,0.05,0.02,0.02,0.01,3.3,8.7,3.7,1.3,0.29,0.7,0.33,0.13,0.6,1.0,0.5,0.5,0.006,0.009,0.005,0.006,0.0,0.0,0.0,0.0,192,251,157,201.0,0.006,0.017,0.006,0.003,0.009,0.021,0.01,0.004
822,PaLPG,2004JJ00,16.5,6.3,6.8,3.4,1.49,0.53,0.63,0.33,1.46,0.51,0.63,0.32,2.87,0.73,0.89,1.25,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,1017,195,308,514.0,0.03,0.01,0.01,0.01,0.04,0.02,0.02,0.01,3.1,8.1,3.5,1.3,0.28,0.67,0.32,0.13,0.5,0.9,0.5,0.5,0.006,0.009,0.005,0.006,0.0,0.0,0.0,0.0,193,253,158,202.0,0.006,0.016,0.005,0.003,0.008,0.02,0.01,0.004
823,PaLPG,2005JJ00,14.0,5.3,5.7,3.0,1.29,0.46,0.54,0.29,1.27,0.44,0.54,0.28,2.45,0.64,0.74,1.07,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,915,177,277,460.0,0.02,0.01,0.01,0.01,0.04,0.01,0.02,0.01,3.0,7.6,3.3,1.3,0.27,0.63,0.31,0.13,0.5,0.9,0.4,0.5,0.006,0.009,0.005,0.006,0.0,0.0,0.0,0.0,194,254,159,203.0,0.005,0.015,0.004,0.003,0.008,0.019,0.009,0.004
824,PaLPG,2006JJ00,12.8,4.7,5.2,2.9,1.21,0.43,0.51,0.28,1.19,0.41,0.5,0.28,2.25,0.59,0.67,0.99,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,880,171,266,443.0,0.02,0.01,0.01,0.01,0.04,0.01,0.02,0.01,2.8,7.0,3.1,1.3,0.26,0.61,0.3,0.13,0.5,0.9,0.4,0.5,0.006,0.009,0.005,0.006,0.0,0.0,0.0,0.0,194,253,158,203.0,0.005,0.013,0.004,0.002,0.008,0.018,0.009,0.004
825,PaLPG,2007JJ00,11.7,4.2,4.6,2.8,1.15,0.4,0.48,0.27,1.13,0.38,0.47,0.27,2.07,0.54,0.6,0.92,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,841,154,237,451.0,0.02,0.01,0.01,0.0,0.03,0.01,0.01,0.01,2.7,6.5,2.9,1.3,0.26,0.59,0.29,0.13,0.5,0.8,0.4,0.4,0.006,0.009,0.005,0.006,0.0,0.0,0.0,0.0,193,237,148,215.0,0.004,0.012,0.004,0.002,0.008,0.018,0.009,0.004
826,PaLPG,2008JJ00,11.5,4.0,4.7,2.8,1.14,0.4,0.51,0.24,1.12,0.38,0.5,0.24,1.93,0.52,0.65,0.76,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,833,154,241,438.0,0.02,0.01,0.01,0.0,0.03,0.01,0.02,0.01,2.7,6.2,3.0,1.4,0.26,0.59,0.32,0.11,0.4,0.8,0.4,0.4,0.006,0.009,0.005,0.006,0.0,0.0,0.0,0.0,194,241,151,212.0,0.004,0.012,0.003,0.002,0.008,0.018,0.01,0.003
827,PaLPG,2009JJ00,10.6,3.6,4.3,2.7,1.13,0.38,0.5,0.25,1.1,0.36,0.49,0.25,1.83,0.48,0.61,0.74,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,810,149,235,426.0,0.01,0.01,0.0,0.0,0.03,0.01,0.01,0.01,2.5,5.8,2.8,1.3,0.27,0.59,0.32,0.12,0.4,0.8,0.4,0.4,0.006,0.009,0.005,0.006,0.0,0.0,0.0,0.0,195,241,151,214.0,0.004,0.011,0.003,0.002,0.008,0.018,0.01,0.004
828,PaLPG,2010JJ00,9.4,3.1,3.9,2.4,1.08,0.36,0.47,0.26,1.06,0.34,0.47,0.25,1.68,0.43,0.55,0.7,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,754,139,222,392.0,0.01,0.01,0.0,0.0,0.03,0.01,0.01,0.01,2.4,5.5,2.6,1.3,0.27,0.58,0.32,0.14,0.4,0.7,0.4,0.4,0.006,0.009,0.005,0.006,0.0,0.0,0.0,0.0,196,243,152,216.0,0.003,0.01,0.003,0.001,0.008,0.018,0.01,0.004
829,PaLPG,2011JJ00,8.3,2.7,3.4,2.1,1.03,0.33,0.45,0.25,1.01,0.31,0.44,0.25,1.53,0.37,0.51,0.65,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,694,131,212,351.0,0.01,0.0,0.0,0.0,0.03,0.01,0.01,0.01,2.4,5.1,2.5,1.3,0.29,0.59,0.32,0.16,0.4,0.7,0.4,0.4,0.006,0.009,0.005,0.006,0.0,0.0,0.0,0.0,197,246,154,218.0,0.003,0.009,0.003,0.001,0.009,0.018,0.01,0.005
830,PaLPG,2012JJ00,7.5,2.4,3.1,2.0,1.04,0.32,0.45,0.27,1.02,0.3,0.45,0.27,1.46,0.33,0.49,0.63,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,650,124,203,323.0,0.01,0.0,0.0,0.0,0.03,0.01,0.01,0.01,2.2,4.8,2.4,1.3,0.3,0.6,0.34,0.18,0.4,0.7,0.4,0.4,0.006,0.009,0.005,0.006,0.0,0.0,0.0,0.0,195,245,154,213.0,0.003,0.008,0.002,0.001,0.009,0.018,0.01,0.005
831,PaLPG,2013JJ00,6.9,2.2,2.9,1.8,0.94,0.29,0.41,0.24,0.91,0.27,0.4,0.23,1.31,0.3,0.44,0.56,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,605,115,190,300.0,0.01,0.0,0.0,0.0,0.03,0.01,0.01,0.01,2.2,4.7,2.3,1.3,0.29,0.58,0.33,0.16,0.4,0.6,0.4,0.4,0.006,0.009,0.005,0.006,0.0,0.0,0.0,0.0,193,245,154,210.0,0.003,0.009,0.002,0.001,0.009,0.017,0.01,0.005
832,PaLPG,2014JJ00,5.9,1.8,2.5,1.6,0.76,0.24,0.34,0.19,0.74,0.23,0.33,0.18,1.03,0.24,0.35,0.44,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,548,105,175,268.0,0.01,0.0,0.0,0.0,0.02,0.01,0.01,0.01,2.1,4.2,2.2,1.3,0.26,0.52,0.29,0.14,0.4,0.5,0.3,0.3,0.006,0.008,0.004,0.006,0.0,0.0,0.0,0.0,192,243,153,210.0,0.003,0.008,0.002,0.001,0.008,0.016,0.009,0.004
833,PaLPG,2015JJ00,5.5,1.7,2.3,1.4,0.71,0.22,0.31,0.17,0.69,0.21,0.31,0.17,0.95,0.22,0.32,0.41,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,506,98,164,244.0,0.01,0.0,0.0,0.0,0.02,0.01,0.01,0.01,2.1,4.3,2.1,1.3,0.26,0.52,0.29,0.15,0.4,0.5,0.3,0.4,0.006,0.008,0.005,0.006,0.0,0.0,0.0,0.0,194,244,153,215.0,0.003,0.008,0.002,0.001,0.008,0.016,0.009,0.004
834,PaLPG,2016JJ00,4.7,1.4,2.0,1.3,0.6,0.19,0.27,0.14,0.58,0.18,0.27,0.14,0.76,0.17,0.26,0.33,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,461,90,152,219.0,0.01,0.0,0.0,0.0,0.02,0.01,0.01,0.0,2.0,3.9,2.0,1.3,0.24,0.49,0.26,0.13,0.3,0.5,0.3,0.3,0.005,0.007,0.004,0.006,0.0,0.0,0.0,0.0,192,242,151,213.0,0.003,0.007,0.002,0.001,0.007,0.015,0.008,0.004
835,PaLPG,2017JJ00,4.2,1.3,1.8,1.1,0.5,0.16,0.22,0.11,0.48,0.15,0.22,0.11,0.65,0.16,0.22,0.28,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,412,81,137,194.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,2.0,4.0,2.0,1.3,0.23,0.46,0.24,0.12,0.3,0.5,0.2,0.3,0.006,0.008,0.004,0.006,0.0,0.0,0.0,0.0,193,244,153,215.0,0.003,0.008,0.002,0.001,0.007,0.014,0.007,0.004
836,PaLPG,2018JJ00,3.7,1.1,1.5,1.1,0.47,0.15,0.2,0.12,0.45,0.14,0.2,0.11,0.55,0.12,0.18,0.25,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,389,76,126,187.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,1.8,3.3,1.7,1.2,0.22,0.43,0.23,0.13,0.3,0.4,0.2,0.3,0.005,0.007,0.004,0.006,0.0,0.0,0.0,0.0,188,237,148,209.0,0.002,0.007,0.002,0.001,0.007,0.013,0.007,0.004
837,BaLPG,1980JJ00,1.9,1.6,0.2,0.1,0.84,0.67,0.12,0.04,0.84,0.67,0.12,0.04,1.05,0.73,0.18,0.15,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,58,9,5.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,5.5,6.6,3.0,1.8,2.48,2.71,2.07,1.41,3.1,2.9,3.0,4.8,0.015,0.017,0.01,0.014,0.0,0.0,0.0,0.0,215,234,156,180.0,0.005,0.005,0.005,0.005,0.074,0.081,0.062,0.042
838,BaLPG,1985JJ00,2.1,1.9,0.2,0.1,0.94,0.78,0.11,0.05,0.94,0.78,0.11,0.05,1.19,0.85,0.16,0.18,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,83,10,8.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,5.6,6.6,3.0,1.8,2.5,2.71,2.07,1.41,3.1,2.9,3.0,4.8,0.016,0.017,0.01,0.014,0.0,0.0,0.0,0.0,269,289,193,222.0,0.005,0.005,0.005,0.005,0.075,0.081,0.062,0.042
839,BaLPG,1990JJ00,2.2,1.6,0.4,0.1,1.07,0.68,0.27,0.12,1.06,0.67,0.27,0.11,1.52,0.73,0.4,0.39,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,61,21,15.0,0.0,0.0,0.0,0.0,0.03,0.02,0.01,0.0,4.7,6.6,3.0,1.8,2.28,2.68,2.05,1.39,3.3,2.9,3.0,4.8,0.014,0.017,0.01,0.014,0.0,0.0,0.0,0.0,209,242,162,187.0,0.003,0.004,0.002,0.001,0.068,0.08,0.062,0.042
840,BaLPG,1991JJ00,2.1,1.5,0.4,0.2,1.0,0.61,0.26,0.13,0.99,0.6,0.26,0.13,1.48,0.66,0.38,0.43,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,54,20,17.0,0.0,0.0,0.0,0.0,0.03,0.02,0.01,0.0,4.6,6.6,3.2,1.8,2.19,2.63,2.01,1.36,3.3,2.9,3.0,4.7,0.014,0.017,0.01,0.014,0.0,0.0,0.0,0.0,204,238,159,183.0,0.005,0.007,0.003,0.002,0.066,0.079,0.06,0.041
