ID,BronTechniek,Perioden,InGebruikGenomen_1,UitGebruikGenomen_2,OpgesteldAanHetEindeVanHetJaar_3,InGebruikGenomen_4,UitGebruikGenomen_5,OpgesteldAanHetEindeVanHetJaar_6,InGebruikGenomen_7,UitGebruikGenomen_8,OpgesteldAanHetEindeVanHetJaar_9,InGebruikGenomen_10,UitGebruikGenomen_11,OpgesteldAanHetEindeVanHetJaar_12,ElektriciteitInMlnKWh_13,AandeelInTotaalElektriciteitsverbruik_14,Warmte_15,BiogasVoorNuttigFinaalVerbruik_16,WinningVanBiogas_17,GefakkeldBiogas_18,NuttigEnergetischVerbruikVanBiomassa_19
891,biovg,1993JJ00,,,,,,35.0,,,,,,,170.0,0.2,232.0,1693.0,4954.0,,4143.0
892,biovg,1994JJ00,,,,,,45.0,,,,,,,213.0,0.24,276.0,1565.0,5247.0,,4609.0
893,biovg,1995JJ00,,,,,,51.0,,,,,,,241.0,0.27,311.0,1428.0,5596.0,,4897.0
894,biovg,1996JJ00,,,,,,55.0,,,,,,,257.0,0.28,334.0,1439.0,5875.0,,5165.0
895,biovg,1997JJ00,,,,,,52.0,,,,,,,252.0,0.26,273.0,1532.0,5789.0,,4997.0
896,biovg,1998JJ00,,,,,,54.0,,,,,,,243.0,0.24,242.0,1547.0,5784.0,,4917.0
897,biovg,1999JJ00,,,,,,56.0,,,,,,,262.0,0.26,265.0,1613.0,6074.0,,5132.0
898,biovg,2000JJ00,,,,,,59.0,,,,,,,270.0,0.26,284.0,1630.0,6140.0,,5211.0
899,biovg,2001JJ00,,,,,,61.0,,,,,,,294.0,0.27,294.0,1474.0,6339.0,,5360.0
900,biovg,2002JJ00,,,,,,66.0,,,,,,,316.0,0.29,355.0,1336.0,6518.0,,5562.0
901,biovg,2003JJ00,,,,,,65.0,,,,,,,310.0,0.28,289.0,1336.0,6608.0,,5392.0
902,biovg,2004JJ00,,,,,,59.0,,,,,,,276.0,0.24,370.0,1547.0,6275.0,,5285.0
903,biovg,2005JJ00,,,,,,68.0,,,,,,,278.0,0.24,314.0,1358.0,5867.0,,5095.0
904,biovg,2006JJ00,,,,,,89.0,,,,,,,339.0,0.29,240.0,1331.0,6675.0,,5909.0
905,biovg,2007JJ00,,,,,,124.0,,,,,,,477.0,0.4,382.0,1091.0,8040.0,,7254.0
906,biovg,2008JJ00,,,,,,167.0,,,,,,,681.0,0.57,486.0,1006.0,10211.0,,9450.0
907,biovg,2009JJ00,,,,,,186.0,,,,,,,848.0,0.74,674.0,1081.0,11921.0,,11215.0
908,biovg,2010JJ00,,,,,,200.0,,,,,,,950.0,0.81,929.0,989.0,12886.0,,12286.0
909,biovg,2011JJ00,,,,,,217.0,,,,,,,958.0,0.81,1173.0,1017.0,12829.0,,12264.0
910,biovg,2012JJ00,,,,,,219.0,,,,,,,931.0,0.8,1262.0,1549.0,12932.0,,12454.0
911,biovg,2013JJ00,,,,,,,,,,,,,,,,,,,
912,biosg,1990JJ00,,,,,,4.0,,,,,,,16.0,0.02,20.0,171.0,724.0,332.0,392.0
913,biosg,1991JJ00,,,,,,6.0,,,,,,,28.0,0.03,77.0,289.0,971.0,290.0,681.0
914,biosg,1992JJ00,,,,,,7.0,,,,,,,31.0,0.04,123.0,822.0,1581.0,247.0,1334.0
915,biosg,1993JJ00,,,,,,17.0,,,,,,,76.0,0.09,103.0,781.0,2345.0,669.0,1676.0
916,biosg,1994JJ00,,,,,,27.0,,,,,,,120.0,0.14,143.0,688.0,2543.0,507.0,2036.0
917,biosg,1995JJ00,,,,,,31.0,,,,,,,138.0,0.15,151.0,675.0,2786.0,549.0,2238.0
918,biosg,1996JJ00,,,,,,35.0,,,,,,,155.0,0.17,159.0,662.0,3029.0,590.0,2439.0
919,biosg,1997JJ00,,,,,,32.0,,,,,,,141.0,0.15,105.0,508.0,2800.0,664.0,2136.0
920,biosg,1998JJ00,,,,,,33.0,,,,,,,145.0,0.15,74.0,572.0,2961.0,741.0,2221.0
921,biosg,1999JJ00,,,,,,34.0,,,,,,,149.0,0.15,42.0,636.0,3123.0,818.0,2305.0
922,biosg,2000JJ00,,,,,,35.0,,,,,,,153.0,0.15,44.0,616.0,3098.0,786.0,2313.0
923,biosg,2001JJ00,,,,,,37.0,,,,,,,160.0,0.15,41.0,528.0,3138.0,835.0,2303.0
924,biosg,2002JJ00,,,,,,40.0,,,,,,,176.0,0.16,86.0,458.0,3252.0,758.0,2494.0
925,biosg,2003JJ00,,,,,,38.0,,,,,,,166.0,0.15,55.0,342.0,3291.0,1034.0,2257.0
926,biosg,2004JJ00,,,,,,32.0,,,,,,,134.0,0.12,66.0,436.0,2811.0,770.0,2041.0
927,biosg,2005JJ00,,,,,,31.0,,,,,,,127.0,0.11,68.0,446.0,2503.0,594.0,1909.0
928,biosg,2006JJ00,,,,,,32.0,,,,,,,123.0,0.11,41.0,445.0,2486.0,560.0,1926.0
929,biosg,2007JJ00,,,,,,30.0,,,,,,,111.0,0.09,72.0,417.0,2475.0,566.0,1909.0
930,biosg,2008JJ00,,,,,,31.0,,,,,,,106.0,0.09,106.0,396.0,2452.0,595.0,1858.0
931,biosg,2009JJ00,,,,,,29.0,,,,,,,97.0,0.09,66.0,387.0,2120.0,479.0,1641.0
932,biosg,2010JJ00,,,,,,28.0,,,,,,,90.0,0.08,55.0,345.0,1941.0,403.0,1538.0
933,biosg,2011JJ00,,,,,,27.0,,,,,,,79.0,0.07,67.0,316.0,1771.0,406.0,1364.0
934,biosg,2012JJ00,,,,,,23.0,,,,,,,66.0,0.06,0.0,335.0,1563.0,311.0,1251.0
935,biosg,2013JJ00,,,,,,,,,,,,,,,,,,,
936,biorg,1990JJ00,,,,,,14.0,,,,,,,66.0,0.08,69.0,312.0,1724.0,209.0,1516.0
937,biorg,1991JJ00,,,,,,13.0,,,,,,,82.0,0.1,85.0,435.0,1948.0,249.0,1700.0
938,biorg,1992JJ00,,,,,,13.0,,,,,,,87.0,0.1,89.0,227.0,1800.0,192.0,1608.0
939,biorg,1993JJ00,,,,,,16.0,,,,,,,89.0,0.11,92.0,436.0,1969.0,141.0,1827.0
940,biorg,1994JJ00,,,,,,17.0,,,,,,,93.0,0.11,96.0,287.0,1958.0,131.0,1827.0
941,biorg,1995JJ00,,,,,,17.0,,,,,,,100.0,0.11,103.0,134.0,1984.0,151.0,1834.0
942,biorg,1996JJ00,,,,,,17.0,,,,,,,97.0,0.1,99.0,137.0,1947.0,121.0,1827.0
943,biorg,1997JJ00,,,,,,17.0,,,,,,,107.0,0.11,110.0,294.0,2033.0,129.0,1904.0
944,biorg,1998JJ00,,,,,,18.0,,,,,,,92.0,0.09,95.0,312.0,1923.0,126.0,1797.0
945,biorg,1999JJ00,,,,,,19.0,,,,,,,103.0,0.1,106.0,351.0,2013.0,124.0,1890.0
946,biorg,2000JJ00,,,,,,19.0,,,,,,,105.0,0.1,108.0,397.0,2068.0,143.0,1925.0
947,biorg,2001JJ00,,,,,,20.0,,,,,,,122.0,0.11,126.0,311.0,2212.0,144.0,2068.0
948,biorg,2002JJ00,,,,,,20.0,,,,,,,123.0,0.11,126.0,289.0,2272.0,199.0,2073.0
949,biorg,2003JJ00,,,,,,20.0,,,,,,,122.0,0.11,125.0,330.0,2188.0,182.0,2006.0
950,biorg,2004JJ00,,,,,,22.0,,,,,,,126.0,0.11,216.0,323.0,2253.0,220.0,2033.0
951,biorg,2005JJ00,,,,,,23.0,,,,,,,117.0,0.1,135.0,256.0,2124.0,178.0,1946.0
952,biorg,2006JJ00,,,,,,28.0,,,,,,,125.0,0.11,42.0,179.0,2216.0,206.0,2010.0
953,biorg,2007JJ00,,,,,,34.0,,,,,,,136.0,0.12,157.0,81.0,2218.0,220.0,1998.0
954,biorg,2008JJ00,,,,,,34.0,,,,,,,142.0,0.12,140.0,84.0,2212.0,166.0,2045.0
955,biorg,2009JJ00,,,,,,34.0,,,,,,,143.0,0.13,120.0,100.0,2273.0,226.0,2046.0
956,biorg,2010JJ00,,,,,,36.0,,,,,,,154.0,0.13,99.0,84.0,2297.0,196.0,2101.0
957,biorg,2011JJ00,,,,,,37.0,,,,,,,164.0,0.14,214.0,77.0,2315.0,159.0,2156.0
958,biorg,2012JJ00,,,,,,40.0,,,,,,,176.0,0.15,138.0,85.0,2388.0,167.0,2222.0
959,biorg,2013JJ00,,,,,,,,,,,,,,,,,,,
960,biolb,1990JJ00,,,,,,,,,,,,,,0.0,,,,,
961,biolb,1991JJ00,,,,,,,,,,,,,,0.0,,,,,
962,biolb,1992JJ00,,,,,,,,,,,,,,0.0,,,,,
963,biolb,1993JJ00,,,,,,,,,,,,,,0.0,,,,,
964,biolb,1994JJ00,,,,,,,,,,,,,,0.0,,,,,
965,biolb,1995JJ00,,,,,,,,,,,,,,0.0,,,,,
966,biolb,1996JJ00,,,,,,,,,,,,,,0.0,,,,,
967,biolb,1997JJ00,,,,,,,,,,,,,,0.0,,,,,
968,biolb,1998JJ00,,,,,,,,,,,,,,0.0,,,,,
969,biolb,1999JJ00,,,,,,,,,,,,,,0.0,,,,,
970,biolb,2000JJ00,,,,,,,,,,,,,,0.0,,,,,
971,biolb,2001JJ00,,,,,,,,,,,,,,0.0,,,,,
972,biolb,2002JJ00,,,,,,,,,,,,,,0.0,,,,,
973,biolb,2003JJ00,,,,,,,,,,,,,,0.0,,,,,
974,biolb,2004JJ00,,,,,,,,,,,,,,0.0,,,,,
975,biolb,2005JJ00,,,17.0,,,5.0,,,,,,,8.0,0.01,5.0,0.0,82.0,,82.0
976,biolb,2006JJ00,,,37.0,,,18.0,,,,,,,54.0,0.05,4.0,0.0,591.0,,591.0
977,biolb,2007JJ00,,,53.0,,,43.0,,,,,,,171.0,0.14,20.0,0.0,1872.0,,1872.0
978,biolb,2008JJ00,,,78.0,,,76.0,,,,,,,339.0,0.28,106.0,0.0,3697.0,,3697.0
979,biolb,2009JJ00,,,87.0,,,94.0,,,,,,,484.0,0.43,257.0,0.0,5279.0,,5279.0
980,biolb,2010JJ00,,,91.0,,,98.0,,,,,,,527.0,0.45,453.0,0.0,5747.0,,5747.0
981,biolb,2011JJ00,,,97.0,,,113.0,,,,,,,515.0,0.44,447.0,0.0,5622.0,,5622.0
982,biolb,2012JJ00,,,95.0,,,117.0,,,,,,,504.0,0.44,735.0,0.0,5503.0,,5503.0
983,biolb,2013JJ00,,,,,,,,,,,,,,,,,,,
984,biogo,1990JJ00,,,,,,1.0,,,,,,,2.0,0.0,12.0,374.0,468.0,,468.0
985,biogo,1991JJ00,,,,,,1.0,,,,,,,2.0,0.0,17.0,448.0,563.0,,563.0
986,biogo,1992JJ00,,,,,,1.0,,,,,,,2.0,0.0,32.0,477.0,616.0,,616.0
987,biogo,1993JJ00,,,,,,2.0,,,,,,,4.0,0.01,37.0,476.0,640.0,,640.0
988,biogo,1994JJ00,,,,,,1.0,,,,,,,0.0,0.0,37.0,590.0,746.0,,746.0
989,biogo,1995JJ00,,,,,,2.0,,,,,,,3.0,0.0,57.0,618.0,826.0,,826.0
990,biogo,1996JJ00,,,,,,2.0,,,,,,,6.0,0.01,75.0,639.0,899.0,,899.0
991,biogo,1997JJ00,,,,,,2.0,,,,,,,4.0,0.0,58.0,730.0,957.0,,957.0
992,biogo,1998JJ00,,,,,,2.0,,,,,,,6.0,0.01,74.0,662.0,900.0,,900.0
993,biogo,1999JJ00,,,,,,3.0,,,,,,,9.0,0.01,116.0,626.0,937.0,,937.0
994,biogo,2000JJ00,,,,,,4.0,,,,,,,12.0,0.01,133.0,617.0,974.0,,974.0
995,biogo,2001JJ00,,,,,,4.0,,,,,,,12.0,0.01,127.0,634.0,989.0,,989.0
996,biogo,2002JJ00,,,,,,5.0,,,,,,,17.0,0.02,142.0,589.0,994.0,,994.0
997,biogo,2003JJ00,,,,,,7.0,,,,,,,22.0,0.02,109.0,664.0,1129.0,,1129.0
998,biogo,2004JJ00,,,,,,6.0,,,,,,,16.0,0.01,88.0,788.0,1211.0,,1211.0
999,biogo,2005JJ00,,,,,,8.0,,,,,,,26.0,0.02,106.0,656.0,1158.0,,1158.0
1000,biogo,2006JJ00,,,,,,11.0,,,,,,,37.0,0.03,154.0,707.0,1382.0,,1382.0
1001,biogo,2007JJ00,,,,,,17.0,,,,,,,59.0,0.05,133.0,594.0,1475.0,,1475.0
1002,biogo,2008JJ00,,,,,,26.0,,,,,,,93.0,0.08,135.0,526.0,1850.0,,1850.0
1003,biogo,2009JJ00,,,,,,29.0,,,,,,,124.0,0.11,231.0,594.0,2249.0,,2249.0
1004,biogo,2010JJ00,,,,,,38.0,,,,,,,178.0,0.15,322.0,561.0,2900.0,,2900.0
1005,biogo,2011JJ00,,,,,,40.0,,,,,,,199.0,0.17,445.0,623.0,3121.0,,3121.0
1006,biogo,2012JJ00,,,,,,40.0,,,,,,,185.0,0.16,390.0,1129.0,3478.0,,3478.0
1007,biogo,2013JJ00,,,,,,,,,,,,,,,,,,,
1008,btrto,1990JJ00,,,,,,,,,,,,,,,,,,,0.0
1009,btrto,1991JJ00,,,,,,,,,,,,,,,,,,,0.0
1010,btrto,1992JJ00,,,,,,,,,,,,,,,,,,,0.0
1011,btrto,1993JJ00,,,,,,,,,,,,,,,,,,,0.0
1012,btrto,1994JJ00,,,,,,,,,,,,,,,,,,,0.0
1013,btrto,1995JJ00,,,,,,,,,,,,,,,,,,,0.0
1014,btrto,1996JJ00,,,,,,,,,,,,,,,,,,,0.0
1015,btrto,1997JJ00,,,,,,,,,,,,,,,,,,,0.0
1016,btrto,1998JJ00,,,,,,,,,,,,,,,,,,,0.0
1017,btrto,1999JJ00,,,,,,,,,,,,,,,,,,,0.0
1018,btrto,2000JJ00,,,,,,,,,,,,,,,,,,,0.0
1019,btrto,2001JJ00,,,,,,,,,,,,,,,,,,,0.0
1020,btrto,2002JJ00,,,,,,,,,,,,,,,,,,,0.0
1021,btrto,2003JJ00,,,,,,,,,,,,,,,,,,,134.0
1022,btrto,2004JJ00,,,,,,,,,,,,,,,,,,,134.0
1023,btrto,2005JJ00,,,,,,,,,,,,,,,,,,,101.0
1024,btrto,2006JJ00,,,,,,,,,,,,,,,,,,,1766.0
1025,btrto,2007JJ00,,,,,,,,,,,,,,,,,,,13031.0
1026,btrto,2008JJ00,,,,,,,,,,,,,,,,,,,12048.0
1027,btrto,2009JJ00,,,,,,,,,,,,,,,,,,,15606.0
1028,btrto,2010JJ00,,,,,,,,,,,,,,,,,,,9577.0
1029,btrto,2011JJ00,,,,,,,,,,,,,,,,,,,13438.0
1030,btrto,2012JJ00,,,,,,,,,,,,,,,,,,,14017.0
1031,btrto,2013JJ00,,,,,,,,,,,,,,,,,,,
1032,btrbe,1990JJ00,,,,,,,,,,,,,,,,,,,0.0
1033,btrbe,1991JJ00,,,,,,,,,,,,,,,,,,,0.0
1034,btrbe,1992JJ00,,,,,,,,,,,,,,,,,,,0.0
1035,btrbe,1993JJ00,,,,,,,,,,,,,,,,,,,0.0
1036,btrbe,1994JJ00,,,,,,,,,,,,,,,,,,,0.0
1037,btrbe,1995JJ00,,,,,,,,,,,,,,,,,,,0.0
1038,btrbe,1996JJ00,,,,,,,,,,,,,,,,,,,0.0
1039,btrbe,1997JJ00,,,,,,,,,,,,,,,,,,,0.0
1040,btrbe,1998JJ00,,,,,,,,,,,,,,,,,,,0.0
1041,btrbe,1999JJ00,,,,,,,,,,,,,,,,,,,0.0
1042,btrbe,2000JJ00,,,,,,,,,,,,,,,,,,,0.0
1043,btrbe,2001JJ00,,,,,,,,,,,,,,,,,,,0.0
1044,btrbe,2002JJ00,,,,,,,,,,,,,,,,,,,0.0
1045,btrbe,2003JJ00,,,,,,,,,,,,,,,,,,,0.0
1046,btrbe,2004JJ00,,,,,,,,,,,,,,,,,,,0.0
1047,btrbe,2005JJ00,,,,,,,,,,,,,,,,,,,0.0
1048,btrbe,2006JJ00,,,,,,,,,,,,,,,,,,,798.0
1049,btrbe,2007JJ00,,,,,,,,,,,,,,,,,,,3687.0
1050,btrbe,2008JJ00,,,,,,,,,,,,,,,,,,,4524.0
1051,btrbe,2009JJ00,,,,,,,,,,,,,,,,,,,5771.0
1052,btrbe,2010JJ00,,,,,,,,,,,,,,,,,,,5614.0
1053,btrbe,2011JJ00,,,,,,,,,,,,,,,,,,,6231.0
1054,btrbe,2012JJ00,,,,,,,,,,,,,,,,,,,5211.0
1055,btrbe,2013JJ00,,,,,,,,,,,,,,,,,,,
1056,btrdi,1990JJ00,,,,,,,,,,,,,,,,,,,0.0
1057,btrdi,1991JJ00,,,,,,,,,,,,,,,,,,,0.0
1058,btrdi,1992JJ00,,,,,,,,,,,,,,,,,,,0.0
1059,btrdi,1993JJ00,,,,,,,,,,,,,,,,,,,0.0
1060,btrdi,1994JJ00,,,,,,,,,,,,,,,,,,,0.0
1061,btrdi,1995JJ00,,,,,,,,,,,,,,,,,,,0.0
1062,btrdi,1996JJ00,,,,,,,,,,,,,,,,,,,0.0
1063,btrdi,1997JJ00,,,,,,,,,,,,,,,,,,,0.0
1064,btrdi,1998JJ00,,,,,,,,,,,,,,,,,,,0.0
1065,btrdi,1999JJ00,,,,,,,,,,,,,,,,,,,0.0
1066,btrdi,2000JJ00,,,,,,,,,,,,,,,,,,,0.0
1067,btrdi,2001JJ00,,,,,,,,,,,,,,,,,,,0.0
1068,btrdi,2002JJ00,,,,,,,,,,,,,,,,,,,0.0
1069,btrdi,2003JJ00,,,,,,,,,,,,,,,,,,,134.0
1070,btrdi,2004JJ00,,,,,,,,,,,,,,,,,,,134.0
1071,btrdi,2005JJ00,,,,,,,,,,,,,,,,,,,101.0
1072,btrdi,2006JJ00,,,,,,,,,,,,,,,,,,,968.0
1073,btrdi,2007JJ00,,,,,,,,,,,,,,,,,,,9344.0
1074,btrdi,2008JJ00,,,,,,,,,,,,,,,,,,,7524.0
1075,btrdi,2009JJ00,,,,,,,,,,,,,,,,,,,9835.0
1076,btrdi,2010JJ00,,,,,,,,,,,,,,,,,,,3963.0
1077,btrdi,2011JJ00,,,,,,,,,,,,,,,,,,,7207.0
1078,btrdi,2012JJ00,,,,,,,,,,,,,,,,,,,8806.0
1079,btrdi,2013JJ00,,,,,,,,,,,,,,,,,,,
