ID,Sources,Periods,CO_1,VOCByCombustion_2,VOCByEvaporation_3,VOCTotal_4,NOx_5,PM10_6,SO2_7,CO2_8,CH4_9,N2O_10,NMVOC_11,CO_12,VOCByCombustion_13,NOx_14,PM10_15,SO2_16,CO2_17,CH4_18,N2O_19,NMVOC_20
447,Zevrt,2002JJ00,0.9,0.67,0.0,0.67,17.0,1.18,10.06,920,0.027,0.023,0.64,3.0,2.3,58.8,4.1,34.76,3173,0.09,0.08,2.2
448,Zevrt,2003JJ00,0.9,0.68,0.0,0.68,17.3,1.16,10.03,940,0.027,0.024,0.65,2.9,2.3,58.7,3.9,34.01,3173,0.09,0.08,2.2
449,Zevrt,2004JJ00,0.9,0.7,0.0,0.7,17.8,1.15,10.17,970,0.028,0.024,0.67,2.9,2.3,58.4,3.8,33.29,3173,0.09,0.08,2.2
450,Zevrt,2005JJ00,0.9,0.7,0.0,0.7,18.0,1.11,10.03,980,0.028,0.025,0.67,2.9,2.3,58.3,3.6,32.38,3173,0.09,0.08,2.2
451,Zevrt,2006JJ00,1.0,0.74,0.0,0.74,19.1,1.18,10.6,1040,0.03,0.026,0.71,2.9,2.3,58.2,3.6,32.3,3173,0.09,0.08,2.2
452,Zevrt,2007JJ00,1.0,0.73,0.0,0.73,19.4,1.13,9.83,1070,0.029,0.027,0.7,2.8,2.2,57.6,3.4,29.22,3173,0.09,0.08,2.1
453,Zevrt,2008JJ00,1.3,0.94,0.0,0.94,22.1,1.24,9.03,1420,0.038,0.036,0.9,2.9,2.1,49.4,2.8,20.22,3186,0.08,0.08,2.0
454,Zevrt,2009JJ00,1.2,0.84,0.0,0.84,20.1,1.15,8.18,1310,0.033,0.033,0.8,2.8,2.0,48.7,2.8,19.84,3176,0.08,0.08,1.9
455,Zevrt,2010JJ00,1.2,0.82,0.0,0.82,20.7,0.91,5.42,1330,0.033,0.033,0.79,2.9,2.0,49.6,2.2,12.95,3177,0.08,0.08,1.9
456,Zevrt,2011JJ00,1.2,0.81,0.0,0.81,20.6,0.83,4.14,1360,0.033,0.034,0.78,2.9,1.9,48.1,1.9,9.65,3176,0.08,0.08,1.8
457,Zevrt,2012JJ00,1.3,0.84,0.0,0.84,21.3,0.83,4.22,1440,0.034,0.036,0.81,2.8,1.9,47.0,1.8,9.33,3176,0.07,0.08,1.8
458,Zevrt,2013JJ00,1.1,0.74,0.0,0.74,18.8,0.73,3.72,1270,0.03,0.032,0.71,3.0,2.0,50.4,2.0,9.98,3410,0.08,0.09,1.9
459,Zevrt,2014JJ00,1.3,0.84,0.0,0.84,20.8,0.77,3.92,1410,0.033,0.036,0.8,2.9,1.9,46.6,1.7,8.8,3176,0.08,0.08,1.8
460,Zevrt,2015JJ00,1.4,0.94,0.0,0.94,21.7,0.64,1.11,1620,0.038,0.041,0.9,2.8,1.8,42.6,1.3,2.19,3178,0.07,0.08,1.8
461,Zevrt,2016JJ00,1.4,0.82,0.0,0.82,20.8,0.53,0.94,1350,0.033,0.034,0.79,3.4,2.0,49.3,1.3,2.22,3194,0.08,0.08,1.9
462,Zevrt,2017JJ00,1.4,0.83,0.0,0.83,20.8,0.53,0.94,1260,0.033,0.034,0.79,3.4,2.0,49.3,1.3,2.22,2973,0.08,0.08,1.9
463,Zevrt,2018JJ00,1.4,0.83,0.0,0.83,20.8,0.53,0.94,1260,0.033,0.034,0.79,3.4,2.0,49.3,1.3,2.22,2973,0.08,0.08,1.9
464,Zencp,1990JJ00,2.9,2.33,0.0,2.33,75.7,5.2,44.33,2940,0.093,0.074,2.24,2.6,2.0,66.5,4.6,38.93,2582,0.08,0.07,2.0
465,Zencp,1991JJ00,2.7,2.15,0.0,2.15,69.7,4.79,40.83,2710,0.086,0.068,2.06,2.5,2.0,65.3,4.5,38.25,2537,0.08,0.06,1.9
466,Zencp,1992JJ00,2.8,2.21,0.0,2.21,71.7,4.92,42.0,2790,0.088,0.07,2.12,2.5,2.0,65.6,4.5,38.41,2547,0.08,0.06,1.9
467,Zencp,1993JJ00,2.8,2.27,0.0,2.27,73.7,5.06,43.17,2860,0.091,0.072,2.18,2.5,2.0,65.8,4.5,38.55,2557,0.08,0.06,1.9
468,Zencp,1994JJ00,2.9,2.33,0.0,2.33,75.7,5.2,44.33,2940,0.093,0.074,2.24,2.6,2.0,66.3,4.6,38.85,2577,0.08,0.07,2.0
469,Zencp,1995JJ00,3.0,2.39,0.0,2.39,77.7,5.33,45.5,3020,0.096,0.076,2.3,2.6,2.0,66.4,4.6,38.88,2579,0.08,0.07,2.0
470,Zencp,1996JJ00,3.1,2.46,0.0,2.46,79.9,5.49,46.82,3100,0.098,0.078,2.36,2.6,2.0,66.3,4.6,38.85,2576,0.08,0.07,2.0
471,Zencp,1997JJ00,3.2,2.55,0.0,2.55,82.8,5.69,48.54,3220,0.102,0.081,2.45,2.5,2.0,65.3,4.5,38.31,2540,0.08,0.06,1.9
472,Zencp,1998JJ00,3.3,2.66,0.0,2.66,86.3,5.93,50.63,3360,0.106,0.085,2.55,2.5,2.0,65.5,4.5,38.44,2548,0.08,0.06,1.9
473,Zencp,1999JJ00,3.4,2.76,0.0,2.76,89.5,6.16,52.53,3480,0.11,0.088,2.65,2.5,2.0,65.7,4.5,38.56,2556,0.08,0.06,1.9
474,Zencp,2000JJ00,3.6,2.91,0.0,2.91,94.4,6.49,55.4,3670,0.116,0.093,2.79,2.5,2.0,65.8,4.5,38.6,2558,0.08,0.06,1.9
475,Zencp,2001JJ00,3.7,2.96,0.0,2.96,96.8,6.48,54.94,3770,0.118,0.095,2.84,2.5,2.0,65.7,4.4,37.33,2564,0.08,0.06,1.9
476,Zencp,2002JJ00,3.8,3.01,0.0,3.01,99.0,6.45,54.27,3870,0.12,0.098,2.88,2.5,2.0,65.6,4.3,35.95,2565,0.08,0.06,1.9
477,Zencp,2003JJ00,3.9,3.05,0.0,3.05,101.2,6.41,53.53,3970,0.122,0.1,2.92,2.5,2.0,65.5,4.1,34.61,2568,0.08,0.06,1.9
478,Zencp,2004JJ00,4.0,3.08,0.0,3.08,104.1,6.21,50.89,4110,0.123,0.104,2.96,2.5,1.9,65.0,3.9,31.79,2568,0.08,0.06,1.8
479,Zencp,2005JJ00,4.0,3.16,0.0,3.16,105.7,6.5,53.79,4160,0.126,0.105,3.03,2.5,1.9,65.2,4.0,33.19,2567,0.08,0.06,1.9
480,Zencp,2006JJ00,4.3,3.33,0.0,3.33,111.5,6.81,56.27,4390,0.133,0.111,3.19,2.5,1.9,65.2,4.0,32.89,2564,0.08,0.06,1.9
481,Zencp,2007JJ00,4.0,2.99,0.0,2.99,102.6,6.0,49.75,4060,0.12,0.102,2.87,2.5,1.9,63.5,3.7,30.8,2512,0.07,0.06,1.8
482,Zencp,2008JJ00,3.9,2.63,0.0,2.63,86.6,4.74,31.85,3500,0.105,0.088,2.53,2.5,1.7,56.0,3.1,20.59,2260,0.07,0.06,1.6
483,Zencp,2009JJ00,3.9,2.56,0.0,2.56,83.9,4.82,31.39,3440,0.102,0.087,2.45,2.6,1.7,56.1,3.2,20.99,2301,0.07,0.06,1.6
484,Zencp,2010JJ00,3.4,2.24,0.0,2.24,81.9,4.59,29.91,3420,0.09,0.086,2.15,2.3,1.5,54.8,3.1,20.0,2289,0.06,0.06,1.4
485,Zencp,2011JJ00,3.6,2.31,0.0,2.31,83.1,3.79,21.74,3630,0.092,0.092,2.22,2.3,1.5,52.8,2.4,13.83,2310,0.06,0.06,1.4
486,Zencp,2012JJ00,3.5,2.13,0.0,2.13,74.2,3.48,19.79,3310,0.085,0.083,2.05,2.3,1.4,49.7,2.3,13.25,2214,0.06,0.06,1.4
487,Zencp,2013JJ00,3.3,1.97,0.0,1.97,68.1,3.22,18.3,3070,0.079,0.077,1.89,2.4,1.5,50.4,2.4,13.54,2270,0.06,0.06,1.4
488,Zencp,2014JJ00,3.9,2.22,0.0,2.22,71.9,3.43,19.36,3250,0.089,0.082,2.13,2.6,1.5,49.0,2.3,13.2,2218,0.06,0.06,1.4
489,Zencp,2015JJ00,4.0,2.44,0.0,2.44,77.5,3.13,10.74,3590,0.098,0.09,2.35,2.5,1.5,47.4,1.9,6.57,2196,0.06,0.06,1.4
490,Zencp,2016JJ00,3.9,2.34,0.0,2.34,77.6,2.35,4.4,3500,0.094,0.088,2.25,2.6,1.5,51.1,1.5,2.9,2307,0.06,0.06,1.5
491,Zencp,2017JJ00,3.9,2.24,0.0,2.24,74.9,2.17,4.15,3510,0.09,0.086,2.15,2.6,1.5,50.3,1.5,2.78,2357,0.06,0.06,1.4
492,Zencp,2018JJ00,3.9,2.24,0.0,2.24,74.9,2.17,4.15,3510,0.09,0.086,2.15,2.6,1.5,50.3,1.5,2.78,2357,0.06,0.06,1.4
493,Mwtot,1990JJ00,36.9,8.4,0.0,8.4,37.1,3.78,3.01,2900,0.336,0.022,8.06,41.6,9.5,41.8,4.3,3.38,3264,0.38,0.02,9.1
494,Mwtot,1991JJ00,42.0,8.61,0.0,8.61,37.2,3.72,3.03,2930,0.344,0.022,8.27,46.7,9.6,41.4,4.1,3.38,3268,0.38,0.02,9.2
495,Mwtot,1992JJ00,45.3,8.42,0.0,8.42,37.3,3.48,3.0,2940,0.337,0.022,8.08,50.3,9.4,41.4,3.9,3.33,3270,0.37,0.02,9.0
496,Mwtot,1993JJ00,49.4,8.85,0.0,8.85,40.3,3.58,3.23,3180,0.354,0.024,8.49,50.8,9.1,41.5,3.7,3.32,3269,0.36,0.02,8.7
497,Mwtot,1994JJ00,51.8,8.67,0.0,8.67,40.1,3.36,3.08,3160,0.347,0.023,8.32,53.7,9.0,41.5,3.5,3.19,3271,0.36,0.02,8.6
498,Mwtot,1995JJ00,54.5,8.73,0.0,8.73,41.0,3.3,3.05,3230,0.349,0.024,8.38,55.1,8.8,41.5,3.3,3.08,3271,0.35,0.02,8.5
499,Mwtot,1996JJ00,56.3,8.9,0.0,8.9,43.1,3.32,3.2,3390,0.356,0.025,8.55,54.3,8.6,41.5,3.2,3.09,3270,0.34,0.02,8.2
500,Mwtot,1997JJ00,57.2,8.75,0.0,8.75,43.0,3.17,3.18,3380,0.35,0.025,8.4,55.4,8.5,41.6,3.1,3.08,3270,0.34,0.02,8.1
501,Mwtot,1998JJ00,57.8,8.67,0.0,8.67,43.4,3.07,3.2,3400,0.347,0.025,8.32,55.5,8.3,41.7,3.0,3.08,3270,0.33,0.02,8.0
502,Mwtot,1999JJ00,58.3,8.75,0.0,8.75,44.7,3.08,3.31,3510,0.35,0.026,8.4,54.2,8.1,41.6,2.9,3.08,3269,0.33,0.02,7.8
503,Mwtot,2000JJ00,57.6,8.33,0.0,8.33,42.8,2.95,3.24,3440,0.333,0.025,7.99,54.6,7.9,40.6,2.8,3.07,3267,0.32,0.02,7.6
504,Mwtot,2001JJ00,57.1,8.03,0.0,8.03,41.8,2.92,3.26,3460,0.321,0.025,7.71,53.8,7.6,39.5,2.8,3.07,3265,0.3,0.02,7.3
505,Mwtot,2002JJ00,56.1,7.49,0.0,7.49,38.9,2.74,3.09,3300,0.3,0.024,7.19,55.4,7.4,38.4,2.7,3.06,3265,0.3,0.02,7.1
506,Mwtot,2003JJ00,55.2,6.95,0.0,6.95,37.0,2.62,3.04,3240,0.278,0.024,6.67,55.5,7.0,37.2,2.6,3.06,3263,0.28,0.02,6.7
507,Mwtot,2004JJ00,54.5,6.6,0.0,6.6,35.4,2.51,3.03,3230,0.264,0.024,6.34,55.2,6.7,35.8,2.5,3.06,3262,0.27,0.02,6.4
508,Mwtot,2005JJ00,54.2,6.42,0.0,6.42,34.8,2.46,3.12,3300,0.257,0.025,6.17,53.5,6.3,34.4,2.4,3.08,3260,0.25,0.02,6.1
509,Mwtot,2006JJ00,53.6,6.08,0.0,6.08,33.2,2.32,2.97,3290,0.243,0.024,5.83,53.1,6.0,32.8,2.3,2.94,3256,0.24,0.02,5.8
510,Mwtot,2007JJ00,53.0,5.73,0.0,5.73,31.6,2.19,2.85,3280,0.229,0.025,5.5,51.9,5.6,31.0,2.1,2.79,3212,0.22,0.02,5.4
511,Mwtot,2008JJ00,52.5,5.45,0.0,5.45,30.6,2.01,1.56,3360,0.218,0.025,5.23,50.2,5.2,29.2,1.9,1.49,3206,0.21,0.02,5.0
512,Mwtot,2009JJ00,51.8,5.1,0.0,5.1,28.7,1.81,0.71,3330,0.204,0.025,4.9,49.8,4.9,27.6,1.7,0.68,3199,0.2,0.02,4.7
513,Mwtot,2010JJ00,51.0,4.66,0.0,4.66,25.9,1.6,0.3,3160,0.186,0.024,4.47,52.2,4.8,26.5,1.6,0.31,3227,0.19,0.02,4.6
514,Mwtot,2011JJ00,50.6,4.48,0.0,4.48,25.7,1.57,0.02,3230,0.179,0.024,4.3,50.2,4.4,25.5,1.6,0.02,3207,0.18,0.02,4.3
515,Mwtot,2012JJ00,49.9,4.13,0.0,4.13,23.5,1.44,0.02,3120,0.165,0.024,3.97,51.1,4.2,24.1,1.5,0.02,3199,0.17,0.02,4.1
516,Mwtot,2013JJ00,49.3,3.87,0.0,3.87,22.2,1.34,0.02,3060,0.155,0.023,3.72,51.5,4.0,23.2,1.4,0.02,3195,0.16,0.02,3.9
517,Mwtot,2014JJ00,49.0,3.68,0.0,3.68,22.9,1.32,0.02,3230,0.147,0.025,3.54,48.3,3.6,22.6,1.3,0.02,3188,0.15,0.02,3.5
518,Mwtot,2015JJ00,48.5,3.39,0.0,3.39,21.7,1.21,0.02,3210,0.136,0.025,3.25,48.2,3.4,21.6,1.2,0.02,3190,0.13,0.02,3.2
519,Mwtot,2016JJ00,47.9,3.09,0.0,3.09,19.7,1.07,0.02,3110,0.123,0.024,2.96,49.2,3.2,20.2,1.1,0.02,3193,0.13,0.02,3.0
520,Mwtot,2017JJ00,47.7,2.9,0.0,2.9,19.3,1.02,0.02,3250,0.116,0.025,2.78,46.7,2.8,19.0,1.0,0.02,3190,0.11,0.02,2.7
521,Mwtot,2018JJ00,47.7,2.9,0.0,2.9,19.3,1.02,0.02,3250,0.116,0.025,2.78,46.7,2.8,19.0,1.0,0.02,3190,0.11,0.02,2.7
522,Mwlab,1990JJ00,5.2,2.76,0.0,2.76,14.5,1.33,1.24,1100,0.111,0.009,2.65,14.8,8.0,41.7,3.8,3.57,3169,0.32,0.03,7.6
523,Mwlab,1991JJ00,5.0,2.67,0.0,2.67,13.8,1.27,1.21,1060,0.107,0.009,2.57,14.9,8.0,41.3,3.8,3.61,3169,0.32,0.03,7.6
524,Mwlab,1992JJ00,4.7,2.52,0.0,2.52,13.7,1.21,1.2,1050,0.101,0.009,2.42,14.1,7.6,41.4,3.7,3.61,3169,0.3,0.03,7.3
525,Mwlab,1993JJ00,4.6,2.46,0.0,2.46,13.7,1.18,1.2,1050,0.099,0.009,2.37,13.8,7.4,41.4,3.6,3.61,3169,0.3,0.03,7.1
526,Mwlab,1994JJ00,4.5,2.43,0.0,2.43,13.7,1.15,1.16,1050,0.097,0.009,2.33,13.7,7.3,41.4,3.5,3.51,3169,0.29,0.03,7.0
527,Mwlab,1995JJ00,4.7,2.52,0.0,2.52,14.5,1.19,1.2,1110,0.101,0.009,2.42,13.4,7.2,41.3,3.4,3.41,3169,0.29,0.03,6.9
528,Mwlab,1996JJ00,4.4,2.34,0.0,2.34,13.5,1.08,1.11,1030,0.094,0.008,2.25,13.6,7.2,41.2,3.3,3.41,3169,0.29,0.03,6.9
529,Mwlab,1997JJ00,4.4,2.3,0.0,2.3,13.3,1.04,1.11,1020,0.092,0.008,2.21,13.6,7.1,41.2,3.2,3.42,3168,0.28,0.03,6.8
530,Mwlab,1998JJ00,4.3,2.26,0.0,2.26,13.2,1.01,1.1,1020,0.09,0.008,2.17,13.5,7.0,41.1,3.2,3.42,3168,0.28,0.03,6.8
531,Mwlab,1999JJ00,4.6,2.39,0.0,2.39,14.3,1.07,1.19,1100,0.096,0.009,2.29,13.1,6.9,41.1,3.1,3.42,3168,0.27,0.03,6.6
532,Mwlab,2000JJ00,4.5,2.34,0.0,2.34,14.3,1.05,1.21,1120,0.094,0.009,2.25,12.8,6.6,40.4,3.0,3.42,3168,0.26,0.03,6.4
533,Mwlab,2001JJ00,4.4,2.23,0.0,2.23,13.9,1.0,1.19,1100,0.089,0.009,2.14,12.5,6.4,39.8,2.9,3.42,3168,0.26,0.03,6.2
534,Mwlab,2002JJ00,4.2,2.09,0.0,2.09,13.1,0.94,1.15,1060,0.084,0.009,2.01,12.4,6.3,39.2,2.8,3.42,3168,0.25,0.03,6.0
535,Mwlab,2003JJ00,4.1,1.86,0.0,1.86,13.0,0.91,1.15,1070,0.074,0.009,1.79,12.1,5.5,38.4,2.7,3.42,3168,0.22,0.03,5.3
536,Mwlab,2004JJ00,3.8,1.68,0.0,1.68,12.1,0.84,1.11,1020,0.067,0.008,1.61,11.9,5.2,37.6,2.6,3.42,3168,0.21,0.03,5.0
537,Mwlab,2005JJ00,3.8,1.67,0.0,1.67,12.5,0.84,1.16,1070,0.067,0.009,1.6,11.3,4.9,36.7,2.5,3.42,3168,0.2,0.03,4.7
538,Mwlab,2006JJ00,3.7,1.56,0.0,1.56,11.9,0.78,1.14,1050,0.062,0.009,1.5,11.0,4.7,35.8,2.4,3.42,3168,0.19,0.03,4.5
539,Mwlab,2007JJ00,3.5,1.47,0.0,1.47,11.6,0.75,1.12,1050,0.059,0.009,1.42,10.5,4.4,34.4,2.2,3.34,3123,0.18,0.03,4.2
540,Mwlab,2008JJ00,3.3,1.35,0.0,1.35,10.9,0.66,0.61,1030,0.054,0.009,1.29,10.0,4.1,32.9,2.0,1.86,3122,0.16,0.03,3.9
541,Mwlab,2009JJ00,3.1,1.23,0.0,1.23,10.3,0.6,0.28,1030,0.049,0.008,1.18,9.4,3.7,31.3,1.8,0.86,3119,0.15,0.03,3.6
542,Mwlab,2010JJ00,3.0,1.18,0.0,1.18,10.2,0.58,0.14,1070,0.047,0.009,1.13,8.9,3.5,30.2,1.7,0.41,3150,0.14,0.03,3.3
543,Mwlab,2011JJ00,2.9,1.12,0.0,1.12,10.1,0.55,0.01,1090,0.045,0.009,1.08,8.4,3.2,28.9,1.6,0.02,3130,0.13,0.03,3.1
544,Mwlab,2012JJ00,2.7,1.0,0.0,1.0,9.2,0.5,0.01,1050,0.04,0.009,0.96,8.1,3.0,27.4,1.5,0.02,3122,0.12,0.03,2.9
545,Mwlab,2013JJ00,2.6,0.93,0.0,0.93,9.0,0.47,0.01,1070,0.037,0.009,0.9,7.6,2.7,26.1,1.4,0.02,3117,0.11,0.03,2.6
546,Mwlab,2014JJ00,2.6,0.93,0.0,0.93,9.6,0.48,0.01,1200,0.037,0.01,0.9,6.8,2.4,24.9,1.3,0.02,3114,0.1,0.03,2.3
547,Mwlab,2015JJ00,2.5,0.86,0.0,0.86,9.1,0.45,0.01,1210,0.034,0.01,0.82,6.4,2.2,23.5,1.1,0.02,3117,0.09,0.03,2.1
548,Mwlab,2016JJ00,2.3,0.74,0.0,0.74,7.9,0.38,0.01,1130,0.03,0.009,0.71,6.3,2.0,21.8,1.0,0.02,3122,0.08,0.03,2.0
549,Mwlab,2017JJ00,2.2,0.71,0.0,0.71,7.8,0.37,0.01,1210,0.028,0.01,0.68,5.7,1.8,20.2,0.9,0.02,3122,0.07,0.03,1.8
550,Mwlab,2018JJ00,2.2,0.71,0.0,0.71,7.8,0.37,0.01,1210,0.028,0.01,0.68,5.7,1.8,20.2,0.9,0.02,3122,0.07,0.03,1.8
551,Mwbow,1990JJ00,7.3,3.48,0.0,3.48,16.8,1.95,1.44,1270,0.139,0.01,3.35,18.3,8.7,41.8,4.9,3.58,3169,0.35,0.03,8.3
552,Mwbow,1991JJ00,7.1,3.4,0.0,3.4,16.7,1.9,1.46,1270,0.136,0.01,3.26,17.6,8.5,41.6,4.7,3.62,3169,0.34,0.03,8.1
553,Mwbow,1992JJ00,6.7,3.09,0.0,3.09,16.1,1.69,1.41,1230,0.123,0.01,2.96,17.3,7.9,41.6,4.3,3.62,3169,0.32,0.03,7.6
554,Mwbow,1993JJ00,7.5,3.35,0.0,3.35,18.5,1.8,1.61,1410,0.134,0.011,3.21,16.8,7.5,41.6,4.1,3.62,3169,0.3,0.03,7.2
555,Mwbow,1994JJ00,7.1,3.05,0.0,3.05,17.7,1.62,1.5,1350,0.122,0.011,2.93,16.7,7.2,41.7,3.8,3.52,3169,0.29,0.03,6.9
556,Mwbow,1995JJ00,7.0,2.85,0.0,2.85,17.0,1.48,1.4,1290,0.114,0.011,2.74,17.2,7.0,41.7,3.6,3.42,3169,0.28,0.03,6.7
557,Mwbow,1996JJ00,7.7,3.15,0.0,3.15,19.9,1.62,1.63,1510,0.126,0.012,3.02,16.2,6.6,41.7,3.4,3.42,3169,0.26,0.03,6.3
558,Mwbow,1997JJ00,7.6,3.0,0.0,3.0,19.6,1.51,1.6,1480,0.12,0.012,2.88,16.3,6.4,41.9,3.2,3.43,3168,0.26,0.03,6.2
559,Mwbow,1998JJ00,7.7,2.94,0.0,2.94,19.8,1.44,1.62,1500,0.118,0.012,2.82,16.3,6.2,41.9,3.1,3.43,3168,0.25,0.03,6.0
560,Mwbow,1999JJ00,7.7,2.88,0.0,2.88,19.9,1.39,1.63,1500,0.115,0.012,2.77,16.3,6.1,41.9,2.9,3.43,3168,0.24,0.03,5.8
561,Mwbow,2000JJ00,7.1,2.55,0.0,2.55,18.1,1.3,1.53,1420,0.102,0.012,2.45,15.9,5.7,40.4,2.9,3.43,3168,0.23,0.03,5.5
562,Mwbow,2001JJ00,6.9,2.41,0.0,2.41,17.7,1.33,1.57,1450,0.096,0.012,2.31,15.1,5.3,38.7,2.9,3.43,3168,0.21,0.03,5.1
563,Mwbow,2002JJ00,6.2,2.06,0.0,2.06,15.6,1.23,1.44,1330,0.082,0.011,1.97,14.7,4.9,37.0,2.9,3.43,3168,0.2,0.03,4.7
564,Mwbow,2003JJ00,5.6,1.81,0.0,1.81,14.1,1.14,1.38,1270,0.072,0.01,1.74,13.9,4.5,34.9,2.8,3.43,3168,0.18,0.03,4.3
565,Mwbow,2004JJ00,5.3,1.71,0.0,1.71,13.6,1.12,1.41,1310,0.068,0.011,1.64,12.9,4.1,32.9,2.7,3.43,3168,0.17,0.03,4.0
566,Mwbow,2005JJ00,5.2,1.59,0.0,1.59,12.9,1.08,1.44,1330,0.064,0.011,1.53,12.4,3.8,30.8,2.6,3.43,3168,0.15,0.03,3.7
567,Mwbow,2006JJ00,5.1,1.47,0.0,1.47,12.2,1.03,1.46,1350,0.059,0.011,1.41,11.9,3.4,28.5,2.4,3.42,3168,0.14,0.03,3.3
568,Mwbow,2007JJ00,4.9,1.29,0.0,1.29,11.0,0.96,1.36,1340,0.051,0.011,1.23,11.4,3.0,25.7,2.2,3.19,3123,0.12,0.03,2.9
569,Mwbow,2008JJ00,4.8,1.21,0.0,1.21,10.8,0.89,0.74,1430,0.048,0.012,1.16,10.6,2.6,23.5,2.0,1.62,3122,0.11,0.03,2.5
570,Mwbow,2009JJ00,4.8,1.08,0.0,1.08,9.9,0.81,0.33,1440,0.043,0.012,1.04,10.3,2.3,21.6,1.8,0.71,3119,0.09,0.03,2.2
571,Mwbow,2010JJ00,4.3,0.8,0.0,0.8,7.4,0.65,0.12,1230,0.032,0.01,0.77,11.1,2.1,19.1,1.7,0.3,3150,0.08,0.03,2.0
572,Mwbow,2011JJ00,4.2,0.79,0.0,0.79,7.8,0.66,0.01,1290,0.031,0.011,0.75,10.2,1.9,18.9,1.6,0.02,3130,0.08,0.03,1.8
573,Mwbow,2012JJ00,4.0,0.66,0.0,0.66,6.9,0.61,0.01,1240,0.026,0.01,0.63,10.1,1.7,17.4,1.5,0.02,3122,0.07,0.03,1.6
574,Mwbow,2013JJ00,3.8,0.57,0.0,0.57,6.3,0.56,0.01,1180,0.023,0.01,0.55,10.0,1.5,16.6,1.5,0.02,3117,0.06,0.03,1.4
575,Mwbow,2014JJ00,3.6,0.57,0.0,0.57,6.8,0.55,0.01,1250,0.023,0.01,0.55,9.1,1.4,17.0,1.4,0.02,3114,0.06,0.03,1.4
576,Mwbow,2015JJ00,3.4,0.52,0.0,0.52,6.6,0.5,0.01,1240,0.021,0.01,0.5,8.7,1.3,16.6,1.3,0.02,3117,0.05,0.03,1.3
577,Mwbow,2016JJ00,3.3,0.5,0.0,0.5,6.4,0.46,0.01,1260,0.02,0.01,0.48,8.2,1.2,15.8,1.1,0.02,3122,0.05,0.03,1.2
578,Mwbow,2017JJ00,3.2,0.49,0.0,0.49,6.5,0.43,0.01,1330,0.02,0.011,0.47,7.6,1.2,15.2,1.0,0.02,3122,0.05,0.03,1.1
579,Mwbow,2018JJ00,3.2,0.49,0.0,0.49,6.5,0.43,0.01,1330,0.02,0.011,0.47,7.6,1.2,15.2,1.0,0.02,3122,0.05,0.03,1.1
580,Mvovg,1990JJ00,24.5,2.15,0.0,2.15,5.9,0.5,0.33,530,0.086,0.003,2.06,174.3,15.3,41.9,3.6,2.35,3778,0.61,0.02,14.7
581,Mvovg,1991JJ00,29.9,2.54,0.0,2.54,6.6,0.55,0.37,600,0.102,0.003,2.44,185.6,15.8,41.1,3.4,2.27,3726,0.63,0.02,15.2
582,Mvovg,1992JJ00,33.9,2.81,0.0,2.81,7.4,0.58,0.4,660,0.112,0.003,2.7,187.4,15.6,41.1,3.2,2.2,3652,0.62,0.02,14.9
583,Mvovg,1993JJ00,37.4,3.04,0.0,3.04,8.1,0.59,0.42,720,0.121,0.004,2.91,190.4,15.5,41.2,3.0,2.12,3670,0.62,0.02,14.9
584,Mvovg,1994JJ00,40.2,3.19,0.0,3.19,8.7,0.59,0.42,760,0.128,0.004,3.07,191.6,15.2,41.4,2.8,2.01,3621,0.61,0.02,14.6
585,Mvovg,1995JJ00,42.8,3.36,0.0,3.36,9.4,0.63,0.45,820,0.134,0.004,3.22,187.5,14.7,41.4,2.8,1.97,3596,0.59,0.02,14.1
586,Mvovg,1996JJ00,44.2,3.41,0.0,3.41,9.8,0.62,0.46,850,0.137,0.004,3.28,188.0,14.5,41.5,2.7,1.95,3614,0.58,0.02,13.9
587,Mvovg,1997JJ00,45.2,3.45,0.0,3.45,10.1,0.62,0.47,870,0.138,0.004,3.31,186.5,14.2,41.7,2.6,1.95,3593,0.57,0.02,13.7
588,Mvovg,1998JJ00,45.8,3.47,0.0,3.47,10.4,0.62,0.49,890,0.139,0.005,3.33,184.7,14.0,41.8,2.5,1.96,3592,0.56,0.02,13.4
589,Mvovg,1999JJ00,46.0,3.48,0.0,3.48,10.6,0.61,0.49,910,0.139,0.005,3.34,182.4,13.8,41.8,2.4,1.96,3609,0.55,0.02,13.2
590,Mvovg,2000JJ00,45.9,3.44,0.0,3.44,10.5,0.6,0.5,910,0.138,0.005,3.3,181.1,13.6,41.3,2.4,1.96,3589,0.54,0.02,13.0
591,Mvovg,2001JJ00,45.8,3.39,0.0,3.39,10.3,0.59,0.5,910,0.136,0.005,3.25,180.1,13.3,40.5,2.3,1.95,3578,0.53,0.02,12.8
592,Mvovg,2002JJ00,45.7,3.34,0.0,3.34,10.2,0.58,0.5,910,0.134,0.005,3.21,178.6,13.1,39.8,2.3,1.97,3556,0.52,0.02,12.5
593,Mvovg,2003JJ00,45.5,3.28,0.0,3.28,9.9,0.57,0.5,900,0.131,0.005,3.15,178.6,12.9,39.0,2.2,1.98,3530,0.51,0.02,12.3
594,Mvovg,2004JJ00,45.4,3.22,0.0,3.22,9.7,0.56,0.51,900,0.129,0.005,3.09,179.0,12.7,38.3,2.2,2.02,3550,0.51,0.02,12.2
595,Mvovg,2005JJ00,45.2,3.16,0.0,3.16,9.5,0.54,0.52,900,0.126,0.005,3.03,177.1,12.4,37.1,2.1,2.05,3525,0.49,0.02,11.9
