ID,DutchEconomy,Periods,TotalCO2_1,CO2ExclBiomass_2,CO2Biomass_3,N2O_4,CH4_5,GreenhouseGasEquivalents_6,NOx_7,SO2_8,NH3_9,AcidificationEquivalents_10,CFK12Equivalents_11,CO_12,NMVOC_13,PM10_14
604,320700 ,1999JJ00,15520.0,15516,3.6,22.6,12.4,27471,17.7,3.9,2.0,0.6,50.0,39.8,14.8,1.9
605,320700 ,2000JJ00,15260.0,15256,4.0,23.1,12.4,24299,15.4,3.1,1.8,0.5,40.0,28.0,13.2,1.6
606,320700 ,2001JJ00,14756.0,14753,3.1,21.1,12.3,21421,14.4,4.2,1.8,0.5,25.9,29.2,11.8,1.2
607,320700 ,2002JJ00,15223.0,15221,2.6,20.3,13.8,21452,14.4,4.1,1.5,0.5,10.6,26.3,10.8,1.6
608,320700 ,2003JJ00,15770.0,15768,2.0,20.5,13.8,22016,15.5,3.5,1.6,0.5,0.0,23.1,10.2,1.1
609,320700 ,2004JJ00,15735.0,15733,2.7,22.4,13.9,22430,15.7,4.3,2.2,0.6,0.0,25.6,10.4,1.4
610,320700 ,2005JJ00,15449.0,15446,2.9,22.5,13.7,22012,15.0,3.9,1.5,0.5,0.0,21.6,8.2,1.4
611,320700 ,2006JJ00,15980.0,15977,2.9,22.4,12.6,22563,14.2,4.0,1.3,0.5,0.0,20.4,8.3,1.3
612,320700 ,2007JJ00,16836.0,16833,3.4,18.0,12.7,22229,13.3,4.3,1.1,0.5,0.0,37.1,9.2,1.1
613,320700 ,2008JJ00,16558.0,16555,3.1,5.8,12.4,18677,13.4,3.4,1.1,0.5,0.0,30.0,8.7,0.9
614,320700 ,2009JJ00,15361.0,15358,3.2,6.1,12.0,17463,11.8,2.2,0.9,0.4,0.0,13.0,6.5,1.4
615,320700 ,2010JJ00,17340.0,17338,2.5,5.1,12.8,19476,12.4,2.1,0.7,0.4,0.0,12.6,6.6,1.4
616,320700 ,2011JJ00,16665.0,16661,4.2,5.1,12.6,18555,12.2,2.4,1.0,0.4,0.0,14.5,7.2,1.3
617,320700 ,2012JJ00,16774.0,16767,6.6,5.2,12.7,18635,11.5,2.1,0.8,0.4,0.0,16.7,9.2,1.4
618,320700 ,2013JJ00,16686.0,16674,11.2,5.2,12.6,18612,10.1,1.6,0.6,0.3,0.0,13.2,7.1,1.5
619,320700 ,2014JJ00,16329.0,16313,15.4,5.4,12.8,18161,9.6,1.8,0.6,0.3,0.0,11.8,6.7,1.4
620,320700 ,2015JJ00,15555.0,15536,19.7,5.4,12.7,17445,9.1,1.6,0.6,0.3,0.0,13.3,5.9,1.2
621,320700 ,2016JJ00,17120.0,17098,22.0,4.7,12.7,18866,9.5,1.5,0.8,0.3,0.0,12.9,5.4,1.3
622,320700 ,2017JJ00,17936.0,17902,34.2,5.0,13.1,19719,9.1,1.7,0.7,0.3,0.0,14.8,5.5,1.5
623,320700 ,2018JJ00,18069.0,18032,36.6,4.6,14.3,19865,9.1,1.7,0.7,0.3,0.0,11.8,5.3,1.3
624,320700 ,2019JJ00,17401.0,17356,44.9,4.6,13.2,19209,8.8,1.5,0.4,0.3,0.0,15.3,5.0,1.1
625,320700 ,2020JJ00,18919.0,18854,65.2,4.1,14.3,20497,9.1,1.5,0.5,0.3,0.0,11.3,5.0,0.9
626,320700 ,2021JJ00,18468.0,18393,75.1,3.4,13.9,19985,8.7,1.5,0.5,0.3,0.0,11.9,5.0,1.0
627,320700 ,2022JJ00,16125.0,16048,77.6,2.2,13.7,17212,7.9,1.2,0.4,0.2,0.0,10.6,4.2,0.8
628,320700 ,2023JJ00,15844.0,15748,96.4,1.6,13.7,16705,7.5,1.0,0.4,0.2,0.0,9.9,3.6,0.8
629,320700 ,2024JJ00,16654.0,16543,111.4,1.7,13.8,17511,7.4,0.9,0.4,0.2,0.0,9.9,3.8,0.8
630,323200 ,1990JJ00,242.0,242,0.0,0.0,0.0,242,0.4,0.1,0.0,0.0,2.4,0.2,1.6,0.0
631,323200 ,1991JJ00,231.0,231,0.0,0.0,0.0,231,0.4,0.2,0.0,0.0,2.0,0.2,1.5,0.0
632,323200 ,1992JJ00,232.0,232,0.0,0.0,0.0,233,0.4,0.2,0.0,0.0,1.6,0.2,1.3,0.0
633,323200 ,1993JJ00,627.0,627,0.2,0.0,0.0,629,0.4,0.3,0.0,0.0,1.2,0.1,1.2,0.0
634,323200 ,1994JJ00,463.0,463,0.1,0.0,0.0,464,0.4,0.3,0.0,0.0,0.8,0.1,1.0,0.0
635,323200 ,1995JJ00,429.0,429,0.2,0.0,0.0,430,0.3,0.1,0.0,0.0,0.3,0.2,0.7,0.0
636,323200 ,1996JJ00,433.0,433,0.2,0.0,0.0,435,0.3,0.1,0.0,0.0,0.3,0.2,0.6,0.0
637,323200 ,1997JJ00,398.0,398,0.2,0.0,0.0,399,0.3,0.1,0.0,0.0,0.2,0.2,0.5,0.0
638,323200 ,1998JJ00,488.0,488,0.3,0.0,0.0,490,0.3,0.1,0.0,0.0,0.1,0.3,0.5,0.0
639,323200 ,1999JJ00,403.0,402,0.3,0.0,0.0,404,0.3,0.1,0.0,0.0,0.0,0.1,0.4,0.0
640,323200 ,2000JJ00,400.0,400,0.3,0.0,0.0,401,0.3,0.0,0.0,0.0,0.0,0.3,0.6,0.0
641,323200 ,2001JJ00,418.0,417,0.3,0.0,0.0,419,0.2,0.1,0.0,0.0,0.0,0.3,0.4,0.0
642,323200 ,2002JJ00,356.0,356,0.2,0.0,0.0,357,0.2,0.1,0.0,0.0,0.0,0.1,0.4,0.0
643,323200 ,2003JJ00,324.0,324,0.1,0.0,0.0,325,0.3,0.1,0.0,0.0,0.0,0.3,0.6,0.2
644,323200 ,2004JJ00,313.0,306,6.9,0.0,0.0,314,0.2,0.0,0.0,0.0,0.0,0.2,0.5,0.0
645,323200 ,2005JJ00,319.0,312,6.9,0.0,0.0,320,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.0
646,323200 ,2006JJ00,323.0,316,7.0,0.0,0.0,324,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.0
647,323200 ,2007JJ00,300.0,292,7.1,0.0,0.0,301,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.0
648,323200 ,2008JJ00,268.0,261,7.1,0.0,0.0,269,0.2,0.0,0.0,0.0,0.0,0.1,0.4,0.0
649,323200 ,2009JJ00,234.0,227,7.1,0.0,0.0,236,0.2,0.0,0.0,0.0,0.0,0.1,0.4,0.0
650,323200 ,2010JJ00,262.0,256,6.4,0.0,0.0,264,0.2,0.0,0.0,0.0,0.0,0.1,0.3,0.0
651,323200 ,2011JJ00,228.0,223,5.3,0.0,0.0,229,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.0
652,323200 ,2012JJ00,223.0,217,6.4,0.0,0.0,224,0.2,0.0,0.0,0.0,0.0,0.1,0.2,0.0
653,323200 ,2013JJ00,210.0,204,6.0,0.0,0.0,211,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.0
654,323200 ,2014JJ00,172.0,166,5.9,0.0,0.0,174,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.0
655,323200 ,2015JJ00,135.0,129,6.4,0.0,0.0,137,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.0
656,323200 ,2016JJ00,126.0,119,6.8,0.0,0.0,127,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.0
657,323200 ,2017JJ00,125.0,120,5.1,0.0,0.0,127,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.0
658,323200 ,2018JJ00,131.0,125,5.7,0.0,0.0,132,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.0
659,323200 ,2019JJ00,122.0,115,7.0,0.0,0.0,124,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0
660,323200 ,2020JJ00,112.0,104,7.8,0.0,0.0,114,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.0
661,323200 ,2021JJ00,136.0,128,8.3,0.0,0.0,138,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.0
662,323200 ,2022JJ00,131.0,122,9.3,0.0,0.0,134,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.0
663,323200 ,2023JJ00,113.0,103,10.0,0.0,0.0,115,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0
664,323200 ,2024JJ00,102.0,93,9.0,0.0,0.0,104,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0
665,323705 ,1990JJ00,3349.0,3348,0.1,0.0,0.3,3361,17.6,10.1,0.6,0.7,854.9,10.9,10.0,3.3
666,323705 ,1991JJ00,3457.0,3457,0.2,0.0,0.3,3470,14.4,7.1,0.6,0.6,683.9,11.2,9.0,3.2
667,323705 ,1992JJ00,3418.0,3417,0.6,0.0,0.4,3431,15.7,7.6,0.6,0.6,512.9,14.2,8.2,3.1
668,323705 ,1993JJ00,3336.0,3335,0.6,0.0,0.4,3349,12.6,5.9,0.7,0.5,342.0,17.1,7.4,2.9
669,323705 ,1994JJ00,3282.0,3282,0.5,0.0,0.4,3297,11.1,5.5,0.6,0.4,171.0,20.0,6.6,2.8
670,323705 ,1995JJ00,2991.0,2990,0.4,0.0,0.5,3006,9.4,4.9,0.6,0.4,0.0,23.4,6.1,2.6
671,323705 ,1996JJ00,2893.0,2892,0.4,0.0,0.5,2910,9.6,4.4,0.5,0.4,0.0,20.0,5.6,2.1
672,323705 ,1997JJ00,2891.0,2890,0.4,0.0,0.6,2909,10.2,3.7,0.5,0.4,0.0,20.8,5.1,1.1
673,323705 ,1998JJ00,2878.0,2877,0.5,0.0,0.6,2898,8.2,3.1,0.2,0.3,0.0,22.5,5.3,0.7
674,323705 ,1999JJ00,2991.0,2990,0.6,0.0,0.6,3011,6.7,3.1,0.4,0.3,0.0,23.2,3.6,1.0
675,323705 ,2000JJ00,2984.0,2983,0.7,0.0,0.7,3005,6.4,2.7,0.5,0.3,0.3,22.7,3.4,1.4
676,323705 ,2001JJ00,2940.0,2939,0.6,0.0,0.5,2957,8.3,3.2,0.5,0.3,0.0,22.5,3.0,1.7
677,323705 ,2002JJ00,2640.0,2640,0.4,0.0,0.4,2654,7.5,3.3,0.5,0.3,0.0,18.9,3.1,2.2
678,323705 ,2003JJ00,2572.0,2572,0.3,0.0,0.4,2586,6.8,1.2,0.5,0.2,0.0,7.5,3.0,1.3
679,323705 ,2004JJ00,2603.0,2603,0.4,0.0,0.4,2616,6.8,2.7,0.4,0.3,0.0,6.1,3.0,1.4
680,323705 ,2005JJ00,2572.0,2572,0.5,0.0,0.4,2586,6.9,2.5,0.4,0.3,0.0,6.3,3.2,1.4
681,323705 ,2006JJ00,2552.0,2551,0.7,0.0,0.4,2565,6.8,3.1,0.4,0.3,0.0,6.3,3.3,1.4
682,323705 ,2007JJ00,2615.0,2613,2.1,0.0,0.4,2628,6.7,3.0,0.4,0.3,0.0,4.8,3.3,1.4
683,323705 ,2008JJ00,2579.0,2577,1.9,0.0,0.4,2593,6.9,3.0,0.5,0.3,0.0,5.1,2.9,1.4
684,323705 ,2009JJ00,2387.0,2384,2.3,0.0,0.3,2399,6.7,2.8,0.5,0.3,0.0,8.7,2.8,1.4
685,323705 ,2010JJ00,2388.0,2387,1.4,0.0,0.3,2400,6.2,3.0,0.4,0.2,0.0,8.6,3.0,1.4
686,323705 ,2011JJ00,2207.0,2205,2.0,0.0,0.3,2218,6.1,3.0,0.4,0.2,0.0,8.3,2.7,1.4
687,323705 ,2012JJ00,2031.0,2028,2.2,0.0,0.3,2042,5.3,2.8,0.4,0.2,0.0,7.4,2.3,1.3
688,323705 ,2013JJ00,1870.0,1867,2.7,0.0,0.3,1880,4.7,2.5,0.3,0.2,0.0,6.8,4.5,1.3
689,323705 ,2014JJ00,1898.0,1895,3.5,0.0,0.3,1909,4.7,2.6,0.3,0.2,0.0,6.8,2.3,1.3
690,323705 ,2015JJ00,2127.0,2123,4.2,0.0,0.2,2137,4.6,2.6,0.3,0.2,0.0,7.6,2.3,1.3
691,323705 ,2016JJ00,2183.0,2179,4.0,0.0,0.2,2192,4.5,2.5,0.3,0.2,0.0,7.3,2.4,1.3
692,323705 ,2017JJ00,2246.0,2241,4.9,0.0,0.2,2255,4.4,2.3,0.3,0.2,0.0,7.4,2.4,1.4
693,323705 ,2018JJ00,2214.0,2208,6.4,0.0,0.2,2223,4.2,2.4,0.4,0.2,0.0,7.8,2.4,1.5
694,323705 ,2019JJ00,1833.0,1825,8.1,0.0,0.2,1843,3.7,2.4,0.4,0.2,0.0,7.1,2.4,1.5
695,323705 ,2020JJ00,1727.0,1717,9.7,0.0,0.2,1736,3.5,2.4,0.3,0.2,0.0,7.9,2.4,1.6
696,323705 ,2021JJ00,1784.0,1772,11.7,0.0,0.2,1793,3.7,2.6,0.4,0.2,0.0,7.5,2.5,1.7
697,323705 ,2022JJ00,1716.0,1701,14.6,0.0,0.2,1725,3.4,2.5,0.4,0.2,0.0,7.2,2.3,1.8
698,323705 ,2023JJ00,1499.0,1483,15.8,0.0,0.2,1507,3.2,2.0,0.2,0.1,0.0,6.4,2.1,1.5
699,323705 ,2024JJ00,1353.0,1335,17.6,0.0,0.2,1360,2.9,1.9,0.2,0.1,0.0,6.1,2.1,1.4
700,323700 ,1990JJ00,286.0,286,0.0,0.0,0.0,287,0.7,0.1,0.0,0.0,854.9,2.0,8.1,0.1
701,323700 ,1991JJ00,256.0,256,0.0,0.0,0.0,257,0.5,0.1,0.0,0.0,683.9,1.3,7.4,0.1
702,323700 ,1992JJ00,252.0,252,0.0,0.0,0.0,253,0.6,0.1,0.0,0.0,512.9,1.4,6.8,0.1
703,323700 ,1993JJ00,285.0,285,0.1,0.0,0.0,286,0.8,0.1,0.0,0.0,342.0,1.6,6.1,0.1
704,323700 ,1994JJ00,263.0,263,0.0,0.0,0.0,264,0.9,0.1,0.0,0.0,171.0,1.7,5.5,0.1
705,323700 ,1995JJ00,291.0,291,0.1,0.0,0.0,293,0.8,0.1,0.0,0.0,0.0,1.9,5.0,0.1
706,323700 ,1996JJ00,298.0,298,0.1,0.0,0.0,299,0.8,0.1,0.0,0.0,0.0,1.5,4.6,0.0
707,323700 ,1997JJ00,257.0,257,0.1,0.0,0.0,258,0.5,0.0,0.0,0.0,0.0,1.6,4.1,0.0
708,323700 ,1998JJ00,269.0,268,0.1,0.0,0.0,270,0.6,0.0,0.0,0.0,0.0,1.9,4.4,0.0
709,323700 ,1999JJ00,264.0,264,0.1,0.0,0.0,265,0.7,0.0,0.0,0.0,0.0,1.5,2.8,0.0
710,323700 ,2000JJ00,279.0,279,0.1,0.0,0.0,280,0.6,0.0,0.0,0.0,0.0,1.7,2.6,0.1
711,323700 ,2001JJ00,280.0,280,0.1,0.0,0.0,282,0.7,0.0,0.0,0.0,0.0,1.7,2.2,0.1
712,323700 ,2002JJ00,263.0,263,0.1,0.0,0.0,264,0.6,0.0,0.0,0.0,0.0,1.7,2.1,0.1
713,323700 ,2003JJ00,261.0,261,0.0,0.0,0.0,262,0.6,0.0,0.0,0.0,0.0,1.6,2.3,0.1
714,323700 ,2004JJ00,267.0,267,0.1,0.0,0.0,268,0.6,0.0,0.0,0.0,0.0,1.5,2.3,0.1
715,323700 ,2005JJ00,269.0,269,0.1,0.0,0.0,271,0.5,0.0,0.0,0.0,0.0,1.5,2.6,0.1
716,323700 ,2006JJ00,287.0,287,0.2,0.0,0.0,289,1.0,0.0,0.0,0.0,0.0,1.8,2.6,0.1
717,323700 ,2007JJ00,259.0,258,0.9,0.0,0.0,260,0.5,0.0,0.0,0.0,0.0,1.0,2.6,0.1
718,323700 ,2008JJ00,268.0,267,0.8,0.0,0.0,270,0.5,0.0,0.0,0.0,0.0,1.2,2.2,0.1
719,323700 ,2009JJ00,250.0,249,1.1,0.0,0.0,252,0.5,0.0,0.0,0.0,0.0,1.5,1.9,0.1
720,323700 ,2010JJ00,277.0,276,0.6,0.0,0.0,279,0.4,0.0,0.0,0.0,0.0,1.6,2.0,0.0
721,323700 ,2011JJ00,254.0,253,0.9,0.0,0.0,256,0.4,0.0,0.0,0.0,0.0,1.4,1.8,0.0
722,323700 ,2012JJ00,250.0,249,1.0,0.0,0.0,252,0.4,0.0,0.0,0.0,0.0,1.4,1.8,0.0
723,323700 ,2013JJ00,271.0,270,1.1,0.0,0.0,273,0.4,0.0,0.0,0.0,0.0,1.5,4.1,0.0
724,323700 ,2014JJ00,262.0,260,1.3,0.0,0.0,264,0.4,0.0,0.0,0.0,0.0,1.5,1.8,0.0
725,323700 ,2015JJ00,299.0,298,1.3,0.0,0.0,302,0.4,0.0,0.0,0.0,0.0,1.5,1.9,0.0
726,323700 ,2016JJ00,312.0,311,1.2,0.0,0.0,315,0.4,0.0,0.0,0.0,0.0,1.5,2.0,0.0
727,323700 ,2017JJ00,321.0,320,1.5,0.0,0.0,324,0.4,0.0,0.0,0.0,0.0,1.5,2.0,0.0
728,323700 ,2018JJ00,326.0,324,2.2,0.0,0.0,329,0.4,0.0,0.0,0.0,0.0,1.5,2.0,0.0
729,323700 ,2019JJ00,290.0,287,2.8,0.0,0.0,292,0.4,0.0,0.0,0.0,0.0,1.4,2.0,0.0
730,323700 ,2020JJ00,274.0,271,2.7,0.0,0.0,276,0.4,0.0,0.0,0.0,0.0,1.5,2.0,0.0
731,323700 ,2021JJ00,302.0,299,3.3,0.0,0.0,305,0.4,0.0,0.0,0.0,0.0,1.3,2.1,0.0
732,323700 ,2022JJ00,285.0,281,4.2,0.0,0.1,288,0.3,0.0,0.0,0.0,0.0,1.3,1.9,0.0
733,323700 ,2023JJ00,246.0,242,4.3,0.0,0.0,248,0.3,0.0,0.0,0.0,0.0,1.2,1.8,0.0
734,323700 ,2024JJ00,227.0,221,5.6,0.0,0.0,229,0.3,0.0,0.0,0.0,0.0,1.1,1.7,0.0
735,324600 ,1990JJ00,3063.0,3063,0.1,0.0,0.3,3074,17.0,10.0,0.6,0.7,0.0,8.9,1.9,3.2
736,324600 ,1991JJ00,3202.0,3201,0.2,0.0,0.3,3213,13.9,7.1,0.6,0.6,0.0,10.0,1.6,3.1
737,324600 ,1992JJ00,3166.0,3165,0.6,0.0,0.3,3178,15.1,7.5,0.6,0.6,0.0,12.8,1.4,2.9
738,324600 ,1993JJ00,3051.0,3050,0.5,0.0,0.3,3063,11.8,5.9,0.7,0.5,0.0,15.6,1.3,2.8
739,324600 ,1994JJ00,3020.0,3019,0.5,0.0,0.4,3034,10.2,5.4,0.6,0.4,0.0,18.3,1.1,2.7
740,324600 ,1995JJ00,2699.0,2699,0.4,0.0,0.4,2714,8.6,4.8,0.6,0.4,0.0,21.5,1.1,2.5
741,324600 ,1996JJ00,2595.0,2595,0.4,0.0,0.5,2611,8.7,4.3,0.5,0.4,0.0,18.5,1.0,2.0
742,324600 ,1997JJ00,2634.0,2633,0.4,0.0,0.5,2651,9.6,3.6,0.5,0.3,0.0,19.3,1.0,1.0
743,324600 ,1998JJ00,2609.0,2609,0.4,0.0,0.6,2628,7.7,3.1,0.2,0.3,0.0,20.6,0.8,0.7
744,324600 ,1999JJ00,2727.0,2726,0.5,0.0,0.6,2746,6.0,3.1,0.4,0.2,0.0,21.7,0.8,1.0
745,324600 ,2000JJ00,2705.0,2704,0.6,0.0,0.6,2725,5.8,2.7,0.5,0.2,0.3,21.0,0.8,1.3
746,324600 ,2001JJ00,2660.0,2659,0.5,0.0,0.5,2676,7.6,3.2,0.5,0.3,0.0,20.8,0.8,1.6
747,324600 ,2002JJ00,2377.0,2377,0.4,0.0,0.4,2390,6.9,3.3,0.5,0.3,0.0,17.2,1.1,2.1
748,324600 ,2003JJ00,2311.0,2311,0.3,0.0,0.4,2324,6.3,1.2,0.4,0.2,0.0,5.8,0.7,1.2
749,324600 ,2004JJ00,2336.0,2336,0.4,0.0,0.4,2348,6.2,2.6,0.4,0.2,0.0,4.6,0.7,1.3
750,324600 ,2005JJ00,2303.0,2303,0.4,0.0,0.4,2315,6.4,2.5,0.4,0.2,0.0,4.7,0.6,1.3
751,324600 ,2006JJ00,2264.0,2264,0.5,0.0,0.4,2276,5.8,3.1,0.4,0.2,0.0,4.5,0.7,1.4
752,324600 ,2007JJ00,2356.0,2355,1.2,0.0,0.4,2368,6.2,3.0,0.4,0.3,0.0,3.7,0.7,1.4
753,324600 ,2008JJ00,2311.0,2310,1.1,0.0,0.3,2323,6.4,2.9,0.5,0.3,0.0,4.0,0.7,1.3
754,324600 ,2009JJ00,2137.0,2136,1.2,0.0,0.3,2148,6.2,2.8,0.5,0.3,0.0,7.3,0.9,1.3
755,324600 ,2010JJ00,2111.0,2110,0.7,0.0,0.3,2121,5.7,3.0,0.4,0.2,0.0,7.0,1.0,1.3
756,324600 ,2011JJ00,1953.0,1951,1.1,0.0,0.3,1962,5.7,3.0,0.4,0.2,0.0,7.0,1.0,1.4
757,324600 ,2012JJ00,1780.0,1779,1.2,0.0,0.3,1790,4.9,2.8,0.4,0.2,0.0,6.0,0.5,1.2
758,324600 ,2013JJ00,1599.0,1597,1.6,0.0,0.3,1607,4.3,2.5,0.3,0.2,0.0,5.4,0.5,1.2
759,324600 ,2014JJ00,1637.0,1634,2.2,0.0,0.3,1645,4.3,2.6,0.3,0.2,0.0,5.3,0.5,1.2
760,324600 ,2015JJ00,1828.0,1825,2.9,0.0,0.2,1835,4.2,2.6,0.3,0.2,0.0,6.0,0.4,1.3
761,324600 ,2016JJ00,1870.0,1867,2.9,0.0,0.2,1877,4.2,2.5,0.3,0.2,0.0,5.8,0.4,1.3
762,324600 ,2017JJ00,1924.0,1921,3.4,0.0,0.2,1931,4.0,2.3,0.3,0.2,0.0,5.9,0.4,1.4
763,324600 ,2018JJ00,1888.0,1884,4.2,0.0,0.2,1895,3.8,2.4,0.4,0.2,0.0,6.3,0.4,1.4
764,324600 ,2019JJ00,1544.0,1539,5.4,0.0,0.2,1551,3.3,2.4,0.4,0.2,0.0,5.7,0.4,1.5
765,324600 ,2020JJ00,1453.0,1446,7.0,0.0,0.2,1460,3.1,2.4,0.3,0.2,0.0,6.4,0.4,1.6
766,324600 ,2021JJ00,1482.0,1473,8.4,0.0,0.2,1488,3.3,2.6,0.4,0.2,0.0,6.1,0.4,1.6
767,324600 ,2022JJ00,1431.0,1420,10.4,0.0,0.2,1437,3.1,2.5,0.4,0.2,0.0,5.9,0.4,1.7
768,324600 ,2023JJ00,1253.0,1242,11.5,0.0,0.1,1259,2.9,2.0,0.2,0.1,0.0,5.3,0.4,1.4
769,324600 ,2024JJ00,1126.0,1114,12.0,0.0,0.1,1131,2.6,1.9,0.2,0.1,0.0,5.0,0.4,1.3
770,328105 ,1990JJ00,8083.0,8083,0.1,0.0,0.5,9053,11.3,17.2,0.3,0.8,578.9,236.9,48.4,12.5
771,328105 ,1991JJ00,8082.0,8082,0.2,0.0,0.5,9040,10.6,15.2,0.3,0.7,463.1,217.2,44.6,11.4
772,328105 ,1992JJ00,7715.0,7714,0.6,0.0,0.5,8808,11.2,12.3,0.2,0.6,347.3,201.6,41.3,10.3
773,328105 ,1993JJ00,8090.0,8090,0.4,0.0,0.5,9281,11.0,12.0,0.2,0.6,231.5,185.9,37.9,9.2
774,328105 ,1994JJ00,9111.0,9110,0.6,0.0,0.5,10538,10.9,12.5,0.1,0.6,115.8,170.1,34.5,8.2
775,328105 ,1995JJ00,8296.0,8296,0.4,0.0,0.5,8924,12.0,12.0,0.1,0.6,0.0,155.8,31.4,7.2
776,328105 ,1996JJ00,8305.0,8305,0.3,0.0,0.5,9201,11.7,10.7,0.0,0.6,0.0,138.5,25.3,5.5
777,328105 ,1997JJ00,8239.0,8239,0.3,0.0,0.5,9194,10.8,10.0,0.1,0.6,0.0,116.7,21.5,4.5
778,328105 ,1998JJ00,7711.0,7710,0.4,0.0,0.5,8720,9.9,8.0,0.1,0.5,0.0,120.5,19.7,4.9
779,328105 ,1999JJ00,7218.0,7217,0.5,0.0,0.4,7794,9.2,7.0,0.1,0.4,0.0,102.0,19.9,4.2
780,328105 ,2000JJ00,6954.0,6953,0.5,0.0,0.4,7478,8.8,7.0,0.0,0.4,0.0,111.9,14.5,3.6
781,328105 ,2001JJ00,7160.0,7160,0.5,0.0,0.4,7655,9.8,6.5,0.0,0.4,0.0,107.8,13.8,3.3
782,328105 ,2002JJ00,7330.0,7329,0.4,0.0,0.4,8043,9.7,6.6,0.0,0.4,0.0,100.9,12.6,3.1
783,328105 ,2003JJ00,7670.0,7669,0.3,0.0,0.4,7893,9.7,6.5,0.0,0.4,0.0,111.8,10.7,3.1
784,328105 ,2004JJ00,7809.0,7809,0.4,0.0,0.4,7928,9.9,7.4,0.0,0.5,0.0,129.7,9.7,3.1
785,328105 ,2005JJ00,7798.0,7798,0.4,0.0,0.4,7916,9.5,7.8,0.1,0.5,0.0,120.3,10.1,2.7
786,328105 ,2006JJ00,7583.0,7582,0.8,0.0,0.4,7697,8.9,7.0,0.1,0.4,0.0,129.7,9.4,2.7
787,328105 ,2007JJ00,7804.0,7800,3.4,0.0,0.4,7938,8.9,7.4,0.0,0.4,0.0,120.1,9.9,2.8
788,328105 ,2008JJ00,7793.0,7789,3.1,0.0,0.4,7901,8.5,7.1,0.0,0.4,0.0,125.2,9.1,2.5
789,328105 ,2009JJ00,6628.0,6624,4.0,0.0,0.4,6734,6.6,4.0,0.0,0.3,0.0,77.6,8.2,2.1
790,328105 ,2010JJ00,7461.0,7458,2.4,0.0,0.4,7567,8.2,6.1,0.0,0.4,0.0,100.3,13.0,2.3
791,328105 ,2011JJ00,7492.0,7488,3.4,0.0,0.4,7588,7.9,6.4,0.0,0.4,0.0,85.1,11.6,2.3
792,328105 ,2012JJ00,6981.0,6977,3.7,0.0,0.4,7052,7.9,4.4,0.0,0.3,0.0,81.0,11.3,2.0
793,328105 ,2013JJ00,7128.0,7124,4.1,0.0,0.4,7188,7.4,3.4,0.0,0.3,0.0,72.9,10.0,1.8
794,328105 ,2014JJ00,6675.0,6670,5.5,0.0,0.4,6721,7.0,3.8,0.0,0.3,0.0,73.2,9.3,1.8
795,328105 ,2015JJ00,7094.0,7089,5.4,0.0,0.4,7145,7.6,3.7,0.0,0.3,0.0,76.7,9.5,1.8
796,328105 ,2016JJ00,7145.0,7141,4.7,0.0,0.4,7210,7.5,3.6,0.0,0.3,0.0,74.0,8.0,1.9
797,328105 ,2017JJ00,7836.0,7830,6.1,0.0,0.4,7880,7.3,3.9,0.0,0.3,0.0,67.9,9.2,1.8
798,328105 ,2018JJ00,7527.0,7518,8.7,0.0,0.4,7597,7.4,3.9,0.0,0.3,0.0,71.9,9.2,1.8
799,328105 ,2019JJ00,7320.0,7308,11.5,0.0,0.4,7376,7.6,4.5,0.0,0.3,0.0,72.1,9.2,1.9
800,328105 ,2020JJ00,6701.0,6689,12.0,0.0,0.4,6741,6.6,4.2,0.0,0.3,0.0,66.1,9.1,1.7
801,328105 ,2021JJ00,6989.0,6974,15.2,0.0,0.4,7034,6.6,3.6,0.0,0.3,0.0,60.5,8.9,1.7
802,328105 ,2022JJ00,6649.0,6633,15.8,0.0,0.4,6687,6.3,3.2,0.0,0.2,0.0,65.0,9.3,1.6
803,328105 ,2023JJ00,5247.0,5231,16.1,0.0,0.4,5278,5.5,3.1,0.0,0.2,0.0,53.7,8.0,1.4
804,328105 ,2024JJ00,6567.0,6546,21.8,0.0,0.4,6599,6.2,3.0,0.0,0.2,0.0,54.0,7.9,1.4
805,328100 ,1990JJ00,7592.0,7592,0.1,0.0,0.4,8559,8.2,14.6,0.1,0.6,37.3,226.4,5.4,10.5
806,328100 ,1991JJ00,7634.0,7634,0.1,0.0,0.4,8589,8.7,14.1,0.1,0.6,29.8,210.7,5.1,9.7
