ID,Kenmerken,Marges,Perioden,ScoreGeluk_1,Ongelukkig_2,NietGelukkigNietOngelukkig_3,Gelukkig_4,ScoreTevredenheidMetHetLeven_5,Ontevreden_6,NietTevredenNietOntevreden_7,Tevreden_8,ScoreTevredenheidMetLichGezondheid_9,Ontevreden_10,NietTevredenNietOntevreden_11,Tevreden_12,ScoreTevredenheidPsychischeGezondheid_13,Ontevreden_14,NietTevredenNietOntevreden_15,Tevreden_16,ScoreTevredenheidMetGewicht_17,Ontevreden_18,NietTevredenNietOntevreden_19,Tevreden_20
436,A027875,MW00000,2017JJ00,7.5,4.4,13.3,82.3,7.4,5.8,13.8,80.3,6.6,15.3,23.8,60.9,7.5,7.4,13.9,78.7,6.7,14.1,26.4,59.5
437,A027875,MW00000,2018JJ00,7.5,4.2,11.7,84.2,7.4,3.6,14.0,82.4,6.6,13.6,24.7,61.7,7.5,6.9,14.8,78.2,6.7,14.3,24.7,61.1
438,A027875,MW00000,2019JJ00,7.5,3.7,11.0,85.2,7.5,3.5,12.7,83.8,6.5,14.4,26.3,59.3,7.5,6.9,14.1,79.0,6.7,13.9,24.5,61.6
439,A027875,MW00000,2020JJ00,7.5,3.8,14.2,82.1,7.4,4.0,17.1,78.9,6.5,14.1,25.1,60.8,7.5,7.4,15.0,77.6,6.7,13.9,26.0,60.1
440,A027875,MW00000,2021JJ00,7.5,4.1,13.3,82.6,7.4,4.0,16.3,79.7,6.5,14.4,28.1,57.5,7.4,7.7,16.4,76.0,6.7,15.1,24.3,60.7
441,A027875,MW00000,2022JJ00,7.5,3.9,13.7,82.4,7.4,4.2,15.0,80.8,6.9,10.7,23.2,66.0,7.4,7.3,15.5,77.2,6.6,14.8,25.3,59.9
442,A027875,MW00000,2023JJ00,7.3,5.3,15.6,79.1,7.2,5.8,17.4,76.8,6.6,14.7,25.6,59.8,7.3,7.8,17.9,74.3,6.5,16.4,24.6,59.0
443,A027875,MW00000,2024JJ00,7.4,6.6,11.3,82.1,7.3,6.1,13.7,80.2,6.6,15.4,23.8,60.9,7.4,8.0,16.6,75.4,6.5,15.9,26.2,57.8
444,A027875,MOG0095,2013JJ00,7.5,2.7,11.9,81.8,7.3,4.3,14.7,77.0,6.6,12.3,21.9,60.9,7.6,5.3,11.1,79.8,6.6,12.9,22.4,59.6
445,A027875,MOG0095,2014JJ00,7.5,2.8,11.7,82.0,7.3,3.6,13.7,78.9,6.6,12.1,23.2,60.0,7.6,4.5,12.0,79.7,6.6,12.8,23.5,58.8
446,A027875,MOG0095,2015JJ00,7.5,3.2,11.5,81.9,7.3,4.8,13.4,78.1,6.5,14.0,22.6,58.6,7.5,6.4,12.1,77.7,6.6,14.2,21.0,60.0
447,A027875,MOG0095,2016JJ00,7.5,2.7,10.2,83.7,7.4,3.2,13.0,80.1,6.5,12.7,23.2,59.3,7.5,5.0,12.0,79.1,6.6,13.0,22.3,59.8
448,A027875,MOG0095,2017JJ00,7.5,3.6,12.0,80.7,7.3,4.9,12.5,78.6,6.5,13.9,22.2,59.0,7.4,6.4,12.6,77.0,6.6,12.8,24.7,57.5
449,A027875,MOG0095,2018JJ00,7.4,3.4,10.4,82.6,7.4,2.9,12.6,80.8,6.5,12.3,23.1,59.7,7.4,5.9,13.5,76.6,6.6,12.9,23.0,59.1
450,A027875,MOG0095,2019JJ00,7.5,3.0,9.8,83.7,7.4,2.7,11.4,82.2,6.5,13.0,24.6,57.3,7.4,5.9,12.8,77.3,6.6,12.6,22.8,59.6
451,A027875,MOG0095,2020JJ00,7.4,3.0,12.7,80.4,7.3,3.3,15.5,77.0,6.5,12.8,23.4,58.7,7.4,6.3,13.5,75.8,6.6,12.5,24.3,58.0
452,A027875,MOG0095,2021JJ00,7.4,3.2,11.8,80.7,7.3,3.1,14.7,77.7,6.4,12.9,26.2,55.3,7.3,6.5,14.8,74.0,6.6,13.5,22.4,58.4
453,A027875,MOG0095,2022JJ00,7.4,3.3,12.5,81.0,7.3,3.6,13.8,79.4,6.8,9.7,21.8,64.4,7.3,6.5,14.2,75.7,6.6,13.6,23.8,58.2
454,A027875,MOG0095,2023JJ00,7.2,4.0,13.3,76.3,7.1,4.4,15.0,73.8,6.4,12.5,22.8,56.5,7.2,6.2,15.5,71.3,6.4,14.0,21.8,55.7
455,A027875,MOG0095,2024JJ00,7.3,5.0,9.2,79.2,7.2,4.5,11.4,77.2,6.5,13.0,20.9,57.4,7.2,6.2,14.1,72.2,6.4,13.5,23.2,54.3
456,A027875,MBG0095,2013JJ00,7.6,4.2,14.7,84.9,7.4,6.2,17.7,80.4,6.8,15.1,25.3,64.7,7.7,7.3,13.7,83.0,6.8,15.8,25.8,63.5
457,A027875,MBG0095,2014JJ00,7.6,4.3,14.4,84.9,7.5,5.3,16.6,82.1,6.8,14.7,26.5,63.7,7.7,6.4,14.7,82.8,6.8,15.5,26.9,62.6
458,A027875,MBG0095,2015JJ00,7.6,4.7,14.1,84.8,7.4,6.6,16.1,81.2,6.6,16.8,25.8,62.3,7.6,8.5,14.7,80.8,6.8,16.9,24.2,63.7
459,A027875,MBG0095,2016JJ00,7.6,4.2,12.7,86.5,7.5,4.8,15.8,83.2,6.7,15.5,26.5,63.0,7.7,7.0,14.7,82.3,6.8,15.8,25.7,63.6
460,A027875,MBG0095,2017JJ00,7.6,5.3,14.8,83.8,7.5,6.9,15.3,81.9,6.6,16.8,25.5,62.8,7.6,8.6,15.4,80.3,6.7,15.6,28.2,61.4
461,A027875,MBG0095,2018JJ00,7.5,5.1,13.0,85.6,7.5,4.5,15.4,83.9,6.7,15.0,26.4,63.5,7.6,8.0,16.3,79.8,6.8,15.7,26.4,63.0
462,A027875,MBG0095,2019JJ00,7.6,4.7,12.4,86.7,7.6,4.4,14.2,85.3,6.6,15.8,28.1,61.2,7.6,8.0,15.6,80.6,6.8,15.4,26.2,63.5
463,A027875,MBG0095,2020JJ00,7.5,4.6,15.8,83.7,7.4,4.9,18.8,80.6,6.6,15.6,26.9,62.7,7.5,8.6,16.6,79.3,6.8,15.4,27.9,62.1
464,A027875,MBG0095,2021JJ00,7.5,5.1,15.0,84.3,7.5,5.1,18.1,81.4,6.6,16.0,30.1,59.7,7.5,9.0,18.1,77.8,6.8,16.8,26.3,62.9
465,A027875,MBG0095,2022JJ00,7.5,4.7,14.9,83.7,7.4,5.0,16.3,82.1,6.9,11.8,24.7,67.6,7.5,8.3,16.8,78.6,6.7,16.1,26.8,61.6
466,A027875,MBG0095,2023JJ00,7.4,7.0,18.2,81.7,7.3,7.6,20.1,79.5,6.7,17.0,28.5,62.9,7.4,9.8,20.6,77.1,6.7,19.1,27.6,62.3
467,A027875,MBG0095,2024JJ00,7.5,8.7,13.8,84.8,7.4,8.1,16.4,83.0,6.8,18.1,26.9,64.3,7.5,10.2,19.4,78.4,6.7,18.7,29.5,61.4
468,A027876,MW00000,2013JJ00,7.8,1.8,8.5,89.6,7.6,2.6,11.9,85.5,7.1,9.3,19.0,71.7,7.9,4.0,9.7,86.3,6.9,12.0,23.0,65.0
469,A027876,MW00000,2014JJ00,7.8,1.8,8.8,89.4,7.6,2.6,10.8,86.6,7.1,8.8,18.8,72.4,7.8,3.8,9.9,86.4,6.9,11.4,23.7,64.9
470,A027876,MW00000,2015JJ00,7.7,2.4,9.2,88.4,7.6,3.4,11.5,85.2,7.0,10.2,19.7,70.1,7.8,4.7,10.5,84.8,6.9,12.5,22.3,65.2
471,A027876,MW00000,2016JJ00,7.8,2.3,8.2,89.5,7.6,2.5,10.9,86.6,7.1,9.0,20.0,71.0,7.8,3.9,10.1,86.0,6.9,11.7,23.7,64.6
472,A027876,MW00000,2017JJ00,7.8,2.4,8.6,89.0,7.7,2.9,9.9,87.2,7.0,10.3,18.9,70.8,7.8,4.3,11.1,84.6,6.8,12.6,23.4,63.9
473,A027876,MW00000,2018JJ00,7.7,2.4,8.7,88.9,7.7,2.2,10.8,86.9,7.0,9.6,19.8,70.6,7.7,4.9,11.5,83.6,6.9,11.7,22.8,65.4
474,A027876,MW00000,2019JJ00,7.8,2.0,7.5,90.4,7.7,2.0,9.3,88.8,7.1,9.0,19.6,71.4,7.8,4.7,10.6,84.7,6.9,10.9,22.7,66.4
475,A027876,MW00000,2020JJ00,7.7,2.3,9.4,88.4,7.7,2.2,11.3,86.5,7.0,9.1,20.1,70.9,7.7,5.3,12.0,82.7,6.9,11.6,23.1,65.3
476,A027876,MW00000,2021JJ00,7.7,2.9,9.4,87.8,7.6,2.9,12.0,85.1,7.0,9.2,20.6,70.2,7.6,5.9,13.3,80.8,7.0,11.8,21.0,67.2
477,A027876,MW00000,2022JJ00,7.7,2.2,10.0,87.7,7.6,2.5,12.4,85.0,7.3,7.1,18.1,74.8,7.6,4.8,13.7,81.5,6.8,13.0,23.3,63.8
478,A027876,MW00000,2023JJ00,7.7,1.7,9.9,88.4,7.6,2.3,11.6,86.1,7.2,6.8,19.1,74.1,7.6,4.4,13.7,81.8,6.9,12.5,23.3,64.2
479,A027876,MW00000,2024JJ00,7.7,1.9,9.1,89.0,7.7,2.1,10.9,86.9,7.2,7.5,18.4,74.2,7.7,4.4,12.9,82.7,6.8,14.0,23.1,62.8
480,A027876,MOG0095,2013JJ00,7.7,1.5,7.8,88.7,7.6,2.2,11.0,84.5,7.1,8.5,17.9,70.5,7.8,3.5,8.9,85.3,6.8,11.1,21.8,63.7
481,A027876,MOG0095,2014JJ00,7.7,1.5,8.0,88.5,7.6,2.2,10.0,85.6,7.1,8.1,17.8,71.2,7.8,3.3,9.1,85.4,6.9,10.5,22.6,63.6
482,A027876,MOG0095,2015JJ00,7.7,2.0,8.4,87.5,7.6,2.9,10.6,84.2,7.0,9.4,18.7,68.9,7.8,4.1,9.7,83.8,6.8,11.6,21.2,63.9
483,A027876,MOG0095,2016JJ00,7.7,1.9,7.4,88.7,7.6,2.1,10.1,85.6,7.0,8.3,19.0,69.7,7.8,3.4,9.3,85.0,6.8,10.9,22.5,63.3
484,A027876,MOG0095,2017JJ00,7.7,2.0,7.9,88.1,7.6,2.5,9.1,86.2,6.9,9.5,17.9,69.6,7.7,3.8,10.3,83.6,6.8,11.7,22.3,62.7
485,A027876,MOG0095,2018JJ00,7.7,2.0,7.9,88.0,7.6,1.8,10.0,86.0,7.0,8.8,18.8,69.4,7.7,4.3,10.6,82.6,6.9,10.9,21.8,64.2
486,A027876,MOG0095,2019JJ00,7.7,1.7,6.8,89.6,7.7,1.6,8.5,87.9,7.0,8.2,18.6,70.2,7.7,4.1,9.8,83.7,6.9,10.1,21.6,65.1
487,A027876,MOG0095,2020JJ00,7.7,1.9,8.6,87.4,7.6,1.8,10.4,85.5,7.0,8.3,19.0,69.7,7.6,4.7,11.1,81.7,6.9,10.8,22.0,64.0
488,A027876,MOG0095,2021JJ00,7.6,2.4,8.6,86.8,7.6,2.4,11.1,84.0,7.0,8.4,19.5,68.9,7.5,5.2,12.4,79.6,6.9,10.9,19.9,65.8
489,A027876,MOG0095,2022JJ00,7.6,1.9,9.3,86.9,7.5,2.1,11.6,84.1,7.2,6.5,17.1,73.7,7.6,4.2,12.9,80.5,6.8,12.1,22.2,62.5
490,A027876,MOG0095,2023JJ00,7.7,1.4,9.2,87.5,7.6,1.9,10.8,85.2,7.2,6.2,18.1,73.0,7.6,3.9,12.9,80.8,6.8,11.6,22.2,63.0
491,A027876,MOG0095,2024JJ00,7.7,1.5,8.4,88.1,7.6,1.8,10.1,86.0,7.2,6.8,17.4,73.0,7.6,3.9,12.1,81.6,6.7,13.2,22.1,61.5
492,A027876,MBG0095,2013JJ00,7.8,2.3,9.4,90.5,7.7,3.1,12.8,86.5,7.2,10.1,20.1,73.0,7.9,4.6,10.5,87.3,7.0,13.0,24.1,66.3
493,A027876,MBG0095,2014JJ00,7.8,2.2,9.6,90.2,7.7,3.1,11.7,87.5,7.2,9.6,19.9,73.6,7.9,4.3,10.7,87.3,7.0,12.3,24.9,66.2
494,A027876,MBG0095,2015JJ00,7.8,2.8,10.0,89.3,7.6,3.9,12.4,86.1,7.1,11.0,20.8,71.3,7.9,5.3,11.4,85.7,6.9,13.4,23.4,66.5
495,A027876,MBG0095,2016JJ00,7.8,2.8,9.0,90.4,7.7,3.0,11.8,87.5,7.1,9.8,21.1,72.2,7.9,4.5,10.9,86.9,6.9,12.6,24.8,65.9
496,A027876,MBG0095,2017JJ00,7.8,2.8,9.5,89.8,7.7,3.4,10.7,88.1,7.0,11.1,20.0,72.0,7.8,4.9,12.0,85.5,6.9,13.5,24.6,65.2
497,A027876,MBG0095,2018JJ00,7.7,2.9,9.5,89.7,7.7,2.7,11.7,87.8,7.1,10.4,20.9,71.8,7.8,5.5,12.3,84.6,7.0,12.6,24.0,66.7
498,A027876,MBG0095,2019JJ00,7.8,2.5,8.3,91.2,7.7,2.4,10.1,89.6,7.1,9.7,20.7,72.6,7.8,5.3,11.4,85.7,7.0,11.8,23.9,67.7
499,A027876,MBG0095,2020JJ00,7.7,2.7,10.2,89.2,7.7,2.7,12.2,87.5,7.1,9.8,21.1,72.1,7.7,5.9,12.9,83.7,7.0,12.5,24.3,66.5
500,A027876,MBG0095,2021JJ00,7.7,3.4,10.3,88.7,7.6,3.5,13.0,86.1,7.1,10.0,21.7,71.5,7.6,6.6,14.3,81.9,7.0,12.8,22.2,68.5
501,A027876,MBG0095,2022JJ00,7.7,2.7,10.8,88.6,7.6,3.0,13.3,85.9,7.3,7.8,19.1,75.9,7.7,5.4,14.6,82.5,6.9,13.8,24.4,65.0
502,A027876,MBG0095,2023JJ00,7.7,2.1,10.8,89.2,7.6,2.8,12.5,87.0,7.3,7.5,20.1,75.2,7.7,5.0,14.7,82.8,6.9,13.4,24.4,65.5
503,A027876,MBG0095,2024JJ00,7.8,2.3,9.9,89.8,7.7,2.6,11.8,87.8,7.3,8.2,19.4,75.3,7.7,5.0,13.8,83.7,6.8,15.0,24.3,64.1
504,A027877,MW00000,2013JJ00,7.4,4.9,14.9,80.3,7.3,6.3,16.6,77.1,6.9,10.9,22.9,66.2,7.7,7.0,12.8,80.2,7.1,11.6,21.0,67.4
505,A027877,MW00000,2014JJ00,7.5,4.0,12.6,83.4,7.3,5.5,16.4,78.1,6.9,11.2,20.8,68.0,7.7,6.3,13.2,80.5,7.0,12.9,21.1,65.9
506,A027877,MW00000,2015JJ00,7.5,4.2,12.2,83.6,7.3,5.9,14.8,79.3,6.8,13.6,20.6,65.8,7.6,6.7,13.7,79.6,7.0,13.4,20.2,66.4
507,A027877,MW00000,2016JJ00,7.5,4.0,12.4,83.6,7.4,5.1,14.4,80.5,6.7,13.5,22.9,63.6,7.6,6.6,13.6,79.7,6.9,13.8,19.8,66.4
508,A027877,MW00000,2017JJ00,7.5,4.8,15.1,80.1,7.3,6.3,16.2,77.5,6.8,12.5,22.9,64.6,7.5,8.3,15.9,75.8,7.0,10.8,23.1,66.0
509,A027877,MW00000,2018JJ00,7.4,4.9,13.3,81.8,7.4,3.7,16.6,79.7,6.7,12.3,25.3,62.4,7.4,9.3,16.5,74.1,6.9,13.1,21.0,65.9
510,A027877,MW00000,2019JJ00,7.4,5.5,12.6,81.8,7.4,4.2,15.5,80.3,6.6,13.7,26.3,60.0,7.4,7.8,16.4,75.8,6.9,12.8,21.6,65.5
511,A027877,MW00000,2020JJ00,7.3,5.3,16.5,78.2,7.3,5.7,18.5,75.7,6.7,11.8,24.8,63.4,7.4,7.4,17.5,75.1,6.9,11.1,25.7,63.2
512,A027877,MW00000,2021JJ00,7.3,5.8,15.6,78.6,7.2,5.8,18.4,75.8,6.6,15.8,23.9,60.3,7.2,10.9,15.6,73.5,6.9,12.2,22.5,65.2
513,A027877,MW00000,2022JJ00,7.2,6.2,16.7,77.1,7.2,6.5,19.2,74.2,6.8,11.2,23.0,65.8,7.2,10.4,18.4,71.2,6.9,12.7,21.0,66.3
514,A027877,MW00000,2023JJ00,7.2,5.6,17.8,76.6,7.1,6.5,20.1,73.4,6.8,11.8,23.4,64.8,7.3,8.1,18.5,73.4,6.8,15.0,21.2,63.8
515,A027877,MW00000,2024JJ00,7.3,5.0,15.5,79.6,7.2,5.8,18.0,76.1,6.9,11.2,24.0,64.8,7.2,10.2,17.8,72.0,6.7,14.7,25.3,60.0
516,A027877,MOG0095,2013JJ00,7.3,3.7,12.9,77.9,7.2,5.0,14.6,74.6,6.8,9.3,20.7,63.5,7.6,5.6,11.0,77.9,6.9,9.9,18.8,64.8
517,A027877,MOG0095,2014JJ00,7.4,3.0,10.8,81.3,7.2,4.3,14.5,75.6,6.8,9.6,18.7,65.4,7.6,5.1,11.4,78.2,6.8,11.2,19.0,63.3
518,A027877,MOG0095,2015JJ00,7.4,3.2,10.5,81.4,7.2,4.7,12.9,77.0,6.7,11.8,18.5,63.2,7.5,5.4,11.9,77.3,6.8,11.6,18.1,63.8
519,A027877,MOG0095,2016JJ00,7.4,3.0,10.6,81.3,7.3,4.0,12.5,78.1,6.6,11.7,20.6,60.8,7.5,5.3,11.8,77.3,6.8,11.9,17.6,63.6
520,A027877,MOG0095,2017JJ00,7.4,3.6,13.0,77.5,7.2,4.9,14.0,74.9,6.7,10.6,20.5,61.6,7.4,6.7,13.8,73.1,6.9,9.1,20.7,63.1
521,A027877,MOG0095,2018JJ00,7.3,3.6,11.2,79.2,7.3,2.6,14.3,77.0,6.6,10.4,22.8,59.4,7.3,7.6,14.3,71.3,6.8,11.1,18.6,62.8
522,A027877,MOG0095,2019JJ00,7.3,4.1,10.5,79.0,7.3,3.0,13.2,77.5,6.5,11.6,23.6,56.8,7.3,6.2,14.1,72.9,6.8,10.8,19.1,62.4
523,A027877,MOG0095,2020JJ00,7.2,3.9,14.0,75.1,7.2,4.2,15.9,72.5,6.6,9.8,22.0,60.1,7.3,5.8,14.9,72.0,6.7,9.0,22.8,59.8
524,A027877,MOG0095,2021JJ00,7.2,4.2,12.9,75.2,7.1,4.2,15.7,72.3,6.4,13.2,20.8,56.6,7.1,8.7,13.1,69.9,6.8,9.9,19.5,61.5
525,A027877,MOG0095,2022JJ00,7.1,4.8,14.4,74.2,7.0,5.1,16.8,71.3,6.7,9.4,20.4,62.7,7.1,8.5,16.0,68.2,6.8,10.7,18.5,63.1
526,A027877,MOG0095,2023JJ00,7.1,4.2,15.4,73.6,7.0,5.0,17.5,70.3,6.7,9.9,20.7,61.6,7.1,6.5,16.0,70.4,6.7,12.8,18.6,60.5
527,A027877,MOG0095,2024JJ00,7.2,3.6,13.1,76.6,7.1,4.4,15.5,73.1,6.7,9.2,21.3,61.5,7.1,8.3,15.3,68.9,6.6,12.4,22.5,56.7
528,A027877,MBG0095,2013JJ00,7.5,6.3,17.0,82.5,7.4,7.9,18.9,79.4,7.0,12.8,25.3,68.7,7.8,8.6,14.8,82.4,7.2,13.5,23.3,70.0
529,A027877,MBG0095,2014JJ00,7.6,5.3,14.5,85.4,7.4,7.0,18.6,80.3,7.0,13.1,23.1,70.5,7.8,7.8,15.2,82.7,7.1,14.9,23.5,68.5
530,A027877,MBG0095,2015JJ00,7.6,5.6,14.1,85.6,7.4,7.4,16.8,81.5,6.9,15.5,22.8,68.3,7.7,8.3,15.7,81.7,7.1,15.4,22.4,68.9
531,A027877,MBG0095,2016JJ00,7.6,5.3,14.5,85.7,7.5,6.6,16.6,82.7,6.8,15.6,25.4,66.3,7.7,8.3,15.8,82.0,7.0,16.0,22.2,69.1
532,A027877,MBG0095,2017JJ00,7.6,6.4,17.5,82.4,7.4,8.0,18.5,80.0,7.0,14.7,25.6,67.4,7.6,10.2,18.3,78.4,7.1,12.9,25.8,68.9
533,A027877,MBG0095,2018JJ00,7.5,6.6,15.6,84.2,7.4,5.2,19.1,82.2,6.8,14.5,28.1,65.3,7.5,11.4,19.0,76.8,7.0,15.4,23.7,68.8
534,A027877,MBG0095,2019JJ00,7.5,7.5,15.1,84.4,7.5,5.8,18.1,82.9,6.7,16.1,29.3,63.1,7.5,9.8,19.0,78.5,7.1,15.2,24.4,68.6
535,A027877,MBG0095,2020JJ00,7.4,7.1,19.3,81.0,7.4,7.7,21.5,78.7,6.8,14.2,27.8,66.6,7.5,9.4,20.4,78.0,7.0,13.6,28.8,66.5
536,A027877,MBG0095,2021JJ00,7.4,7.9,18.7,81.7,7.3,8.0,21.6,78.9,6.7,18.9,27.2,63.9,7.4,13.6,18.6,76.7,7.1,15.0,25.9,68.8
537,A027877,MBG0095,2022JJ00,7.3,8.0,19.3,79.7,7.3,8.4,21.9,77.0,6.9,13.4,25.8,68.7,7.3,12.5,21.1,74.1,7.0,15.1,23.8,69.3
538,A027877,MBG0095,2023JJ00,7.3,7.4,20.6,79.3,7.2,8.4,22.9,76.3,6.9,14.1,26.2,67.9,7.4,10.1,21.2,76.3,7.0,17.6,24.0,67.0
539,A027877,MBG0095,2024JJ00,7.4,6.7,18.2,82.2,7.3,7.7,20.8,79.0,7.0,13.5,27.0,67.9,7.4,12.5,20.5,75.0,6.9,17.3,28.4,63.3
540,A027878,MW00000,2013JJ00,7.5,4.2,12.8,82.9,7.3,5.9,16.0,78.1,6.5,17.2,23.3,59.5,7.5,7.8,13.3,79.0,6.8,15.4,21.9,62.7
541,A027878,MW00000,2014JJ00,7.5,4.1,14.6,81.3,7.3,5.5,16.0,78.5,6.5,17.4,22.9,59.7,7.5,7.6,13.5,79.0,6.8,13.1,24.5,62.4
542,A027878,MW00000,2015JJ00,7.4,4.3,15.9,79.8,7.3,6.3,18.4,75.3,6.4,19.1,24.3,56.6,7.5,8.5,14.6,76.9,6.7,15.7,23.1,61.2
543,A027878,MW00000,2016JJ00,7.5,4.6,12.6,82.8,7.4,4.4,17.1,78.5,6.5,17.2,24.2,58.6,7.5,7.7,14.1,78.2,6.9,12.3,22.5,65.2
544,A027878,MW00000,2017JJ00,7.5,5.0,13.8,81.3,7.4,6.7,13.7,79.6,6.4,18.9,23.6,57.5,7.4,8.5,16.5,75.1,6.7,14.8,25.1,60.1
545,A027878,MW00000,2018JJ00,7.5,4.1,13.5,82.4,7.4,3.8,16.1,80.1,6.5,17.1,23.3,59.7,7.4,8.5,14.4,77.1,6.9,13.3,21.3,65.4
546,A027878,MW00000,2019JJ00,7.5,4.6,11.0,84.4,7.5,4.0,13.5,82.6,6.6,14.9,25.9,59.2,7.5,8.1,14.6,77.3,6.9,11.6,22.5,65.9
547,A027878,MW00000,2020JJ00,7.5,5.0,13.2,81.7,7.4,4.4,16.6,79.0,6.6,15.4,25.2,59.5,7.4,8.5,14.7,76.8,6.8,13.1,24.1,62.8
548,A027878,MW00000,2021JJ00,7.4,5.2,13.1,81.7,7.4,5.2,15.9,78.9,6.6,16.0,24.5,59.5,7.4,9.6,14.6,75.9,6.9,13.5,21.2,65.3
549,A027878,MW00000,2022JJ00,7.4,4.5,14.4,81.1,7.4,4.9,16.1,79.1,6.7,14.0,23.0,63.0,7.3,8.6,15.6,75.8,6.7,15.0,22.8,62.2
550,A027878,MW00000,2023JJ00,7.4,3.5,15.2,81.4,7.4,4.3,16.2,79.5,6.7,12.8,25.4,61.7,7.4,7.1,17.5,75.4,6.9,12.5,23.0,64.6
551,A027878,MW00000,2024JJ00,7.5,3.4,14.0,82.6,7.4,4.0,15.1,80.9,6.7,13.2,25.1,61.7,7.4,7.7,16.4,75.9,6.7,13.8,24.6,61.6
552,A027878,MOG0095,2013JJ00,7.4,3.3,11.1,80.8,7.3,4.8,14.1,75.9,6.4,15.4,21.2,56.9,7.4,6.4,11.6,76.7,6.6,13.5,19.8,60.1
553,A027878,MOG0095,2014JJ00,7.4,3.2,12.9,79.3,7.3,4.5,14.2,76.4,6.4,15.6,21.0,57.2,7.4,6.4,11.9,76.9,6.7,11.5,22.4,60.0
554,A027878,MOG0095,2015JJ00,7.4,3.4,14.1,77.8,7.2,5.2,16.5,73.1,6.3,17.3,22.3,54.2,7.4,7.2,13.0,74.7,6.6,14.0,21.1,58.8
555,A027878,MOG0095,2016JJ00,7.4,3.6,11.1,80.8,7.3,3.5,15.3,76.3,6.4,15.4,22.2,56.2,7.4,6.5,12.4,76.1,6.8,10.8,20.5,62.8
556,A027878,MOG0095,2017JJ00,7.4,4.0,12.1,79.2,7.3,5.5,12.1,77.5,6.3,17.0,21.6,55.1,7.3,7.2,14.7,72.9,6.6,13.1,23.0,57.6
557,A027878,MOG0095,2018JJ00,7.4,3.2,11.9,80.4,7.3,2.9,14.3,78.0,6.4,15.3,21.3,57.3,7.3,7.2,12.8,74.9,6.8,11.6,19.4,63.0
558,A027878,MOG0095,2019JJ00,7.5,3.6,9.5,82.4,7.4,3.1,11.8,80.5,6.5,13.2,23.8,56.8,7.4,6.8,12.9,75.1,6.8,10.0,20.5,63.5
559,A027878,MOG0095,2020JJ00,7.4,4.0,11.6,79.7,7.4,3.5,14.8,76.9,6.5,13.7,23.2,57.1,7.3,7.3,13.1,74.7,6.7,11.5,22.0,60.4
560,A027878,MOG0095,2021JJ00,7.3,4.1,11.4,79.4,7.3,4.0,14.1,76.6,6.5,14.2,22.3,56.9,7.3,8.1,12.8,73.5,6.8,11.8,19.1,62.7
561,A027878,MOG0095,2022JJ00,7.4,3.7,12.9,79.2,7.3,4.0,14.5,77.2,6.6,12.6,21.2,60.8,7.3,7.4,14.1,73.8,6.6,13.4,21.0,60.0
562,A027878,MOG0095,2023JJ00,7.4,2.7,13.6,79.5,7.3,3.4,14.6,77.5,6.6,11.4,23.5,59.5,7.3,6.0,15.8,73.4,6.8,11.0,21.1,62.3
563,A027878,MOG0095,2024JJ00,7.5,2.6,12.5,80.8,7.4,3.2,13.6,79.0,6.6,11.8,23.2,59.6,7.3,6.5,14.8,74.0,6.6,12.3,22.7,59.4
564,A027878,MBG0095,2013JJ00,7.6,5.5,14.8,84.9,7.4,7.3,18.0,80.2,6.6,19.3,25.5,62.0,7.6,9.4,15.1,81.0,6.9,17.4,24.2,65.2
565,A027878,MBG0095,2014JJ00,7.6,5.2,16.4,83.2,7.4,6.8,17.9,80.5,6.6,19.3,25.0,62.0,7.6,9.0,15.2,80.9,6.9,14.9,26.6,64.8
566,A027878,MBG0095,2015JJ00,7.5,5.4,17.8,81.8,7.4,7.7,20.4,77.4,6.5,21.1,26.5,58.9,7.6,10.0,16.4,78.9,6.8,17.6,25.3,63.6
567,A027878,MBG0095,2016JJ00,7.6,5.8,14.4,84.6,7.5,5.6,19.1,80.4,6.6,19.1,26.3,61.0,7.6,9.2,15.9,80.2,7.0,14.1,24.6,67.5
568,A027878,MBG0095,2017JJ00,7.6,6.2,15.6,83.1,7.5,8.1,15.5,81.5,6.5,20.9,25.7,59.9,7.5,10.0,18.4,77.2,6.8,16.7,27.4,62.5
569,A027878,MBG0095,2018JJ00,7.5,5.2,15.3,84.3,7.5,4.9,18.0,82.1,6.6,19.0,25.4,62.0,7.5,10.0,16.2,79.1,7.0,15.1,23.5,67.7
570,A027878,MBG0095,2019JJ00,7.6,5.9,12.7,86.2,7.6,5.1,15.3,84.4,6.7,16.7,28.1,61.6,7.6,9.6,16.5,79.3,7.0,13.4,24.7,68.3
571,A027878,MBG0095,2020JJ00,7.6,6.2,15.0,83.6,7.5,5.5,18.6,81.0,6.7,17.1,27.3,61.8,7.5,10.0,16.5,78.7,6.9,14.9,26.2,65.2
572,A027878,MBG0095,2021JJ00,7.5,6.6,15.1,83.7,7.5,6.7,18.0,81.0,6.7,18.0,26.8,62.0,7.5,11.3,16.5,78.0,7.0,15.5,23.5,67.8
573,A027878,MBG0095,2022JJ00,7.5,5.6,16.1,82.8,7.4,6.0,17.8,80.9,6.8,15.6,24.9,65.1,7.4,10.0,17.3,77.6,6.8,16.7,24.8,64.4
574,A027878,MBG0095,2023JJ00,7.5,4.4,16.9,83.1,7.4,5.4,18.0,81.3,6.8,14.4,27.4,63.9,7.4,8.4,19.3,77.3,7.0,14.1,24.9,66.8
