ID,RegioS,Perioden,Mestproductie_1,StikstofuitscheidingN_2,TotaalStikstofverliezenN_3,AmmoniakemissieN_4,OverigeGasvormigeStikstofverliezenN_5,SpuiwaterLuchtwassersN_6,StikstofInOpgeslagenMestEnWeidemest_7,FosfaatuitscheidingP2O5_8,StikstofInDierlijkeMestPerHectare_9,FosfaatInDierlijkeMestPerHectare_10,AangevoerdeMest_11,StikstofInAangevoerdeMestN_12,FosfaatInAangevoerdeMestP2O5_13,AfgevoerdeMest_14,StikstofInAfgevoerdeMestN_15,FosfaatInAfgevoerdeMestP2O5_16,GebruikteMest_17,StikstofInGebruikteMestN_18,FosfaatInGebruikteMestP2O5_19,StikstofInGebruikteMestPerHectare_20,FosfaatInGebruikteMestPerHectare_21,TotaalBemestbareCultuurgrond_22,Grasland_23,Snijmais_24,OverigBouwland_25,PlaatsingsruimteStikstofN_26,PlaatsingsruimteFosfaatP2O5_27,RestPlaatsingsruimteStikstofN_28,RestPlaatsingsruimteFosfaatP2O5_29,BenuttingsgraadStikstof_30,BenuttingsgraadFosfaat_31
926,LG04  ,2020JJ00,16214,99760,13580,9680,1850,2060,86180,30290,295,104,2661,12830,4210,5179,34850,15230,13696,64160,19260,220,66,292042,197325,53348,41369,63320.0,22830,-840.0,3560,101.0,84
927,LG04  ,2021JJ00,16097,96330,13160,9280,1750,2120,83170,29990,285,103,2657,12320,4130,5154,34230,14780,13599,61270,19330,210,66,291745,198386,51866,41493,63370.0,22860,2100.0,3530,97.0,85
928,LG04  ,2022JJ00,16208,96940,13310,9270,1750,2290,83630,31010,288,107,2747,12810,4450,5401,35940,15570,13554,60500,19890,208,68,290826,195223,50673,44931,62560.0,22770,2070.0,2880,97.0,87
929,LG04  ,2023JJ00,16375,95670,12640,8850,1740,2050,83030,29990,285,103,2711,12590,4140,5200,32770,13960,13886,62850,20170,216,69,291079,193735,49576,47768,58310.0,22290,-4540.0,2120,108.0,90
930,LG05  ,1994JJ00,5655,45130,7540,6760,780,0,37590,17040,594,270,627,4390,2130,1987,16160,8240,4295,25820,10930,408,173,63239,49673,11087,2479,,11910,,980,,92
931,LG05  ,1995JJ00,5630,45610,7410,6640,770,0,38200,16350,601,257,600,4180,1890,2017,16610,7840,4213,25780,10410,406,164,63543,49747,11034,2762,,8980,,-1430,,116
932,LG05  ,1996JJ00,5535,44650,7150,6420,730,0,37500,15050,586,235,571,3980,1720,1904,15690,7120,4202,25790,9650,403,151,63987,49890,11012,3085,,8290,,-1360,,116
933,LG05  ,1997JJ00,5589,44580,7420,6670,760,0,37150,15570,593,249,544,3750,1640,1926,15580,7340,4207,25310,9870,404,158,62605,48484,11356,2765,,8100,,-1770,,122
934,LG05  ,1998JJ00,5462,41970,7150,6420,730,0,34810,15850,551,251,452,2260,1300,1803,11510,7300,4111,25570,9840,404,156,63213,48684,11348,3181,34100.0,7370,8540.0,-2470,75.0,134
935,LG05  ,1999JJ00,5170,39190,6520,5850,660,0,32670,15140,530,245,482,3070,1780,1927,13400,8680,3725,22340,8250,362,134,61689,47298,11291,3100,33220.0,7190,10880.0,-1060,67.0,115
936,LG05  ,2000JJ00,5213,37400,6090,5460,640,0,31310,14510,473,219,377,2260,1320,1769,11980,7820,3820,21590,8000,326,121,66216,51457,10659,4100,31970.0,7390,10370.0,-600,68.0,108
937,LG05  ,2001JJ00,4745,34180,5430,4850,580,0,28760,13030,465,211,363,1970,1160,1785,11790,7750,3323,18940,6450,306,104,61849,47029,10139,4680,28410.0,6660,9470.0,210,67.0,97
938,LG05  ,2002JJ00,4587,32350,5270,4710,560,0,27080,12500,433,200,415,2210,1320,1720,11870,8080,3283,17410,5740,279,92,62483,46597,11455,4431,27690.0,6500,10270.0,760,63.0,88
939,LG05  ,2003JJ00,4320,27810,4410,3890,530,0,23400,10190,372,162,294,1540,890,1526,9490,6310,3088,15450,4770,246,76,62817,47069,11613,4136,25580.0,5870,10130.0,1100,60.0,81
940,LG05  ,2004JJ00,4328,29930,5050,4520,520,0,24890,11500,398,184,255,1370,750,1480,10490,6870,3102,15760,5370,252,86,62466,46284,12107,4076,25370.0,6080,9610.0,710,62.0,88
941,LG05  ,2005JJ00,4458,31480,5270,4670,540,50,26210,12310,423,199,297,1990,1040,1564,13130,7570,3192,15070,5780,243,93,61984,45669,12687,3628,23920.0,5770,8850.0,-10,63.0,100
942,LG05  ,2006JJ00,4313,30970,5300,4710,540,60,25660,12400,425,205,277,1510,730,1653,12710,7360,2937,14470,5770,239,95,60450,45056,11812,3582,14080.0,6260,-390.0,490,103.0,92
943,LG05  ,2007JJ00,4244,31190,5240,4600,540,90,25950,12150,431,202,316,1970,1050,1818,16080,9030,2742,11840,4180,197,69,60195,45026,11824,3346,14090.0,6020,2250.0,1840,84.0,69
944,LG05  ,2008JJ00,4416,32720,5550,4890,560,100,27170,12800,450,212,333,1780,840,1671,15960,9040,3078,12990,4590,215,76,60433,44407,12351,3675,14090.0,5800,1100.0,1210,92.0,79
945,LG05  ,2009JJ00,4438,32490,5600,4930,560,100,26900,12900,443,213,311,1700,820,1994,17360,9810,2755,11240,3910,185,64,60694,45268,12248,3177,14240.0,5840,3000.0,1930,79.0,67
946,LG05  ,2010JJ00,4420,33690,5570,4830,570,180,28120,13360,474,225,343,1780,850,1968,16970,9390,2795,12930,4810,218,81,59294,44469,11659,3167,13900.0,5200,960.0,380,93.0,93
947,LG05  ,2011JJ00,4355,33630,5820,4890,570,360,27810,13110,487,229,378,2260,1110,2001,17340,9530,2732,12740,4690,223,82,57136,42832,11275,3029,13420.0,4960,690.0,260,95.0,95
948,LG05  ,2012JJ00,4273,32260,5650,4740,540,380,26610,12440,477,223,442,2950,1420,2022,17800,9700,2692,11760,4160,211,74,55837,42156,11110,2571,13150.0,4530,1380.0,370,89.0,92
949,LG05  ,2013JJ00,4389,32790,5420,4390,540,490,27370,12570,490,225,416,2490,1180,1977,17080,9070,2828,12780,4680,229,84,55849,41911,11212,2726,13130.0,4370,350.0,-320,97.0,107
950,LG05  ,2014JJ00,4400,34050,5650,4600,560,490,28400,13270,510,238,373,1870,830,1891,16100,8650,2883,14170,5440,255,98,55674,42158,10902,2614,12320.0,4420,-1850.0,-1020,115.0,123
951,LG05  ,2015JJ00,4302,32830,5360,4370,540,460,27460,12670,495,228,369,1800,740,2050,16960,9020,2621,12310,4390,222,79,55511,42510,10446,2555,12520.0,4220,210.0,-160,98.0,104
952,LG05  ,2016JJ00,4374,33320,5470,4440,560,470,27850,12780,532,244,342,1640,630,2117,16210,8650,2599,13270,4760,254,91,52331,40261,9350,2720,11920.0,4060,-1350.0,-700,111.0,117
953,LG05  ,2017JJ00,4337,33750,5440,4400,560,480,28310,12450,542,238,352,1870,660,2091,16800,8550,2598,13370,4560,256,87,52209,40163,9137,2909,11940.0,4050,-1440.0,-500,112.0,112
954,LG05  ,2018JJ00,4360,35610,5860,4670,610,580,29740,13160,560,248,401,2130,780,2118,16630,8530,2643,15250,5400,287,102,53133,40666,9194,3273,11980.0,4040,-3280.0,-1360,127.0,134
955,LG05  ,2019JJ00,4219,33550,5390,4270,570,550,28160,11670,533,221,384,2060,750,2049,17430,8550,2554,12800,3870,242,73,52842,40402,8604,3836,12220.0,4020,-580.0,140,105.0,96
956,LG05  ,2020JJ00,4096,31740,5030,3950,540,540,26720,10640,508,202,377,2010,700,2060,17260,8270,2413,11460,3070,218,58,52620,40171,8655,3794,11490.0,3910,30.0,840,100.0,78
957,LG05  ,2021JJ00,4077,31460,4940,3880,520,540,26520,10550,509,202,366,1810,580,1985,17090,7910,2457,11250,3210,216,62,52136,40127,8130,3879,11400.0,3900,150.0,690,99.0,82
958,LG05  ,2022JJ00,4053,31330,4930,3830,520,580,26410,10640,510,205,386,1950,650,1945,16640,7680,2494,11710,3620,226,70,51830,39558,8079,4193,11270.0,3850,-450.0,230,104.0,94
959,LG05  ,2023JJ00,4077,31180,4730,3680,510,540,26440,10680,509,205,385,1910,620,1885,16250,7670,2576,12100,3630,233,70,51977,39513,7756,4709,10520.0,3770,-1580.0,140,115.0,96
960,LG06  ,1994JJ00,1139,8590,810,680,140,0,7770,2640,71,24,604,8040,4330,104,980,490,1639,14830,6480,135,59,110066,15035,3220,91812,,14970,,8490,,43
961,LG06  ,1995JJ00,1137,8830,850,710,140,0,7980,2600,73,24,741,9480,4670,94,770,340,1784,16690,6920,153,63,109260,15163,3131,90966,,12630,,5700,,55
962,LG06  ,1996JJ00,1154,9150,880,750,140,0,8260,2500,77,23,619,8890,4260,102,910,390,1672,16240,6360,150,59,107973,14384,3390,90198,,12240,,5880,,52
963,LG06  ,1997JJ00,1111,8620,840,710,130,0,7780,2490,72,23,625,8670,4250,80,680,290,1656,15780,6450,146,60,108075,14902,3689,89485,,12260,,5810,,53
964,LG06  ,1998JJ00,1100,8080,850,720,130,0,7220,2540,66,23,555,6370,4580,124,850,510,1531,12750,6610,117,61,108899,15157,3479,90264,40680.0,11660,27930.0,5050,31.0,57
965,LG06  ,1999JJ00,1117,8640,1040,900,130,0,7600,2930,69,27,809,8150,5630,146,1080,610,1780,14670,7940,133,72,110128,14493,4129,91506,40670.0,11780,26000.0,3840,36.0,67
966,LG06  ,2000JJ00,1161,8270,940,820,130,0,7330,2880,68,27,695,7020,4810,91,770,470,1765,13570,7220,126,67,107980,14682,3751,89546,37330.0,11020,23760.0,3800,36.0,66
967,LG06  ,2001JJ00,1196,8420,870,740,130,0,7550,2850,70,27,771,6690,4640,136,820,480,1831,13410,7010,125,65,107279,13887,3536,89856,35780.0,10870,22370.0,3850,37.0,65
968,LG06  ,2002JJ00,1198,8330,960,830,130,0,7370,2830,68,26,795,6530,4580,155,1010,610,1838,12890,6800,119,63,108739,14658,3732,90349,35530.0,10510,22640.0,3700,36.0,65
969,LG06  ,2003JJ00,1161,8110,970,840,130,0,7140,2840,67,27,708,6410,4320,155,1170,660,1714,12380,6490,116,61,106499,14136,3559,88805,33790.0,10090,21400.0,3590,37.0,64
970,LG06  ,2004JJ00,1206,7850,950,820,130,0,6910,2700,64,25,637,6060,4060,138,920,520,1705,12050,6240,111,58,108357,14458,3752,90147,34060.0,9900,22010.0,3660,35.0,63
971,LG06  ,2005JJ00,1205,7890,950,820,130,0,6930,2760,64,26,667,7780,4360,164,1150,580,1708,13560,6550,126,61,107783,13984,4316,89483,32550.0,9320,18990.0,2770,42.0,70
972,LG06  ,2006JJ00,1225,8010,990,860,130,0,7010,2860,65,27,733,6290,3350,319,2150,1050,1640,11160,5150,104,48,107618,15363,4058,88197,19430.0,9530,8280.0,4380,57.0,54
973,LG06  ,2007JJ00,1250,8450,1060,910,140,10,7390,2950,69,27,859,6970,3610,379,2760,1320,1730,11600,5240,108,49,107434,15664,3929,87841,19410.0,9450,7800.0,4210,60.0,55
974,LG06  ,2008JJ00,1295,8660,1080,930,140,10,7580,3080,71,29,969,6640,3400,446,3130,1540,1819,11100,4930,103,46,107321,16124,4221,86976,19450.0,9360,8350.0,4430,57.0,53
975,LG06  ,2009JJ00,1299,8300,1050,900,140,10,7250,2940,68,28,1035,6940,3580,482,3520,1730,1852,10670,4800,100,45,106469,16074,4230,86166,19310.0,9290,8630.0,4490,55.0,52
976,LG06  ,2010JJ00,1349,8830,1080,920,150,10,7750,3180,73,30,974,6350,3260,523,3710,1840,1801,10390,4600,98,43,105990,16553,4221,85216,19290.0,8570,8890.0,3970,54.0,54
977,LG06  ,2011JJ00,1337,8690,1130,950,150,30,7560,3080,72,29,1052,7000,3400,581,4030,1930,1809,10530,4540,100,43,105685,15823,4251,85611,19130.0,8220,8600.0,3670,55.0,55
978,LG06  ,2012JJ00,1579,9550,1180,980,170,30,8370,3310,73,29,1158,7740,3620,693,4480,2060,2044,11620,4870,102,43,114374,19314,5355,89705,20920.0,8370,9300.0,3500,56.0,58
979,LG06  ,2013JJ00,1651,10210,1230,1010,180,40,8980,3580,78,31,1140,7490,3490,696,4560,2100,2095,11910,4970,103,43,115556,19784,4971,90801,21140.0,7980,9230.0,3010,56.0,62
980,LG06  ,2014JJ00,1683,10750,1310,1080,190,40,9440,3810,82,33,1328,8490,3950,742,4870,2310,2268,13060,5450,113,47,115673,20724,5283,89666,20970.0,8330,7910.0,2870,62.0,65
981,LG06  ,2015JJ00,1898,12150,1500,1220,210,70,10640,4420,90,37,1527,9130,4050,800,5180,2430,2626,14600,6050,124,51,118089,22466,5849,89774,21540.0,8340,6940.0,2290,68.0,72
982,LG06  ,2016JJ00,2037,12940,1610,1300,230,80,11340,4490,97,39,1680,9680,4090,875,5420,2480,2842,15600,6110,134,52,116527,23035,4811,88681,21450.0,8640,5850.0,2540,73.0,71
983,LG06  ,2017JJ00,2011,13040,1620,1320,230,70,11420,4330,98,37,1722,10870,4540,839,5700,2530,2894,16590,6340,142,54,116768,22365,4528,89876,21490.0,8900,4900.0,2550,77.0,71
984,LG06  ,2018JJ00,1817,11780,1440,1170,210,60,10340,3750,89,32,1701,10930,4510,833,5650,2520,2685,15620,5740,134,49,116593,22411,4349,89833,21420.0,8970,5810.0,3230,73.0,64
985,LG06  ,2019JJ00,1872,12040,1480,1180,220,80,10560,3830,91,33,1651,10790,4390,826,5670,2520,2697,15680,5700,135,49,116044,22235,4038,89771,21160.0,8870,5480.0,3170,74.0,64
986,LG06  ,2020JJ00,1847,11960,1470,1180,210,80,10490,3640,90,31,1797,11650,4660,887,5850,2520,2756,16290,5790,140,50,116117,22405,4547,89165,21060.0,9380,4770.0,3590,77.0,62
987,LG06  ,2021JJ00,1867,11750,1440,1130,210,100,10310,3680,89,32,1824,11850,4760,897,5990,2580,2795,16170,5870,140,51,115278,22412,4169,88697,20930.0,9420,4760.0,3540,77.0,62
988,LG06  ,2022JJ00,1905,11870,1450,1140,210,100,10420,3810,91,33,2059,12960,5260,1013,6610,2910,2951,16770,6160,146,54,114812,22191,4150,88470,20820.0,9250,4040.0,3090,81.0,67
989,LG06  ,2023JJ00,1897,11400,1330,1050,200,80,10070,3610,87,31,1976,11850,4760,951,6090,2680,2921,15830,5690,137,49,115372,21700,4342,89329,20470.0,8890,4630.0,3200,77.0,64
990,LG07  ,1994JJ00,3308,26690,2220,1810,410,0,24460,7430,196,59,628,4910,2150,226,1930,880,3710,27440,8700,220,70,124936,65609,2393,56934,,20600,,11900,,42
991,LG07  ,1995JJ00,3269,26280,2180,1780,400,0,24100,7210,194,58,634,5060,2150,242,1960,840,3662,27200,8520,219,69,124382,65079,2613,56690,,16290,,7760,,52
992,LG07  ,1996JJ00,3197,25680,2080,1710,370,0,23590,6390,185,50,507,4280,1760,202,1680,690,3501,26200,7460,206,59,127228,67025,2820,57383,,15670,,8210,,48
993,LG07  ,1997JJ00,3119,25650,2100,1710,390,0,23550,6580,188,53,450,3710,1540,182,1510,630,3387,25750,7480,206,60,125175,64055,3226,57894,,15370,,7890,,49
994,LG07  ,1998JJ00,3093,24300,1990,1620,370,0,22310,6770,176,53,394,2560,1580,199,1100,620,3287,23770,7740,187,61,127100,65259,3301,58540,61560.0,14320,37790.0,6590,39.0,54
995,LG07  ,1999JJ00,2961,22220,1850,1500,350,0,20380,6800,164,55,478,3200,2010,204,1370,780,3235,22210,8030,178,65,124526,63468,3554,57504,60000.0,14030,37800.0,5990,37.0,57
996,LG07  ,2000JJ00,2937,20660,1640,1310,320,0,19020,6290,155,51,443,3010,1930,140,1020,610,3240,21020,7610,172,62,122538,62936,3430,56171,55590.0,13200,34570.0,5580,38.0,58
997,LG07  ,2001JJ00,2920,20620,1640,1320,320,0,18980,6320,157,52,476,3010,1890,173,1070,620,3224,20920,7590,173,63,121059,61471,4121,55466,51550.0,12720,30620.0,5130,41.0,60
998,LG07  ,2002JJ00,2811,19220,1610,1300,310,0,17610,5880,146,49,442,2560,1620,176,1080,650,3077,19090,6860,158,57,120828,61636,3786,55405,50130.0,12220,31040.0,5360,38.0,56
999,LG07  ,2003JJ00,2744,18650,1570,1270,300,0,17080,5840,142,49,390,2400,1520,177,1030,580,2957,18450,6780,154,56,120028,61605,3716,54707,47010.0,11280,28570.0,4500,39.0,60
1000,LG07  ,2004JJ00,2789,17240,1510,1220,280,0,15730,5490,133,46,387,2480,1550,160,940,560,3017,17260,6480,146,55,118504,61365,3766,53373,46240.0,11280,28970.0,4800,37.0,57
1001,LG07  ,2005JJ00,2774,17390,1550,1250,290,10,15840,5580,134,47,430,3400,1720,181,1300,610,3022,17950,6690,151,56,118496,61629,3937,52930,43530.0,10750,25590.0,4060,41.0,62
1002,LG07  ,2006JJ00,2766,17140,1540,1250,280,10,15600,5530,132,47,592,3340,1660,338,2200,1000,3020,16750,6190,142,52,118352,62401,4272,51679,25120.0,11620,8370.0,5430,67.0,53
1003,LG07  ,2007JJ00,2819,17750,1650,1340,300,10,16110,5700,137,48,672,4240,2040,401,2600,1240,3090,17740,6500,151,55,117674,61719,4391,51564,24920.0,11240,7180.0,4740,71.0,58
1004,LG07  ,2008JJ00,2837,17680,1650,1340,300,10,16030,5750,133,48,705,4120,1950,409,2430,1110,3132,17720,6600,147,55,120375,63433,4823,52119,25590.0,11180,7870.0,4590,69.0,59
1005,LG07  ,2009JJ00,2859,17000,1580,1270,300,10,15420,5480,129,46,703,4150,2040,384,2380,1070,3178,17200,6450,143,54,119970,63865,5134,50971,25560.0,11160,8370.0,4700,67.0,58
1006,LG07  ,2010JJ00,2867,17280,1590,1270,300,10,15690,5710,135,49,620,3430,1660,397,2320,1050,3091,16810,6310,145,54,116059,61969,4798,49293,24720.0,9830,7910.0,3520,68.0,64
1007,LG07  ,2011JJ00,2838,16490,1540,1220,290,20,14950,5320,132,47,642,3780,1710,401,2380,1050,3079,16350,5980,144,53,113177,60235,4671,48270,24120.0,9360,7770.0,3380,68.0,64
1008,LG07  ,2012JJ00,2600,14710,1340,1060,260,20,13370,4760,134,48,584,3470,1500,381,2200,940,2803,14640,5330,147,53,99633,55802,4196,39636,21470.0,7650,6820.0,2320,68.0,70
1009,LG07  ,2013JJ00,2663,15280,1390,1090,270,30,13890,4870,139,49,560,3200,1380,395,2230,940,2828,14860,5310,149,53,99886,56107,3808,39971,21530.0,7270,6670.0,1960,69.0,73
1010,LG07  ,2014JJ00,2876,16970,1600,1260,300,40,15380,5500,151,54,696,4020,1720,520,2820,1190,3053,16570,6030,162,59,102064,59101,4161,38803,22590.0,7600,6010.0,1570,73.0,79
1011,LG07  ,2015JJ00,2973,16740,1570,1230,300,40,15170,5680,147,55,773,3770,1580,566,2790,1170,3180,16140,6100,157,59,102860,59567,3993,39300,23060.0,7450,6920.0,1350,70.0,82
1012,LG07  ,2016JJ00,3009,16690,1600,1260,310,40,15080,5200,151,52,820,3830,1520,571,2760,1100,3257,16160,5630,162,56,99652,57049,3641,38961,22430.0,7370,6260.0,1750,72.0,76
1013,LG07  ,2017JJ00,2975,16930,1640,1290,310,40,15290,4950,154,50,807,4210,1640,551,2880,1100,3231,16620,5490,167,55,99245,56318,3549,39378,22190.0,7490,5580.0,2000,75.0,73
1014,LG07  ,2018JJ00,2954,17210,1660,1290,320,40,15550,4820,156,48,791,4330,1620,521,2830,1030,3224,17060,5400,171,54,100007,57270,3747,38990,22030.0,7390,4970.0,1980,77.0,73
1015,LG07  ,2019JJ00,2952,16830,1600,1240,320,40,15240,4640,152,46,771,4220,1610,504,2730,1000,3220,16720,5240,167,52,100287,57770,3715,38802,21600.0,7400,4870.0,2150,77.0,71
1016,LG07  ,2020JJ00,2950,16850,1620,1260,320,40,15230,4470,152,45,833,4600,1710,546,3000,1070,3237,16830,5110,168,51,100134,57201,4009,38924,21470.0,7550,4640.0,2440,78.0,68
1017,LG07  ,2021JJ00,2921,16160,1550,1200,310,40,14610,4550,146,45,817,4420,1650,523,2790,1020,3215,16240,5180,162,52,100396,57958,3727,38711,21470.0,7570,5230.0,2400,76.0,68
1018,LG07  ,2022JJ00,2891,15600,1480,1140,290,50,14120,4590,142,46,843,4600,1780,534,2810,1050,3200,15900,5330,160,54,99519,57030,3745,38744,21270.0,7490,5370.0,2170,75.0,71
1019,LG07  ,2023JJ00,2982,15970,1500,1160,290,40,14470,4570,146,46,885,4400,1590,616,3070,1100,3251,15800,5070,160,51,98964,56319,3618,39027,19480.0,7160,3680.0,2090,81.0,71
1020,LG08  ,1994JJ00,1140,9120,660,520,140,0,8460,2420,258,74,31,270,130,23,190,90,1149,8530,2460,260,75,32786,28174,435,4176,,6220,,3760,,40
1021,LG08  ,1995JJ00,1131,9020,650,520,130,0,8360,2370,257,73,42,370,170,24,200,80,1149,8530,2460,262,76,32511,27864,567,4080,,4690,,2230,,53
1022,LG08  ,1996JJ00,1130,9010,630,500,130,0,8380,2120,253,64,40,350,160,15,140,60,1155,8580,2230,259,67,33164,28239,626,4299,,4350,,2130,,51
1023,LG08  ,1997JJ00,1066,8710,610,480,130,0,8100,2120,246,64,30,280,130,15,160,70,1081,8220,2180,250,66,32929,28044,804,4082,,4320,,2140,,50
1024,LG08  ,1998JJ00,1072,8400,590,460,130,0,7810,2230,238,68,32,270,170,12,60,40,1092,8010,2360,244,72,32806,27922,789,4096,18390.0,3860,10380.0,1500,44.0,61
1025,LG08  ,1999JJ00,1061,7780,550,430,120,0,7230,2300,218,69,60,490,320,17,90,50,1104,7630,2560,230,77,33164,27934,962,4268,18480.0,3900,10850.0,1340,41.0,66
1026,LG08  ,2000JJ00,1052,7320,510,390,110,0,6820,2160,212,67,48,380,220,13,80,50,1087,7110,2340,221,72,32224,27128,830,4267,17200.0,3630,10080.0,1290,41.0,64
1027,LG08  ,2001JJ00,1063,7400,510,400,110,0,6890,2210,207,66,55,410,250,20,110,60,1098,7190,2390,216,72,33259,28321,854,4083,16380.0,3610,9200.0,1220,44.0,66
1028,LG08  ,2002JJ00,1017,6820,500,390,110,0,6320,2030,195,63,45,320,180,22,110,60,1040,6530,2150,201,66,32432,26869,900,4663,15270.0,3400,8740.0,1250,43.0,63
1029,LG08  ,2003JJ00,1001,6700,490,390,110,0,6210,2040,194,64,36,250,150,22,140,90,1015,6320,2100,197,65,32038,26719,933,4386,14150.0,2990,7830.0,890,45.0,70
1030,LG08  ,2004JJ00,1028,6170,470,370,100,0,5700,1920,176,59,37,270,150,17,100,60,1049,5860,2010,181,62,32432,27146,1031,4254,14220.0,3190,8360.0,1180,41.0,63
1031,LG08  ,2005JJ00,1022,6220,490,390,100,0,5730,1960,177,60,45,400,210,20,150,70,1047,5980,2100,185,65,32418,26927,1110,4381,13350.0,3050,7360.0,950,45.0,69
1032,LG08  ,2006JJ00,1013,6050,480,380,100,0,5570,1910,173,59,65,490,250,65,400,180,1013,5650,1980,175,61,32303,27107,1167,4029,7720.0,3420,2070.0,1440,73.0,58
1033,LG08  ,2007JJ00,1011,6120,500,400,100,0,5620,1920,173,59,91,670,330,77,450,200,1025,5830,2050,180,63,32398,27014,1213,4171,7730.0,3290,1900.0,1240,75.0,62
1034,LG08  ,2008JJ00,1029,6150,510,400,100,0,5640,1950,173,60,116,830,410,85,430,180,1060,6040,2180,185,67,32610,27112,1320,4178,7800.0,3180,1750.0,990,78.0,69
1035,LG08  ,2009JJ00,1035,5930,490,390,100,0,5440,1860,167,57,112,810,410,82,460,190,1065,5780,2080,178,64,32464,27094,1295,4076,7780.0,3170,2000.0,1080,74.0,66
1036,LG08  ,2010JJ00,1038,6060,510,400,100,0,5550,1950,180,63,92,570,280,76,370,160,1055,5750,2080,186,67,30852,25835,1095,3922,7380.0,2760,1630.0,680,78.0,75
1037,LG08  ,2011JJ00,1015,5710,490,390,100,0,5220,1810,173,60,100,680,310,83,420,170,1032,5480,1950,181,65,30244,25348,1084,3813,7240.0,2690,1760.0,730,76.0,73
1038,LG08  ,2012JJ00,1023,5630,480,380,100,0,5150,1800,168,59,112,730,310,95,450,180,1040,5430,1940,177,63,30584,25743,1157,3684,7320.0,2490,1890.0,550,74.0,78
1039,LG08  ,2013JJ00,1037,5830,500,390,100,0,5330,1830,176,60,116,760,330,102,510,200,1051,5580,1960,184,65,30338,25584,1003,3751,7280.0,2430,1700.0,470,77.0,81
1040,LG08  ,2014JJ00,1058,6110,540,430,110,0,5570,1940,183,64,133,780,330,124,590,220,1067,5760,2050,189,67,30465,25960,1002,3503,7290.0,2490,1530.0,440,79.0,82
1041,LG08  ,2015JJ00,1128,6200,560,440,120,0,5640,2080,184,68,158,800,340,149,670,260,1137,5760,2160,188,71,30633,26447,901,3285,7360.0,2480,1600.0,320,78.0,87
1042,LG08  ,2016JJ00,1160,6340,590,460,120,0,5750,1940,199,67,162,730,290,160,690,250,1162,5800,1980,200,69,28909,24800,873,3236,7180.0,2340,1390.0,350,81.0,85
1043,LG08  ,2017JJ00,1158,6550,620,490,120,0,5930,1890,208,66,158,830,320,144,690,240,1172,6070,1980,213,69,28511,24472,899,3140,7210.0,2370,1140.0,400,84.0,83
1044,LG08  ,2018JJ00,1165,6690,630,500,130,0,6060,1840,202,62,152,800,300,143,720,230,1175,6140,1910,205,64,29955,25807,910,3238,7290.0,2340,1150.0,430,84.0,82
1045,LG08  ,2019JJ00,1134,6410,600,470,120,0,5810,1740,199,60,152,830,310,133,680,220,1152,5960,1830,204,63,29174,24966,914,3295,7020.0,2250,1050.0,420,85.0,81
1046,LG08  ,2020JJ00,1142,6450,610,480,120,10,5840,1680,199,57,165,890,320,149,750,240,1158,5980,1760,204,60,29357,25060,1055,3241,7080.0,2430,1100.0,670,84.0,73
1047,LG08  ,2021JJ00,1148,6270,590,460,120,10,5680,1740,194,59,151,780,280,143,700,230,1156,5760,1790,197,61,29264,25068,917,3278,6960.0,2390,1200.0,600,83.0,75
1048,LG08  ,2022JJ00,1190,6320,590,460,120,10,5730,1840,189,61,155,800,290,163,810,270,1182,5720,1860,189,61,30332,25862,996,3475,7200.0,2460,1480.0,610,79.0,75
1049,LG08  ,2023JJ00,1208,6300,580,450,120,10,5720,1780,188,58,178,850,280,206,970,320,1180,5600,1740,184,57,30483,25659,1050,3774,6000.0,2410,400.0,660,93.0,72
1050,LG09  ,1994JJ00,4943,39020,3800,3160,640,0,35220,11220,362,115,421,3050,1560,338,2600,1260,5027,35670,11520,366,118,97406,92236,2354,2817,,19150,,7630,,60
1051,LG09  ,1995JJ00,4912,38690,3740,3110,630,0,34950,10910,359,112,504,3620,1750,354,2720,1230,5062,35850,11430,368,117,97430,92258,2465,2708,,14410,,2980,,79
1052,LG09  ,1996JJ00,4822,37530,3540,2950,600,0,33990,9670,352,100,512,3700,1700,343,2630,1150,4991,35050,10220,363,106,96514,90849,2834,2831,,12890,,2660,,79
1053,LG09  ,1997JJ00,4651,37440,3620,3010,610,0,33820,9900,347,102,477,3430,1580,358,2660,1180,4769,34580,10300,355,106,97392,91351,3098,2943,,13000,,2700,,79
1054,LG09  ,1998JJ00,4660,35560,3380,2780,590,0,32190,10130,328,103,367,2010,1130,302,1790,1040,4725,32410,10220,330,104,98266,91761,3346,3160,57250.0,11690,24840.0,1470,57.0,87
1055,LG09  ,1999JJ00,4563,33040,3100,2550,550,0,29940,10240,304,104,417,2420,1380,345,2120,1240,4634,30230,10390,307,105,98502,91921,3622,2958,57360.0,11720,27120.0,1340,53.0,89
1056,LG09  ,2000JJ00,4630,31330,2810,2280,530,0,28520,9670,296,100,293,1610,890,272,1610,930,4651,28520,9630,296,100,96446,90099,3488,2859,53320.0,11000,24800.0,1360,53.0,88
1057,LG09  ,2001JJ00,4770,32360,2840,2300,540,0,29520,10030,301,102,360,1880,1050,304,1690,980,4826,29710,10110,303,103,97981,91357,3863,2761,49930.0,10710,20220.0,600,60.0,94
1058,LG09  ,2002JJ00,4623,30390,2780,2250,530,0,27620,9390,277,94,318,1590,940,304,1650,1000,4638,27560,9330,276,94,99727,92020,4478,3229,48550.0,10580,20990.0,1250,57.0,88
