ID,Periods,TotalSupply_1,IndigenousProduction_2,ProductionFromOtherSources_3,ImportsOfGaseousNaturalGasTotal_4,ImportsViaNorway_5,ImportsViaGermany_6,ImportsViaBelgium_7,ImportsViaUnitedKingdom_8,ImportsViaDenmark_9,ImportsOfLNGTotal_10,ImportsViaTheUnitedStates_11,ImportsViaNorway_12,ImportsViaRussia_13,ImportsViaAfrica_14,ImportsViaAsia_15,ImportsViaAmericaExcludingUS_16,ImportsViaOtherUnknown_17,ExportsOfGaseousNaturalGasTotal_18,ExportsToNorway_19,ExportsToGermany_20,ExportsToBelgium_21,ExportsToUnitedKingdom_22,ExportsToDenmark_23,ExportsOfLiquefiedNaturalGasLNG_24,Bunkers_25,StockChange_26,TotalConsumption_27,TotalViaTheMainGrid_28,ElectricityPowerPlants_29,OtherConsumers_30,ViaRegionalGrids_31,ConsumptionByProductionAndTransport_32,ClosingStock_33,ClosingStockGaseousGas_34,ClosingStockLiquefiedNaturalGas_35,Flaring_36,StorageCapacityTotal_37,StorageCapacityGaseousGas_38,StorageCapacityLiquefiedNaturalGas_39
452,2005MM05,3202,4970,1.0,2023.0,,,,,,,,,,,,,,3280.0,,,,,,,,-512.0,3202.0,1964.0,718.0,1246.0,1182.0,56.0,,,,3.0,,,
453,2005MM06,2761,4224,1.0,1658.0,,,,,,,,,,,,,,2885.0,,,,,,,,-237.0,2761.0,1962.0,773.0,1189.0,751.0,48.0,,,,3.0,,,
454,2005KW02,9459,14842,3.0,5494.0,,,,,,,,,,,,,,10059.0,,,,,,,,-821.0,9459.0,5809.0,2126.0,3683.0,3489.0,161.0,,,,9.0,,,
455,2005MM07,2587,3749,1.0,1831.0,,,,,,,,,,,,,,2773.0,,,,,,,,-221.0,2587.0,1903.0,689.0,1214.0,636.0,48.0,,,,3.0,,,
456,2005MM08,2589,3538,1.0,1814.0,,,,,,,,,,,,,,2321.0,,,,,,,,-443.0,2589.0,1837.0,616.0,1221.0,705.0,47.0,,,,3.0,,,
457,2005MM09,2803,3412,1.0,1977.0,,,,,,,,,,,,,,2308.0,,,,,,,,-279.0,2803.0,1976.0,747.0,1229.0,777.0,50.0,,,,3.0,,,
458,2005KW03,7979,10699,3.0,5622.0,,,,,,,,,,,,,,7402.0,,,,,,,,-943.0,7979.0,5716.0,2052.0,3664.0,2118.0,145.0,,,,9.0,,,
459,2005MM10,3276,4565,1.0,1908.0,,,,,,,,,,,,,,3345.0,,,,,,,,147.0,3276.0,2030.0,736.0,1294.0,1196.0,50.0,,,,3.0,,,
460,2005MM11,4613,8007,1.0,1755.0,,,,,,,,,,,,,,5261.0,,,,,,,,111.0,4613.0,2177.0,821.0,1356.0,2366.0,70.0,,,,3.0,,,
461,2005MM12,5521,10061,1.0,1758.0,,,,,,,,,,,,,,6412.0,,,,,,,,113.0,5521.0,2221.0,864.0,1357.0,3225.0,75.0,,,,4.0,,,
462,2005KW04,13410,22633,3.0,5421.0,,,,,,,,,,,,,,15018.0,,,,,,,,371.0,13410.0,6428.0,2421.0,4007.0,6787.0,195.0,,,,10.0,,,
463,2006MM01,6165,10833,2.0,1977.0,,,,,,,,,,,,,,6902.0,,,,,,,,255.0,6165.0,2207.0,803.0,1404.0,3898.0,60.0,,,,3.0,,,
464,2006MM02,5379,9630,2.0,1523.0,,,,,,,,,,,,,,6163.0,,,,,,,,387.0,5379.0,2042.0,775.0,1267.0,3283.0,54.0,,,,2.0,,,
465,2006MM03,5375,9232,2.0,1832.0,,,,,,,,,,,,,,6453.0,,,,,,,,762.0,5375.0,2118.0,759.0,1359.0,3202.0,55.0,,,,3.0,,,
466,2006KW01,16919,29695,6.0,5332.0,,,,,,,,,,,,,,19518.0,,,,,,,,1404.0,16919.0,6367.0,2337.0,4030.0,10383.0,169.0,,,,8.0,,,
467,2006MM04,3601,6180,2.0,1957.0,,,,,,,,,,,,,,4398.0,,,,,,,,-140.0,3601.0,1742.0,570.0,1172.0,1808.0,51.0,,,,3.0,,,
468,2006MM05,2773,4402,2.0,2202.0,,,,,,,,,,,,,,3432.0,,,,,,,,-401.0,2773.0,1705.0,536.0,1169.0,1017.0,51.0,,,,2.0,,,
469,2006MM06,2469,3938,2.0,1932.0,,,,,,,,,,,,,,3243.0,,,,,,,,-160.0,2469.0,1691.0,559.0,1132.0,734.0,44.0,,,,2.0,,,
470,2006KW02,8843,14520,6.0,6091.0,,,,,,,,,,,,,,11073.0,,,,,,,,-701.0,8843.0,5138.0,1665.0,3473.0,3559.0,146.0,,,,7.0,,,
471,2006MM07,2406,3441,2.0,2204.0,,,,,,,,,,,,,,2777.0,,,,,,,,-464.0,2406.0,1857.0,702.0,1155.0,509.0,40.0,,,,2.0,,,
472,2006MM08,2511,3368,2.0,2225.0,,,,,,,,,,,,,,2631.0,,,,,,,,-453.0,2511.0,1786.0,645.0,1141.0,690.0,35.0,,,,2.0,,,
473,2006MM09,2450,2780,2.0,2157.0,,,,,,,,,,,,,,2352.0,,,,,,,,-137.0,2450.0,1767.0,680.0,1087.0,648.0,35.0,,,,2.0,,,
474,2006KW03,7367,9589,6.0,6586.0,,,,,,,,,,,,,,7760.0,,,,,,,,-1054.0,7367.0,5410.0,2027.0,3383.0,1847.0,110.0,,,,6.0,,,
475,2006MM10,3133,4009,2.0,2016.0,,,,,,,,,,,,,,2963.0,,,,,,,,69.0,3133.0,1951.0,726.0,1225.0,1140.0,42.0,,,,2.0,,,
476,2006MM11,4208,6868,2.0,1830.0,,,,,,,,,,,,,,4574.0,,,,,,,,82.0,4208.0,2138.0,816.0,1322.0,2019.0,51.0,,,,3.0,,,
477,2006MM12,4857,8689,2.0,2011.0,,,,,,,,,,,,,,5925.0,,,,,,,,80.0,4857.0,2111.0,749.0,1362.0,2691.0,55.0,,,,3.0,,,
478,2006KW04,12198,19566,6.0,5857.0,,,,,,,,,,,,,,13462.0,,,,,,,,231.0,12198.0,6200.0,2291.0,3909.0,5850.0,148.0,,,,8.0,,,
479,2007MM01,5030,8332,3.0,1941.0,,,,,,,,,,,,,,5430.0,,,,,,,,184.0,5030.0,2135.0,817.0,1318.0,2849.0,46.0,,,,3.0,,,
480,2007MM02,4593,6964,3.0,1809.0,,,,,,,,,,,,,,4854.0,,,,,,,,671.0,4593.0,1956.0,791.0,1165.0,2594.0,43.0,,,,2.0,,,
481,2007MM03,4276,6256,3.0,1798.0,,,,,,,,,,,,,,4294.0,,,,,,,,513.0,4276.0,1959.0,745.0,1214.0,2280.0,37.0,,,,2.0,,,
482,2007KW01,13899,21552,9.0,5548.0,,,,,,,,,,,,,,14578.0,,,,,,,,1368.0,13899.0,6050.0,2353.0,3697.0,7723.0,126.0,,,,7.0,,,
483,2007MM04,3032,4305,3.0,2301.0,,,,,,,,,,,,,,3378.0,,,,,,,,-199.0,3032.0,1858.0,739.0,1119.0,1139.0,35.0,,,,1.0,,,
484,2007MM05,2786,3751,3.0,2291.0,,,,,,,,,,,,,,3056.0,,,,,,,,-203.0,2786.0,1804.0,633.0,1171.0,950.0,32.0,,,,2.0,,,
485,2007MM06,2436,3498,3.0,2031.0,,,,,,,,,,,,,,3045.0,,,,,,,,-51.0,2436.0,1709.0,639.0,1070.0,696.0,31.0,,,,3.0,,,
486,2007KW02,8254,11554,9.0,6623.0,,,,,,,,,,,,,,9479.0,,,,,,,,-453.0,8254.0,5371.0,2011.0,3360.0,2785.0,98.0,,,,6.0,,,
487,2007MM07,2397,3594,3.0,2138.0,,,,,,,,,,,,,,3005.0,,,,,,,,-333.0,2397.0,1658.0,577.0,1081.0,704.0,35.0,,,,3.0,,,
488,2007MM08,2497,3634,3.0,2179.0,,,,,,,,,,,,,,2984.0,,,,,,,,-335.0,2497.0,1770.0,632.0,1138.0,684.0,43.0,,,,10.0,,,
489,2007MM09,2825,4574,3.0,2186.0,,,,,,,,,,,,,,3540.0,,,,,,,,-398.0,2825.0,1797.0,648.0,1149.0,980.0,48.0,,,,6.0,,,
490,2007KW03,7719,11802,9.0,6503.0,,,,,,,,,,,,,,9529.0,,,,,,,,-1066.0,7719.0,5225.0,1857.0,3368.0,2368.0,126.0,,,,19.0,,,
491,2007MM10,3854,6286,3.0,2136.0,,,,,,,,,,,,,,4658.0,,,,,,,,87.0,3854.0,2069.0,826.0,1243.0,1733.0,52.0,,,,11.0,,,
492,2007MM11,4746,8825,3.0,2033.0,,,,,,,,,,,,,,6845.0,,,,,,,,730.0,4746.0,2183.0,915.0,1268.0,2507.0,56.0,,,,13.0,,,
493,2007MM12,5662,10507,3.0,1892.0,,,,,,,,,,,,,,7680.0,,,,,,,,940.0,5662.0,2287.0,973.0,1314.0,3319.0,56.0,,,,15.0,,,
494,2007KW04,14262,25618,9.0,6061.0,,,,,,,,,,,,,,19183.0,,,,,,,,1757.0,14262.0,6539.0,2714.0,3825.0,7559.0,164.0,,,,39.0,,,
495,2008MM01,5286,9712,4.0,2577.0,,,,,,,,,,,,,,7319.0,,,,,,,,312.0,5286.0,2176.0,825.0,1351.0,3057.0,53.0,,,,11.0,,,
496,2008MM02,4900,8050,4.0,2312.0,,,,,,,,,,,,,,6480.0,,,,,,,,1014.0,4900.0,2032.0,768.0,1264.0,2817.0,51.0,,,,9.0,,,
497,2008MM03,4914,7866,4.0,2297.0,,,,,,,,,,,,,,6645.0,,,,,,,,1392.0,4914.0,2039.0,726.0,1313.0,2826.0,49.0,,,,10.0,,,
498,2008KW01,15100,25628,12.0,7186.0,,,,,,,,,,,,,,20444.0,,,,,,,,2718.0,15100.0,6247.0,2319.0,3928.0,8700.0,153.0,,,,30.0,,,
499,2008MM04,3849,5689,4.0,2286.0,,,,,,,,,,,,,,5166.0,,,,,,,,1036.0,3849.0,1961.0,719.0,1242.0,1843.0,45.0,,,,9.0,,,
500,2008MM05,2655,4537,4.0,2339.0,,,,,,,,,,,,,,3430.0,,,,,,,,-795.0,2655.0,1761.0,617.0,1144.0,859.0,35.0,,,,8.0,,,
501,2008MM06,2486,4910,4.0,2180.0,,,,,,,,,,,,,,3373.0,,,,,,,,-1235.0,2486.0,1712.0,655.0,1057.0,730.0,44.0,,,,9.0,,,
502,2008KW02,8990,15136,12.0,6805.0,,,,,,,,,,,,,,11969.0,,,,,,,,-994.0,8990.0,5434.0,1991.0,3443.0,3432.0,124.0,,,,26.0,,,
503,2008MM07,2451,4934,4.0,1861.0,,,,,,,,,,,,,,3113.0,,,,,,,,-1235.0,2451.0,1729.0,647.0,1082.0,680.0,42.0,,,,8.0,,,
504,2008MM08,2469,4638,4.0,1957.0,,,,,,,,,,,,,,2948.0,,,,,,,,-1182.0,2469.0,1755.0,607.0,1148.0,674.0,40.0,,,,7.0,,,
505,2008MM09,3023,5394,4.0,1824.0,,,,,,,,,,,,,,3305.0,,,,,,,,-894.0,3023.0,1991.0,744.0,1247.0,990.0,42.0,,,,11.0,,,
506,2008KW03,7943,14966,12.0,5642.0,,,,,,,,,,,,,,9366.0,,,,,,,,-3311.0,7943.0,5475.0,1998.0,3477.0,2344.0,124.0,,,,26.0,,,
507,2008MM10,3985,6986,4.0,1952.0,,,,,,,,,,,,,,4616.0,,,,,,,,-341.0,3985.0,2191.0,847.0,1344.0,1759.0,35.0,,,,6.0,,,
508,2008MM11,4448,8065,4.0,1910.0,,,,,,,,,,,,,,5589.0,,,,,,,,58.0,4448.0,1937.0,760.0,1177.0,2474.0,37.0,,,,9.0,,,
509,2008MM12,5415,9873,4.0,1586.0,,,,,,,,,,,,,,6520.0,,,,,,,,472.0,5415.0,1872.0,703.0,1169.0,3500.0,43.0,,,,6.0,,,
510,2008KW04,13848,24924,12.0,5448.0,,,,,,,,,,,,,,16725.0,,,,,,,,189.0,13848.0,6000.0,2310.0,3690.0,7733.0,115.0,,,,21.0,,,
511,2009MM01,6079,10148,4.0,2140.0,,,,,,,,,,,,,,7144.0,,,,,,,,931.0,6079.0,1917.0,753.0,1164.0,4110.0,52.0,,,,10.0,,,
512,2009MM02,5013,8682,4.0,1809.0,,,,,,,,,,,,,,5720.0,,,,,,,,238.0,5013.0,1730.0,699.0,1031.0,3242.0,41.0,,,,7.0,,,
513,2009MM03,4498,7277,4.0,1688.0,,,,,,,,,,,,,,4656.0,,,,,,,,185.0,4498.0,1776.0,688.0,1088.0,2687.0,35.0,,,,6.0,,,
514,2009KW01,15590,26107,12.0,5637.0,,,,,,,,,,,,,,17520.0,,,,,,,,1354.0,15590.0,5423.0,2140.0,3283.0,10039.0,128.0,,,,23.0,,,
515,2009MM04,2976,4268,4.0,2236.0,,,,,,,,,,,,,,3405.0,,,,,,,,-127.0,2976.0,1649.0,580.0,1069.0,1296.0,31.0,,,,5.0,,,
516,2009MM05,2653,3843,4.0,2211.0,,,,,,,,,,,,,,3164.0,,,,,,,,-241.0,2653.0,1562.0,518.0,1044.0,1061.0,30.0,,,,5.0,,,
517,2009MM06,2637,3949,4.0,2139.0,,,,,,,,,,,,,,3118.0,,,,,,,,-337.0,2637.0,1735.0,674.0,1061.0,862.0,40.0,,,,2.0,,,
518,2009KW02,8266,12060,12.0,6586.0,,,,,,,,,,,,,,9687.0,,,,,,,,-705.0,8266.0,4946.0,1772.0,3174.0,3219.0,101.0,,,,12.0,,,
519,2009MM07,2769,4148,4.0,2188.0,,,,,,,,,,,,,,3145.0,,,,,,,,-426.0,2769.0,1984.0,825.0,1159.0,735.0,50.0,,,,2.0,,,
520,2009MM08,2684,3973,4.0,2239.0,,,,,,,,,,,,,,3132.0,,,,,,,,-400.0,2684.0,1929.0,761.0,1168.0,704.0,51.0,,,,3.0,,,
521,2009MM09,3023,4108,4.0,2257.0,,,,,,,,,,,,,,2901.0,,,,,,,,-445.0,3023.0,2063.0,868.0,1195.0,905.0,55.0,,,,3.0,,,
522,2009KW03,8476,12229,12.0,6684.0,,,,,,,,,,,,,,9178.0,,,,,,,,-1271.0,8476.0,5976.0,2454.0,3522.0,2344.0,156.0,,,,8.0,,,
523,2009MM10,4129,6095,4.0,1826.0,,,,,,,,,,,,,,3810.0,,,,,,,,14.0,4129.0,2326.0,1077.0,1249.0,1723.0,80.0,,,,1.0,,,
524,2009MM11,4378,7964,4.0,1587.0,,,,,,,,,,,,,,5668.0,,,,,,,,491.0,4378.0,2139.0,912.0,1227.0,2156.0,83.0,,,,1.0,,,
525,2009MM12,6124,10046,4.0,2003.0,,,,,,,,,,,,,,6854.0,,,,,,,,925.0,6124.0,2407.0,1016.0,1391.0,3630.0,87.0,,,,1.0,,,
526,2009KW04,14631,24105,12.0,5416.0,,,,,,,,,,,,,,16332.0,,,,,,,,1430.0,14631.0,6872.0,3005.0,3867.0,7509.0,250.0,,,,3.0,,,
527,2010MM01,7016,10559,4.0,2322.0,,,,,,,,,,,,,,7177.0,,,,,,,,1308.0,7016.0,2540.0,1066.0,1474.0,4415.0,61.0,,,,4.0,,,
528,2010MM02,5933,9570,4.0,1929.0,,,,,,,,,,,,,,6427.0,,,,,,,,857.0,5933.0,2192.0,941.0,1251.0,3687.0,54.0,,,,2.0,,,
529,2010MM03,5173,8869,4.0,1853.0,,,,,,,,,,,,,,5987.0,,,,,,,,434.0,5173.0,2283.0,965.0,1318.0,2832.0,58.0,,,,3.0,,,
530,2010KW01,18122,28998,12.0,6104.0,,,,,,,,,,,,,,19591.0,,,,,,,,2599.0,18122.0,7015.0,2972.0,4043.0,10934.0,173.0,,,,9.0,,,
531,2010MM04,3814,6467,4.0,2222.0,,,,,,,,,,,,,,4331.0,,,,,,,,-548.0,3814.0,1958.0,841.0,1117.0,1802.0,54.0,,,,3.0,,,
532,2010MM05,3628,6147,4.0,2183.0,,,,,,,,,,,,,,3812.0,,,,,,,,-894.0,3628.0,1929.0,742.0,1187.0,1646.0,53.0,,,,6.0,,,
533,2010MM06,2742,4785,4.0,2016.0,,,,,,,,,,,,,,3136.0,,,,,,,,-927.0,2742.0,1746.0,673.0,1073.0,945.0,51.0,,,,3.0,,,
534,2010KW02,10184,17399,12.0,6421.0,,,,,,,,,,,,,,11279.0,,,,,,,,-2369.0,10184.0,5633.0,2256.0,3377.0,4393.0,158.0,,,,12.0,,,
535,2010MM07,2660,4451,4.0,2029.0,,,,,,,,,,,,,,3011.0,,,,,,,,-813.0,2660.0,1829.0,698.0,1131.0,780.0,51.0,,,,2.0,,,
536,2010MM08,2682,4730,4.0,1684.0,,,,,,,,,,,,,,2792.0,,,,,,,,-944.0,2682.0,1739.0,668.0,1071.0,890.0,53.0,,,,4.0,,,
537,2010MM09,3110,4758,4.0,1912.0,,,,,,,,,,,,,,2729.0,,,,,,,,-835.0,3110.0,1838.0,729.0,1109.0,1226.0,46.0,,,,3.0,,,
538,2010KW03,8452,13939,12.0,5625.0,,,,,,,,,,,,,,8532.0,,,,,,,,-2592.0,8452.0,5406.0,2095.0,3311.0,2896.0,150.0,,,,9.0,,,
539,2010MM10,4231,6679,4.0,1975.0,,,,,,,,,,,,,,4378.0,,,,,,,,-49.0,4231.0,2247.0,983.0,1264.0,1924.0,60.0,,,,4.0,,,
540,2010MM11,5103,8201,4.0,1895.0,,,,,,,,,,,,,,5583.0,,,,,,,,586.0,5103.0,2217.0,944.0,1273.0,2816.0,70.0,,,,5.0,,,
541,2010MM12,6954,10390,4.0,2388.0,,,,,,,,,,,,,,7070.0,,,,,,,,1242.0,6954.0,2401.0,994.0,1407.0,4485.0,68.0,,,,3.0,,,
542,2010KW04,16288,25270,12.0,6258.0,,,,,,,,,,,,,,17031.0,,,,,,,,1779.0,16288.0,6865.0,2921.0,3944.0,9225.0,198.0,,,,12.0,,,
543,2011MM01,5904,9735,5.0,2021.0,,,,,,,,,,,,,,7244.0,,,,,,,,1387.0,5904.0,2208.0,804.0,1404.0,3635.0,61.0,,,,3.0,,,
544,2011MM02,5096,8687,5.0,1629.0,,,,,,,,,,,,,,6085.0,,,,,,,,860.0,5096.0,1933.0,728.0,1205.0,3106.0,57.0,,,,2.0,,,
545,2011MM03,4788,8641,5.0,1432.0,,,,,,,,,,,,,,5808.0,,,,,,,,518.0,4788.0,2033.0,740.0,1293.0,2695.0,60.0,,,,3.0,,,
546,2011KW01,15788,27063,15.0,5082.0,,,,,,,,,,,,,,19137.0,,,,,,,,2765.0,15788.0,6174.0,2272.0,3902.0,9436.0,178.0,,,,8.0,,,
547,2011MM04,3218,5952,6.0,1817.0,,,,,,,,,,,,,,3974.0,,,,,,,,-583.0,3218.0,1826.0,712.0,1114.0,1338.0,54.0,,,,4.0,,,
548,2011MM05,3061,5032,6.0,2228.0,,,,,,,,,,,,,,3332.0,,,,,,,,-873.0,3061.0,1912.0,745.0,1167.0,1093.0,56.0,,,,6.0,,,
549,2011MM06,2629,4774,6.0,1913.0,,,,,,,,,,,,,,3148.0,,,,,,,,-916.0,2629.0,1658.0,576.0,1082.0,918.0,53.0,,,,7.0,,,
550,2011KW02,8908,15758,18.0,5958.0,,,,,,,,,,,,,,10454.0,,,,,,,,-2372.0,8908.0,5396.0,2033.0,3363.0,3349.0,163.0,,,,17.0,,,
551,2011MM07,2725,4808,6.0,1884.0,,,,,,,,,,,,,,3051.0,,,,,,,,-922.0,2725.0,1742.0,595.0,1147.0,924.0,59.0,,,,6.0,,,
552,2011MM08,2785,4735,5.0,1779.0,,,,,,,,,,,,,,2928.0,,,,,,,,-806.0,2785.0,1837.0,646.0,1191.0,893.0,55.0,,,,4.0,,,
553,2011MM09,2853,4568,5.0,1799.0,,,,,,,,,,,,,,3130.0,,,,,,,,-389.0,2853.0,1785.0,649.0,1136.0,1008.0,60.0,,,,4.0,,,
554,2011KW03,8363,14111,16.0,5462.0,,,,,,0.0,,,,,,,,9109.0,,,,,,,,-2117.0,8363.0,5364.0,1890.0,3474.0,2825.0,174.0,,,,14.0,,,
555,2011MM10,3698,5943,2.0,2079.0,,,,,,0.0,,,,,,,,4230.0,,,,,,0.0,,-96.0,3698.0,1980.0,748.0,1232.0,1661.0,57.0,,,,3.0,,,
556,2011MM11,4569,7549,3.0,2023.0,,,,,,0.0,,,,,,,,5161.0,,,,,,0.0,,155.0,4569.0,2115.0,891.0,1224.0,2389.0,65.0,,,,4.0,,,
557,2011MM12,5086,8622,3.0,2128.0,,,,,,0.0,,,,,,,,6230.0,,,,,,0.0,,563.0,5086.0,2047.0,962.0,1085.0,2974.0,65.0,,,,3.0,,,
558,2011KW04,13353,22114,8.0,6230.0,,,,,,0.0,,,,,,,,15621.0,,,,,,0.0,,622.0,13353.0,6142.0,2601.0,3541.0,7024.0,187.0,,,,10.0,,,
559,2012MM01,5333,8961,3.0,2188.0,,,,,,201.0,,,,,,,,6862.0,,,,,,0.0,,842.0,5333.0,1991.0,758.0,1233.0,3276.0,66.0,,,,4.0,,,
560,2012MM02,5962,8798,5.0,2843.0,,,,,,0.0,,,,,,,,7250.0,,,,,,0.0,,1566.0,5962.0,2089.0,833.0,1256.0,3809.0,64.0,,,,4.0,,,
561,2012MM03,3974,7970,9.0,1905.0,,,,,,106.0,,,,,,,,6146.0,,,,,,0.0,,130.0,3974.0,1688.0,513.0,1175.0,2217.0,69.0,,,,4.0,,,
562,2012KW01,15269,25729,17.0,6936.0,,,,,,307.0,,,,,,,,20258.0,,,,,,0.0,,2538.0,15269.0,5768.0,2104.0,3664.0,9302.0,199.0,,,,12.0,,,
563,2012MM04,3671,6017,5.0,2686.0,,,,,,47.0,,,,,,,,4766.0,,,,,,0.0,,-318.0,3671.0,1600.0,560.0,1040.0,2011.0,60.0,,,,4.0,,,
564,2012MM05,2811,5513,11.0,2003.0,,,,,,0.0,,,,,,,,4108.0,,,,,,0.0,,-608.0,2811.0,1557.0,493.0,1064.0,1185.0,69.0,,,,4.0,,,
565,2012MM06,2571,4990,11.0,1766.0,,,,,,0.0,,,,,,,,3523.0,,,,,,0.0,,-673.0,2571.0,1519.0,481.0,1038.0,988.0,64.0,,,,5.0,,,
566,2012KW02,9053,16520,27.0,6455.0,,,,,,47.0,,,,,,,,12397.0,,,,,,0.0,,-1599.0,9053.0,4676.0,1534.0,3142.0,4184.0,193.0,,,,13.0,,,
567,2012MM07,2264,4587,8.0,1810.0,,,,,,197.0,,,,,,,,3406.0,,,,,,0.0,,-932.0,2264.0,1388.0,375.0,1013.0,814.0,62.0,,,,4.0,,,
568,2012MM08,2339,4670,6.0,1765.0,,,,,,0.0,,,,,,,,3524.0,,,,,,0.0,,-578.0,2339.0,1513.0,473.0,1040.0,759.0,67.0,,,,4.0,,,
569,2012MM09,2533,4231,6.0,1591.0,,,,,,96.0,,,,,,,,3146.0,,,,,,0.0,,-245.0,2533.0,1437.0,422.0,1015.0,1050.0,46.0,,,,4.0,,,
570,2012KW03,7136,13488,20.0,5166.0,,,,,,293.0,,,,,,,,10076.0,,,,,,0.0,,-1755.0,7136.0,4338.0,1270.0,3068.0,2623.0,175.0,,,,12.0,,,
571,2012MM10,3493,6305,6.0,2115.0,,,,,,106.0,,,,,,,,5000.0,,,,,,0.0,,-39.0,3493.0,1653.0,549.0,1104.0,1780.0,60.0,,,,4.0,,,
572,2012MM11,4350,7801,3.0,2176.0,,,,,,208.0,,,,,,,,5855.0,,,,,,0.0,,17.0,4350.0,1815.0,666.0,1149.0,2468.0,67.0,,,,4.0,,,
573,2012MM12,5069,7961,3.0,2774.0,,,,,,0.0,,,,,,,,6652.0,,,,,,0.0,,983.0,5069.0,1875.0,638.0,1237.0,3122.0,72.0,,,,5.0,,,
574,2012KW04,12912,22067,12.0,7065.0,,,,,,314.0,,,,,,,,17507.0,,,,,,0.0,,961.0,12912.0,5343.0,1853.0,3490.0,7370.0,199.0,,,,13.0,,,
575,2013MM01,5798,8543,5.0,2880.0,,,,,,0.0,,,,,,,,7752.0,,,,,,0.0,0.0,2122.0,5798.0,2110.0,766.0,1344.0,3611.0,77.0,,,,4.0,,,
576,2013MM02,5349,7894,4.0,2645.0,,,,,,0.0,,,,,,,,7219.0,,,,,,0.0,0.0,2025.0,5349.0,1951.0,704.0,1247.0,3317.0,81.0,,,,3.0,,,
577,2013MM03,5395,8507,4.0,3514.0,,,,,,0.0,,,,,,,,7604.0,,,,,,0.0,0.0,974.0,5395.0,1941.0,669.0,1272.0,3380.0,74.0,,,,3.0,,,
578,2013KW01,16542,24944,13.0,9039.0,,,,,,0.0,,,,,,,,22575.0,,,,,,0.0,0.0,5121.0,16542.0,6002.0,2139.0,3863.0,10308.0,232.0,,,,10.0,,,
579,2013MM04,3554,7302,5.0,2548.0,,,,,,106.0,,,,,,,,5466.0,,,,,,0.0,0.0,-941.0,3554.0,1567.0,497.0,1070.0,1930.0,57.0,,,,3.0,,,
580,2013MM05,3000,6661,4.0,2376.0,,,,,,0.0,,,,,,,,4912.0,,,,,,0.0,0.0,-1129.0,3000.0,1612.0,504.0,1108.0,1323.0,65.0,,,,3.0,,,
581,2013MM06,2406,5262,5.0,2014.0,,,,,,0.0,,,,,,,,3828.0,,,,,,0.0,0.0,-1047.0,2406.0,1553.0,492.0,1061.0,795.0,58.0,,,,4.0,,,
582,2013KW02,8960,19225,14.0,6938.0,,,,,,106.0,,,,,,,,14206.0,,,,,,0.0,0.0,-3117.0,8960.0,4732.0,1493.0,3239.0,4048.0,180.0,,,,10.0,,,
583,2013MM07,2134,5253,6.0,1934.0,,,,,,178.0,,,,,,,,3929.0,,,,,,0.0,0.0,-1308.0,2134.0,1479.0,416.0,1063.0,596.0,59.0,,,,4.0,,,
584,2013MM08,2110,5263,10.0,1697.0,,,,,,277.0,,,,,,,,3845.0,,,,,,0.0,0.0,-1292.0,2110.0,1448.0,396.0,1052.0,600.0,62.0,,,,3.0,,,
585,2013MM09,2488,5210,11.0,1942.0,,,,,,106.0,,,,,,,,4202.0,,,,,,14.0,0.0,-565.0,2488.0,1563.0,489.0,1074.0,866.0,59.0,,,,3.0,,,
586,2013KW03,6732,15726,27.0,5573.0,,,,,,561.0,,,,,,,,11976.0,,,,,,14.0,0.0,-3165.0,6732.0,4490.0,1301.0,3189.0,2062.0,180.0,,,,10.0,,,
587,2013MM10,3114,5925,19.0,1804.0,,,,,,106.0,,,,,,,,4770.0,,,,,,0.0,0.0,30.0,3114.0,1690.0,516.0,1174.0,1360.0,64.0,,,,4.0,,,
588,2013MM11,4176,7824,12.0,2081.0,,,,,,10.0,,,,,,,,6288.0,,,,,,208.0,0.0,745.0,4176.0,1833.0,693.0,1140.0,2270.0,73.0,,,,4.0,,,
589,2013MM12,4726,8714,5.0,2472.0,,,,,,159.0,,,,,,,,7076.0,,,,,,125.0,0.0,577.0,4726.0,1952.0,701.0,1251.0,2694.0,80.0,,,,4.0,,,
590,2013KW04,12016,22463,36.0,6357.0,,,,,,275.0,,,,,,,,18134.0,,,,,,333.0,0.0,1352.0,12016.0,5475.0,1910.0,3565.0,6324.0,217.0,,,,12.0,,,
591,2014MM01,4652,8056,8.0,2580.0,,,,,,96.0,,,,,,,,6832.0,,,,,,77.0,0.0,821.0,4652.0,1735.0,500.0,1235.0,2847.0,70.0,,,,4.0,,,
592,2014MM02,4028,6775,7.0,2097.0,,,,,,0.0,,,,,,,,5224.0,,,,,,0.0,0.0,373.0,4028.0,1520.0,418.0,1102.0,2446.0,62.0,,,,4.0,,,
593,2014MM03,3564,6561,8.0,2248.0,,,,,,107.0,,,,,,,,5429.0,,,,,,0.0,0.0,69.0,3564.0,1563.0,390.0,1173.0,1932.0,69.0,,,,3.0,,,
594,2014KW01,12244,21392,23.0,6925.0,,,,,,203.0,,,,,,,,17485.0,,,,,,77.0,0.0,1263.0,12244.0,4818.0,1308.0,3510.0,7225.0,201.0,,,,11.0,,,
595,2014MM04,2781,5591,9.0,2048.0,,,,,,187.0,,,,,,,,4441.0,,,,,,70.0,0.0,-543.0,2781.0,1518.0,496.0,1022.0,1197.0,66.0,,,,4.0,,,
