ID,RegioS,Perioden,TotaalMetWoningen_1,ZonderVerzorging_2,MetVerzorging_3,ZowelMetAlsZonderVerzorging_4,TotaalWoningenVoorOuderen_5,TotaalZonderVerzorgingVerzorgingshuis_6,Eenkamerwoningen_7,Tweekamerwoningen_8,Driekamerwoningen_9,TotaalMetVerzorgingVerzorgingshuis_10,Eenkamerwoningen_11,Tweekamerwoningen_12,Driekamerwoningen_13,TotaalAantalVerzorgingshuizen_14,KortdurendeOpnamen_15,DagverzorgingOpvang_16,NachtverzorgingOpvang_17,Maaltijdverstrekking_18,AansluitingOpAlarmsysteem_19,TotaalAantalBewoners_20,JongerDan65Jaar_21,k_6569Jaar_22,k_7074Jaar_23,k_7579Jaar_24,k_8084Jaar_25,k_8589Jaar_26,k_9094Jaar_27,k_95JaarEnOuder_28,TotaalBijgekomenBewoners_29,Mannen_30,Vrouwen_31,TotaalVertrokkenBewoners_32,Mannen_33,Vrouwen_34,TotaalOverledenBewoners_35,Mannen_36,Vrouwen_37,TotaalBijgekomen_38,EigenOmgeving_39,WoningBehorendBijVerzorgingshuis_40,ZiekenhuisOfPsychiatrischZiekenhuis_41,AnderVerzorgingshuis_42,Verpleeghuis_43,TotaalVertrokken_44,EigenWoning_45,PsychiatrischZiekenhuis_46,AnderVerzorgingshuis_47,Verpleeghuis_48,AantalPersonen_49,AantalVerzorgingsdagen_50,AantalPersonen_51,UitAanleunwoningen_52,AantalPersonen_53,UitAanleunwoningen_54,GemiddeldPerDag_55,VoorBewonersUitAanleunwoningen_56,AantalAangeslotenWoningen_57,Aanleunwoningen_58,TotaalFteS_59,AlgemeenBeheer_60,Huishouding_61,GeestelijkeEnCultureleZorg_62,TuinTechniekOnderhoud_63,TotaalVerzorging_64,Verpleegkundigen_65,Ziekenverzorgenden_66,Bejaardenverzorgenden_67,BejaardenhelpendenI_68,BejaardenhelpendenII_69,Verzorgingshulpen_70,PersoneelInOpleiding_71,OverigVerzorgendPersoneel_72,Maaltijdverstrekking_73,OverigWerksoorten_74,TotaalMetVolledigeWeektaak_75,AlgemeenBeheer_76,Huishouding_77,GeestelijkeEnCultureleZorg_78,TuinTechniekOnderhoud_79,TotaalVerzorging_80,Verpleegkundigen_81,Ziekenverzorgenden_82,Bejaardenverzorgenden_83,BejaardenhelpendenI_84,BejaardenhelpendenII_85,Verzorgingshulpen_86,PersoneelInOpleiding_87,OverigVerzorgendPersoneel_88,Maaltijdverstrekking_89,OverigeWerksoorten_90,TotaalMetGedeeltelijkeWeektaak_91,AlgemeenBeheer_92,Huishouding_93,GeestelijkeEnCultureleZorg_94,TuinTechniekOnderhoud_95,TotaalVerzorging_96,Verpleegkundigen_97,Ziekenverzorgenden_98,Bejaardenverzorgenden_99,BejaardenhelpendenI_100,BejaardenhelpendenII_101,Verzorgingshulpen_102,PersoneelInOpleiding_103,OverigVerzorgendPersoneel_104,Maaltijdverstrekking_105,OverigeWerksoorten_106,AantalOproepkrachten_107,UitbetaaldeUren_108,AantalPersonenNietInLoondienst_109,UitbetaaldeUren_110,AantalUitzendkrachten_111,UitbetaaldeUren_112,AantalOverigeUitzendkrachten_113,UitbetaaldeUren_114,AantalBanenpoolers_115,UitbetaaldeUren_116,AantalOverigePersoneelsleden_117,UitbetaaldeUren_118,VerzorgingshuizenMetVrijwilligers_119,AantalVrijwilligers_120,AantalGewerkteUren_121,AantalStagiaires_122,AantalGewerkteUren_123,TotaalKosten_124,SalarissenEnVergoedingen_125,SocialeLastenAnderePersoneelskosten_126,Voeding_127,HotelmatigeKosten_128,AlgemeneKosten_129,BewonergebondenKosten_130,Energie_131,OverigeTerreinEnGebouwgebKosten_132,AfschrijvingenHuurLeasing_133,Overboekingsrekening_134,DiverseLasten_135,KostenPerBewonersplaats_136,TotaalOpbrengsten_137,DienstenAanDerden_138,EigenBijdragen_139,Subsidies_140,BijzondereVergoedingen_141,OverigeOpbrengsten_142,Exploitatiesaldo_143
75,PV30  ,1995JJ00,124.0,94.0,16.0,14.0,7371.0,6110.0,490.0,4197.0,1424.0,1261.0,60.0,907.0,294.0,223,76.0,49.0,16.0,58.0,65.0,16080,1,2,6,15,29,30,15,3,3660.0,1014,2646,0.0,0,0,0.0,0,0,3660,84,10,2,2,3,899,6,3,15,76,1543.0,47010.0,2091.0,807.0,199.0,0.0,7030.0,1877.0,9208.0,6858.0,7198,548,1083,187,177,4152,323,922,2370,150,30,101,33,223,873,179,2334,241,177,35,99,1327,,,,,,,,,413,41,9996,759,1933,316,174,5271,0,0,0,0,0,0,0,0,1190,354,2288.0,739594.0,686.0,279272.0,124.0,31845.0,33.0,6672.0,153.0,141025.0,119.0,62200.0,180.0,5912.0,598879.0,1663.0,900067.0,315.9,149.3,43.6,22.8,7.5,13.0,1.4,11.3,9.3,57.8,-1.6,1.5,18.2,318.2,8.2,119.6,175.6,9.7,5.0,2.3
76,PV30  ,1996JJ00,119.0,82.0,20.0,17.0,7194.0,5689.0,511.0,3963.0,1215.0,1505.0,58.0,929.0,519.0,220,75.0,49.0,16.0,57.0,67.0,15909,1,2,6,15,28,30,15,4,3630.0,1016,2614,0.0,0,0,0.0,0,0,3630,83,9,2,1,4,823,5,2,11,81,1842.0,51007.0,1416.0,441.0,47.0,0.0,6901.0,1976.0,9943.0,6932.0,7212,581,1032,180,174,4213,327,907,2376,162,39,130,27,245,871,161,2228,243,169,31,95,1257,,,,,,,,,404,29,10117,800,1871,310,169,5474,0,0,0,0,0,0,0,0,1165,329,2291.0,747598.0,815.0,344147.0,251.0,49853.0,51.0,13474.0,137.0,171839.0,109.0,69217.0,177.0,6332.0,742179.0,1612.0,492496.0,324.3,152.9,44.2,23.3,8.3,13.6,1.6,11.9,9.9,59.7,-2.1,1.0,19.0,322.3,7.4,121.3,180.2,8.6,4.9,-2.0
77,PV30  ,1997JJ00,135.0,84.0,20.0,31.0,7541.0,5980.0,576.0,3968.0,1435.0,1561.0,61.0,1094.0,405.0,221,71.0,41.0,10.0,57.0,66.0,15768,1,2,6,14,28,31,16,4,3997.0,1059,2938,892.0,184,708,2877.0,896,1981,3997,84,8,2,2,4,891,5,4,8,83,1850.0,59321.0,1722.0,108.0,56.0,4.0,7242.0,1920.0,9218.0,6897.0,7509,551,1013,182,179,4467,353,1001,2449,188,52,152,33,239,910,208,2266,232,156,29,106,1283,,,,,,,,,412,48,10481,754,1840,303,150,5858,0,0,0,0,0,0,0,0,1216,361,2094.0,590697.0,738.0,320768.0,350.0,49552.0,95.0,22883.0,159.0,188194.0,134.0,60138.0,181.0,6921.0,834541.0,1521.0,449049.0,333.7,153.5,44.7,23.2,9.0,15.1,1.7,12.3,10.2,63.3,-1.8,2.5,20.1,334.7,6.9,1.1,313.6,7.8,5.3,1.0
78,PV30  ,1998JJ00,138.0,35.0,11.0,92.0,8187.0,6647.0,201.0,5097.0,1349.0,1540.0,117.0,978.0,445.0,224,75.0,42.0,11.0,60.0,68.0,15661,0,1,5,13,26,32,18,5,3922.0,1069,2853,944.0,231,713,3093.0,908,2185,3921,83,6,2,5,4,944,7,1,21,71,2999.0,88938.0,2175.0,327.0,231.0,51.0,7823.0,1930.0,9626.0,7787.0,7705,583,1007,231,206,4551,343,1014,2364,191,74,213,49,304,931,203,2161,233,183,34,138,1132,112.0,199.0,632.0,25.0,8.0,31.0,9.0,116.0,396,45,10700,746,1781,367,121,6108,424,1499,3014,302,134,340,57,339,1186,391,2162.0,639505.0,1026.0,422445.0,587.0,96303.0,114.0,19969.0,230.0,253599.0,95.0,52568.0,193.0,7559.0,818096.0,1709.0,503258.0,363.2,166.6,49.2,25.9,10.1,16.3,2.4,12.5,11.0,66.9,-0.8,3.1,22.0,364.0,8.1,1.0,339.8,7.9,7.1,0.8
79,PV30  ,1999JJ00,,,,,,,,,,,,,,221,,,,,,15745,0,1,5,13,25,31,19,5,4003.0,1044,2959,987.0,203,784,3123.0,881,2242,4003,85,7,2,2,4,987,4,1,15,80,,,,,,,,,,,7848,611,1069,247,194,4592,350,978,2201,265,104,229,66,398,899,237,1955,236,176,11,131,1018,74.0,193.0,586.0,20.0,3.0,14.0,1.0,127.0,372,11,11194,830,1784,418,114,6380,480,1403,2982,404,164,374,70,503,1239,429,,,,,,,,,,,,,,,,,,388.5,177.3,54.5,29.9,10.6,18.5,2.3,12.5,23.9,69.8,-1.0,2.6,23.6,389.8,9.1,1.4,356.6,11.8,10.9,1.2
80,PV31  ,1995JJ00,33.0,25.0,5.0,3.0,1910.0,1665.0,141.0,1134.0,390.0,245.0,0.0,91.0,154.0,103,68.0,56.0,11.0,59.0,42.0,8208,1,2,7,15,30,28,14,3,1749.0,461,1288,0.0,0,0,0.0,0,0,1749,78,5,4,8,6,454,6,1,11,81,959.0,34312.0,2224.0,54.0,29.0,0.0,1662.0,181.0,3107.0,1798.0,3497,300,370,84,98,2128,151,474,1074,120,42,61,25,181,417,100,1122,128,57,12,65,637,,,,,,,,,194,28,4634,398,890,141,68,2722,0,0,0,0,0,0,0,0,465,149,1343.0,359697.0,466.0,160200.0,100.0,18905.0,47.0,10855.0,147.0,93922.0,22.0,10793.0,88.0,2978.0,439425.0,1039.0,239161.0,166.2,77.9,23.1,11.4,3.4,7.4,0.8,5.8,7.0,31.2,-2.4,0.5,19.1,166.4,1.1,64.6,94.0,4.8,2.0,0.2
81,PV31  ,1996JJ00,43.0,26.0,9.0,8.0,2241.0,1859.0,110.0,1220.0,529.0,382.0,70.0,162.0,150.0,102,74.0,56.0,7.0,60.0,47.0,8229,1,2,7,16,29,27,15,3,1739.0,457,1282,0.0,0,0,0.0,0,0,1739,81,5,5,5,5,463,5,1,12,81,1140.0,41349.0,1953.0,56.0,1.0,0.0,2990.0,1037.0,3192.0,1529.0,3608,311,370,109,99,2180,173,479,1092,112,41,57,27,199,454,85,1051,129,50,21,68,568,,,,,,,,,198,19,5031,428,704,183,59,2974,0,0,0,0,0,0,0,0,548,135,1176.0,347048.0,503.0,178934.0,182.0,28884.0,47.0,10853.0,114.0,105291.0,14.0,8347.0,87.0,3237.0,461646.0,948.0,263068.0,169.7,79.5,23.7,11.4,3.6,7.5,0.9,6.4,6.7,29.9,-0.1,0.2,19.4,169.2,2.1,67.7,92.6,4.6,2.2,-0.5
82,PV31  ,1997JJ00,47.0,22.0,12.0,13.0,2237.0,1665.0,116.0,1077.0,472.0,571.0,48.0,283.0,240.0,103,78.0,58.0,8.0,58.0,51.0,8278,1,2,7,15,29,28,15,4,1791.0,489,1302,458.0,99,359,1326.0,412,914,1790,85,4,4,4,4,458,4,4,8,84,1222.0,43794.0,1583.0,101.0,21.0,0.0,2515.0,446.0,3531.0,1632.0,3801,330,372,116,101,2318,168,492,1183,114,48,61,25,227,480,84,1085,131,45,20,73,584,,,,,,,,,213,20,5326,440,706,193,55,3178,0,0,0,0,0,0,0,0,602,152,1150.0,359789.0,417.0,190941.0,222.0,37474.0,38.0,13039.0,127.0,124831.0,30.0,15597.0,91.0,3350.0,462324.0,987.0,250792.0,178.0,82.6,24.2,12.5,4.3,7.9,1.0,6.4,6.9,31.9,-0.2,0.6,20.5,180.4,3.1,1.3,167.9,5.7,2.5,2.4
83,PV31  ,1998JJ00,47.0,12.0,4.0,31.0,2844.0,2403.0,96.0,1647.0,660.0,441.0,101.0,159.0,181.0,100,80.0,64.0,11.0,65.0,55.0,8118,0,1,5,14,26,31,17,5,1822.0,489,1333,415.0,80,335,1543.0,448,1095,1822,85,4,2,4,4,415,12,2,9,78,1670.0,52328.0,2070.0,164.0,124.0,23.0,3301.0,878.0,3958.0,2706.0,3908,317,436,119,106,2362,176,509,1167,137,47,90,23,213,471,100,1070,125,64,18,77,558,51.0,120.0,265.0,21.0,6.0,12.0,2.0,80.0,206,23,5513,439,790,198,55,3261,237,760,1551,206,80,149,31,248,606,164,1050.0,352305.0,584.0,284136.0,312.0,48921.0,61.0,13332.0,175.0,203537.0,37.0,18339.0,92.0,4244.0,454074.0,941.0,270439.0,195.9,92.3,26.8,13.2,4.9,9.0,1.5,6.5,6.9,33.9,0.2,0.9,22.9,197.5,4.3,0.9,182.5,6.1,3.8,1.5
84,PV31  ,1999JJ00,,,,,,,,,,,,,,101,,,,,,8067,0,1,5,14,25,32,18,5,1940.0,496,1444,508.0,100,408,1580.0,434,1146,1940,85,5,2,3,4,508,9,2,14,75,,,,,,,,,,,3998,342,441,104,96,2414,181,554,1074,147,56,105,46,251,467,133,1010,136,70,11,65,523,40.0,121.0,263.0,18.0,2.0,2.0,1.0,76.0,194,11,5790,464,791,185,52,3422,263,831,1456,223,87,180,59,323,646,230,,,,,,,,,,,,,,,,,,205.0,94.7,29.8,13.8,5.4,9.8,1.5,6.3,13.3,36.1,-0.2,0.7,24.1,207.4,4.4,1.2,189.8,8.1,3.9,2.4
85,GM0363,1995JJ00,24.0,22.0,1.0,1.0,1961.0,1801.0,85.0,1327.0,388.0,160.0,0.0,129.0,31.0,43,98.0,88.0,19.0,81.0,56.0,4991,0,1,4,11,25,32,20,6,902.0,241,661,0.0,0,0,0.0,0,0,902,81,1,5,9,4,451,13,2,18,68,837.0,15665.0,903.0,71.0,21.0,0.0,1688.0,224.0,1990.0,1704.0,2422,205,305,86,68,1351,175,270,388,143,25,188,29,134,309,99,982,89,100,23,51,511,,,,,,,,,181,27,2846,263,402,124,34,1574,0,0,0,0,0,0,0,0,309,140,573.0,270723.0,874.0,180442.0,568.0,87591.0,192.0,21182.0,46.0,57700.0,11.0,6030.0,40.0,1386.0,168222.0,249.0,66422.0,127.2,57.8,17.0,7.0,4.3,6.2,0.5,4.8,3.5,26.6,-0.8,0.2,21.1,126.3,1.3,40.4,78.1,5.3,1.2,-0.9
86,GM0363,1996JJ00,30.0,17.0,13.0,0.0,2122.0,1706.0,31.0,1369.0,306.0,416.0,7.0,213.0,196.0,44,73.0,75.0,4.0,61.0,48.0,4695,0,1,4,11,25,31,21,6,909.0,242,667,0.0,0,0,0.0,0,0,919,82,2,3,8,5,515,8,2,30,60,910.0,26055.0,1145.0,73.0,3.0,0.0,1977.0,374.0,2262.0,1769.0,2338,213,295,93,66,1310,156,262,432,141,42,128,24,125,290,72,905,95,96,20,47,462,,,,,,,,,163,22,2733,253,405,146,36,1467,0,0,0,0,0,0,0,0,318,108,691.0,220380.0,740.0,197506.0,531.0,80325.0,78.0,19744.0,51.0,71834.0,12.0,12641.0,33.0,1245.0,206311.0,275.0,64099.0,120.8,55.8,16.6,7.3,4.0,5.9,0.6,4.9,3.4,22.4,-0.6,0.5,21.9,120.0,1.9,37.3,73.5,5.5,1.8,-0.8
87,GM0363,1997JJ00,29.0,15.0,2.0,12.0,1806.0,1395.0,29.0,1070.0,295.0,411.0,7.0,212.0,191.0,45,91.0,62.0,2.0,69.0,60.0,4533,0,1,4,10,24,32,21,7,901.0,250,651,364.0,74,290,720.0,190,530,896,76,3,5,12,5,363,5,2,16,76,898.0,29761.0,1013.0,73.0,4.0,1.0,1116.0,358.0,1997.0,1413.0,2352,193,324,76,67,1276,116,298,422,124,40,143,15,117,291,125,874,94,93,19,46,433,,,,,,,,,152,38,2862,237,433,107,36,1534,0,0,0,0,0,0,0,0,339,177,763.0,251019.0,679.0,192088.0,499.0,81212.0,107.0,15635.0,60.0,85056.0,12.0,10184.0,41.0,1378.0,199837.0,241.0,74813.0,113.9,52.8,15.5,6.5,3.5,5.6,0.6,4.3,3.4,21.7,-0.3,0.3,22.7,114.7,1.4,0.4,105.4,5.5,2.0,0.8
88,GM0363,1998JJ00,20.0,5.0,0.0,15.0,1580.0,1428.0,47.0,1146.0,235.0,152.0,19.0,91.0,42.0,43,91.0,67.0,2.0,67.0,58.0,4241,0,1,4,11,25,32,20,6,978.0,267,711,263.0,57,206,811.0,234,577,978,85,5,3,4,5,265,8,2,12,79,1054.0,29425.0,974.0,88.0,11.0,2.0,1902.0,381.0,2002.0,1477.0,2129,168,309,64,67,1194,92,263,519,72,19,106,15,108,259,69,691,73,79,14,45,338,32.0,68.0,164.0,14.0,4.0,20.0,3.0,35.0,122,19,2676,195,432,97,36,1510,113,340,618,98,30,162,16,132,309,97,563.0,172534.0,623.0,135511.0,488.0,45653.0,59.0,9717.0,65.0,74125.0,12.0,6010.0,39.0,1905.0,228607.0,377.0,99515.0,115.6,53.3,15.4,7.2,3.4,5.5,0.7,3.9,3.3,21.9,-0.4,1.4,25.5,116.2,1.8,0.4,106.7,5.5,1.8,0.5
89,GM0363,1999JJ00,,,,,,,,,,,,,,41,,,,,,4061,0,1,4,12,24,32,20,6,990.0,274,716,284.0,61,223,787.0,216,571,990,89,3,2,2,4,284,6,3,12,78,,,,,,,,,,,2137,165,312,61,59,1175,77,244,421,162,21,98,17,133,260,105,650,64,78,11,41,303,26.0,55.0,118.0,56.0,0.0,12.0,2.0,34.0,125,28,2654,192,418,84,34,1490,93,318,526,178,31,148,22,174,310,126,,,,,,,,,,,,,,,,,,114.5,51.9,16.7,7.2,3.9,5.9,0.6,3.7,6.9,21.7,-0.7,0.4,26.6,114.8,1.6,0.4,103.0,7.2,2.6,0.3
90,GM0599,1995JJ00,19.0,12.0,5.0,1.0,2555.0,1865.0,435.0,1353.0,78.0,690.0,0.0,609.0,82.0,43,93.0,60.0,7.0,74.0,63.0,5192,1,2,4,10,23,33,22,6,1271.0,330,941,0.0,0,0,0.0,0,0,1271,79,5,1,13,1,448,4,4,23,70,1251.0,41424.0,994.0,25.0,2.0,0.0,1995.0,288.0,2922.0,2456.0,2216,162,317,66,54,1277,83,188,450,196,68,146,39,106,276,65,855,73,64,18,48,503,,,,,,,,,136,13,2562,201,528,89,9,1313,0,0,0,0,0,0,0,0,288,135,509.0,176504.0,958.0,556193.0,573.0,250802.0,73.0,19056.0,212.0,249976.0,58.0,31562.0,41.0,1486.0,235173.0,297.0,86601.0,109.5,48.5,13.4,7.3,2.3,6.5,0.4,3.8,3.2,23.9,0.0,0.3,18.4,109.9,3.3,35.4,67.0,2.1,2.0,0.4
91,GM0599,1996JJ00,20.0,17.0,3.0,0.0,2912.0,2414.0,253.0,2028.0,133.0,498.0,103.0,373.0,22.0,42,98.0,60.0,4.0,79.0,64.0,4585,0,2,4,10,23,32,22,7,1088.0,260,828,0.0,0,0,0.0,0,0,1088,78,3,2,14,2,414,6,2,24,68,1443.0,51390.0,648.0,56.0,3.0,0.0,2462.0,410.0,3023.0,2365.0,2076,151,289,57,48,1199,83,188,465,159,58,126,30,91,251,82,739,63,61,14,34,435,,,,,,,,,118,13,2550,209,461,83,26,1328,0,0,0,0,0,0,0,0,301,141,487.0,155002.0,796.0,328154.0,445.0,48454.0,71.0,11293.0,193.0,207515.0,48.0,52672.0,41.0,1306.0,176764.0,324.0,97958.0,113.7,48.9,14.3,7.6,2.4,6.6,0.6,4.0,3.4,24.8,0.9,0.4,20.0,118.6,3.9,35.1,75.4,1.9,2.5,4.9
92,GM0599,1997JJ00,21.0,15.0,2.0,4.0,2710.0,2254.0,240.0,1808.0,206.0,456.0,2.0,424.0,30.0,37,97.0,51.0,5.0,73.0,76.0,4038,0,2,4,10,23,31,22,8,878.0,243,635,315.0,54,261,873.0,220,653,817,85,3,2,6,4,314,3,1,16,80,1326.0,46991.0,565.0,185.0,13.0,3.0,2744.0,691.0,3476.0,2484.0,1998,138,275,57,49,1193,83,198,418,144,43,154,23,130,223,64,733,55,64,13,38,439,,,,,,,,,107,17,2371,186,429,79,25,1301,0,0,0,0,0,0,0,0,263,89,600.0,139660.0,1603.0,401621.0,1307.0,70177.0,69.0,21832.0,199.0,260973.0,28.0,48639.0,36.0,1303.0,172751.0,241.0,78737.0,112.9,45.7,15.4,7.4,2.5,5.6,0.5,3.9,3.1,26.5,0.5,1.6,24.2,117.6,3.8,0.8,108.8,1.8,2.4,4.7
93,GM0599,1998JJ00,19.0,9.0,1.0,9.0,2188.0,1799.0,306.0,1226.0,267.0,389.0,4.0,336.0,49.0,40,95.0,50.0,3.0,70.0,73.0,3928,0,1,4,11,23,31,22,6,960.0,242,718,276.0,50,226,833.0,216,617,959,89,5,1,2,3,276,5,1,18,76,1423.0,48010.0,1167.0,61.0,13.0,2.0,1700.0,453.0,3313.0,2357.0,1980,153,247,66,51,1184,72,202,502,102,47,114,29,115,230,51,638,60,51,15,37,373,26.0,52.0,165.0,37.0,15.0,28.0,2.0,49.0,94,8,2430,188,407,92,21,1343,95,257,535,99,48,159,36,112,290,88,568.0,179668.0,735.0,272104.0,522.0,41359.0,27.0,3862.0,161.0,213930.0,23.0,12849.0,39.0,1736.0,259870.0,345.0,84475.0,107.5,46.3,14.2,7.1,2.5,5.8,0.5,3.4,2.6,23.7,-0.5,2.0,24.1,108.2,3.6,0.4,99.8,2.5,2.0,0.7
94,GM0599,1999JJ00,,,,,,,,,,,,,,40,,,,,,3933,0,1,4,12,23,31,22,7,1011.0,268,743,257.0,49,208,854.0,233,621,1011,90,4,1,2,4,257,5,4,15,76,,,,,,,,,,,2008,155,260,63,49,1192,72,208,486,100,31,101,37,158,228,60,561,57,55,5,35,319,16.0,46.0,137.0,26.0,4.0,13.0,9.0,68.0,88,2,2680,208,424,94,32,1489,105,285,578,117,40,153,47,164,322,111,,,,,,,,,,,,,,,,,,113.8,47.8,17.0,8.3,2.7,6.0,0.5,3.4,6.0,24.1,0.1,1.1,27.5,113.8,3.9,0.2,103.6,3.9,2.1,0.0
95,GM0518,1995JJ00,20.0,16.0,4.0,0.0,1853.0,1089.0,221.0,789.0,79.0,764.0,0.0,755.0,8.0,35,94.0,48.0,9.0,77.0,60.0,4181,1,1,4,12,25,32,19,5,863.0,227,636,0.0,0,0,0.0,0,0,863,86,5,2,3,4,257,3,5,12,79,861.0,17116.0,467.0,51.0,3.0,0.0,1300.0,151.0,1871.0,1669.0,1868,145,222,47,79,1057,139,162,285,158,47,122,53,91,240,77,837,59,82,8,54,455,,,,,,,,,156,23,1948,166,265,69,41,1084,0,0,0,0,0,0,0,0,213,110,411.0,131565.0,317.0,117044.0,192.0,47245.0,41.0,12345.0,27.0,36076.0,11.0,4615.0,32.0,957.0,115338.0,245.0,37402.0,96.1,41.9,12.4,5.4,3.8,6.4,0.4,3.4,3.7,19.0,-0.8,0.5,20.8,96.8,1.4,34.7,54.7,2.4,3.7,0.8
96,GM0518,1996JJ00,24.0,12.0,12.0,0.0,2008.0,993.0,88.0,785.0,121.0,1015.0,141.0,853.0,22.0,37,81.0,57.0,19.0,59.0,49.0,3972,1,1,4,12,25,31,20,6,788.0,207,581,0.0,0,0,0.0,0,0,788,86,5,4,2,4,265,6,8,12,74,1651.0,19973.0,615.0,26.0,5.0,0.0,1046.0,217.0,2022.0,1763.0,1895,148,237,51,64,1081,124,165,321,152,28,132,52,106,242,72,811,58,82,9,53,429,,,,,,,,,160,21,2113,181,311,80,19,1187,0,0,0,0,0,0,0,0,226,110,514.0,140349.0,369.0,124951.0,202.0,41485.0,57.0,14816.0,46.0,41211.0,14.0,11628.0,31.0,1170.0,133976.0,287.0,59449.0,95.6,41.9,11.7,5.5,3.4,6.3,0.4,3.6,3.4,19.1,0.0,0.3,21.5,95.2,1.3,34.1,52.1,3.8,3.8,-0.5
97,GM0518,1997JJ00,29.0,8.0,8.0,13.0,1937.0,987.0,92.0,681.0,214.0,950.0,168.0,735.0,48.0,37,92.0,49.0,16.0,73.0,62.0,3993,1,2,5,12,27,31,18,6,979.0,246,733,244.0,47,197,737.0,205,532,971,81,6,5,3,6,231,10,8,8,75,865.0,24317.0,703.0,50.0,16.0,6.0,1142.0,295.0,2235.0,1618.0,1936,170,234,59,64,1100,103,218,372,108,14,143,37,105,257,53,758,73,76,12,51,391,,,,,,,,,149,6,2186,195,318,85,24,1232,0,0,0,0,0,0,0,0,236,96,714.0,141717.0,579.0,119449.0,441.0,39166.0,63.0,12633.0,56.0,59401.0,19.0,8249.0,37.0,1475.0,141850.0,362.0,95581.0,95.0,41.8,11.6,6.0,3.3,5.9,0.4,3.4,3.1,19.0,0.1,0.5,22.5,95.5,1.5,0.3,89.4,2.4,2.0,0.5
98,GM0518,1998JJ00,26.0,8.0,4.0,14.0,2257.0,1704.0,138.0,1344.0,222.0,553.0,15.0,486.0,52.0,37,92.0,49.0,16.0,70.0,68.0,3964,0,1,4,11,25,31,21,6,922.0,229,693,218.0,47,171,753.0,186,567,922,86,5,3,3,3,219,6,2,11,81,898.0,24211.0,613.0,46.0,54.0,14.0,1520.0,492.0,2214.0,1645.0,1972,173,242,67,57,1129,94,229,443,102,30,129,27,76,247,57,679,74,54,12,43,346,35.0,72.0,148.0,26.0,7.0,30.0,5.0,24.0,136,14,2445,199,382,109,27,1356,113,275,489,115,51,182,30,102,287,86,475.0,139959.0,644.0,134489.0,503.0,50179.0,75.0,11664.0,57.0,68530.0,9.0,4110.0,37.0,1684.0,243405.0,301.0,74100.0,99.1,43.7,13.1,6.3,2.9,5.9,0.9,3.4,3.4,19.3,0.0,0.3,23.6,99.7,2.1,0.2,93.1,2.5,1.5,0.5
99,GM0518,1999JJ00,,,,,,,,,,,,,,37,,,,,,3924,0,2,4,12,24,31,21,6,973.0,253,720,237.0,45,192,780.0,213,567,973,88,5,2,2,3,237,8,1,13,78,,,,,,,,,,,1969,161,265,58,54,1130,84,229,469,74,56,87,27,104,230,70,536,64,51,1,38,269,26.0,51.0,127.0,17.0,8.0,7.0,1.0,32.0,110,3,2690,211,427,99,27,1514,115,326,598,102,72,133,37,131,280,132,,,,,,,,,,,,,,,,,,104.2,46.4,14.7,7.1,3.4,6.1,0.5,3.3,6.7,19.8,-1.1,0.5,25.2,104.2,2.2,0.3,95.9,3.4,2.5,0.1
100,GM0344,1995JJ00,10.0,8.0,0.0,2.0,673.0,583.0,95.0,297.0,190.0,90.0,0.0,75.0,16.0,13,85.0,39.0,0.0,92.0,77.0,1906,0,1,3,14,25,35,15,5,405.0,100,305,0.0,0,0,0.0,0,0,406,79,7,7,5,2,92,7,0,7,87,285.0,8470.0,140.0,11.0,0.0,0.0,405.0,225.0,724.0,724.0,753,77,96,23,31,417,38,67,168,55,34,13,2,41,87,22,316,32,36,6,27,139,,,,,,,,,58,18,842,106,113,39,8,498,0,0,0,0,0,0,0,0,67,11,223.0,74017.0,91.0,15625.0,24.0,6305.0,0.0,0.0,16.0,111.0,30.0,4145.0,12.0,479.0,111722.0,135.0,42158.0,43.3,19.3,4.6,3.1,1.5,2.7,0.2,1.6,1.5,9.3,-0.5,0.0,18.5,43.1,0.5,18.7,23.2,0.3,0.4,-0.2
101,GM0344,1996JJ00,11.0,7.0,4.0,0.0,631.0,520.0,10.0,303.0,207.0,111.0,2.0,84.0,25.0,14,79.0,28.0,0.0,57.0,64.0,1772,0,1,4,11,24,34,20,5,373.0,101,272,0.0,0,0,0.0,0,0,373,70,12,7,7,3,103,2,0,9,89,287.0,8676.0,199.0,49.0,0.0,0.0,516.0,287.0,728.0,690.0,707,60,101,32,35,385,33,79,152,33,28,13,1,46,83,11,270,23,43,6,30,119,,,,,,,,,53,3,863,100,121,47,11,500,0,0,0,0,0,0,0,0,65,18,372.0,80226.0,215.0,20164.0,161.0,8533.0,2.0,345.0,21.0,5226.0,2.0,1004.0,12.0,596.0,120972.0,148.0,42371.0,40.7,18.1,4.4,2.8,1.4,1.9,0.2,1.6,1.5,8.3,0.5,0.1,21.8,40.0,0.5,16.8,21.7,0.3,0.6,-0.7
