ID,RegioS,InwonersVan15Tot65Jaar_1,InwonersTot18Jaar_2,TotaalParticuliereHuishoudens_3,TotaalMetThuiswonendeKinderen_4,MetThuiswonendenKinderen0Tot18Jaar_5,Eenouderhuishoudens2OfMeerKinderen_6,Gemiddelde20192021_7,Eenpersoonshuishoudens31122021_8,Eenpersoonshuishoudens31122020_9,Eenpersoonshuishoudens31122019_10,Gemiddelde20192021_11,Meerpersoonshuishoudens31122021_12,Meerpersoonshuishoudens31122020_13,Meerpersoonshuishoudens31122019_14,HuishoudensMetInkomen_15,GemiddeldGestandaardiseerdInkomen_16,TotaalHuishoudensMetKinderen_17,GemiddeldGestandaardiseerdInkomen_18,TotaalMinderjarigeKinderen_19,InHuishoudensTot120SociaalMinimum_20,InHuishoudensMetLaagInkomen_21,TotaalBeroepsbevolking_22,LagerOpgeleidenGemiddelde20162020_23,LagerOpgeleidenPercentage_24,InwonersDoelpopulatie31122020_25,PersonenMetBijstand31122021_26,WajongUitkeringen31122021_27,PersonenMetLoonkostensubs31122021_28,PsychischMedicijngebruikOuders2021_29
292,GM0861,28750.0,8440.0,20430.0,7070.0,4920.0,490.0,110.0,110.0,120.0,100.0,140.0,130.0,150.0,140.0,19700.0,26500.0,6700.0,28300.0,8300.0,800.0,700.0,24.0,4.0,15.0,4100.0,600.0,770.0,90.0,380.0
293,GM0453,43810.0,12560.0,31380.0,10940.0,7360.0,1010.0,340.0,340.0,350.0,330.0,410.0,410.0,410.0,400.0,30900.0,25400.0,10600.0,27100.0,12900.0,1600.0,1400.0,36.0,6.0,17.0,6430.0,1620.0,840.0,20.0,660.0
294,GM0983,64740.0,17530.0,48590.0,14730.0,10070.0,1310.0,670.0,640.0,700.0,670.0,720.0,680.0,730.0,740.0,46700.0,22900.0,14600.0,23700.0,17700.0,3100.0,2700.0,53.0,11.0,20.0,11520.0,3230.0,1310.0,150.0,860.0
295,GM0984,27880.0,7650.0,19420.0,6500.0,4230.0,480.0,180.0,170.0,180.0,180.0,220.0,210.0,220.0,240.0,19000.0,24100.0,6500.0,25500.0,8500.0,1200.0,1100.0,24.0,5.0,21.0,4190.0,990.0,660.0,80.0,300.0
296,GM1961,36550.0,12350.0,24180.0,9570.0,6650.0,660.0,190.0,180.0,200.0,190.0,240.0,250.0,240.0,240.0,22400.0,25500.0,8500.0,26500.0,11500.0,1100.0,1000.0,29.0,6.0,20.0,4780.0,920.0,620.0,70.0,660.0
297,GM0622,46470.0,14250.0,35140.0,11510.0,8230.0,1440.0,700.0,720.0,710.0,670.0,740.0,750.0,750.0,730.0,34700.0,23200.0,10600.0,24100.0,12700.0,2600.0,2400.0,37.0,7.0,20.0,8780.0,2710.0,1020.0,60.0,630.0
298,GM0096,860.0,140.0,700.0,130.0,80.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,24100.0,100.0,25600.0,200.0,0.0,0.0,1.0,0.0,29.0,120.0,10.0,0.0,0.0,10.0
299,GM0718,27460.0,7570.0,22630.0,6090.0,4360.0,670.0,370.0,350.0,380.0,370.0,400.0,390.0,410.0,390.0,22200.0,22400.0,6000.0,23500.0,7500.0,1200.0,1000.0,21.0,4.0,19.0,5470.0,1860.0,510.0,50.0,390.0
300,GM0986,7190.0,2100.0,5630.0,1830.0,1180.0,120.0,30.0,30.0,30.0,20.0,50.0,50.0,50.0,40.0,5500.0,26600.0,1800.0,27300.0,2100.0,200.0,200.0,7.0,1.0,11.0,1000.0,140.0,130.0,10.0,90.0
301,GM0626,15170.0,5400.0,11370.0,4050.0,2990.0,300.0,80.0,80.0,80.0,80.0,100.0,110.0,100.0,100.0,11100.0,30400.0,4000.0,31300.0,5400.0,500.0,400.0,13.0,1.0,9.0,2160.0,380.0,210.0,10.0,300.0
302,GM0285,14880.0,4840.0,10390.0,3620.0,2480.0,200.0,60.0,60.0,60.0,50.0,70.0,70.0,70.0,70.0,10400.0,25400.0,3500.0,27700.0,4500.0,300.0,300.0,14.0,2.0,17.0,2100.0,320.0,540.0,20.0,150.0
303,GM0865,19260.0,6520.0,13560.0,4830.0,3550.0,340.0,50.0,50.0,60.0,50.0,70.0,70.0,70.0,60.0,11800.0,28300.0,3900.0,31600.0,5200.0,400.0,400.0,14.0,2.0,11.0,2900.0,350.0,520.0,90.0,290.0
304,GM1949,28580.0,8780.0,20560.0,6740.0,4730.0,500.0,220.0,210.0,220.0,220.0,270.0,270.0,270.0,270.0,20400.0,22500.0,6900.0,23500.0,9600.0,1000.0,1000.0,24.0,4.0,18.0,4710.0,1170.0,640.0,50.0,470.0
305,GM0866,10410.0,3560.0,7710.0,2750.0,1970.0,190.0,50.0,50.0,50.0,40.0,60.0,50.0,60.0,60.0,7300.0,31000.0,2600.0,31800.0,3500.0,300.0,300.0,10.0,1.0,12.0,1420.0,240.0,100.0,20.0,170.0
306,GM0867,31370.0,8900.0,22490.0,7430.0,5120.0,590.0,180.0,180.0,190.0,180.0,200.0,190.0,210.0,190.0,20900.0,24600.0,7000.0,26000.0,8800.0,900.0,800.0,26.0,5.0,19.0,4330.0,820.0,510.0,100.0,460.0
307,GM0627,19520.0,6900.0,12960.0,5050.0,3720.0,320.0,80.0,80.0,80.0,90.0,100.0,110.0,100.0,100.0,10900.0,26300.0,3900.0,27000.0,5300.0,400.0,400.0,14.0,2.0,15.0,2450.0,410.0,410.0,20.0,310.0
308,GM0289,28470.0,5780.0,22880.0,4340.0,3210.0,330.0,140.0,140.0,150.0,140.0,160.0,150.0,160.0,160.0,19900.0,20100.0,4100.0,27300.0,5700.0,600.0,600.0,20.0,1.0,7.0,4640.0,720.0,550.0,40.0,310.0
309,GM0629,15860.0,5640.0,12070.0,4200.0,3010.0,390.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,11400.0,38700.0,3800.0,40500.0,5100.0,500.0,500.0,12.0,1.0,9.0,4100.0,420.0,170.0,20.0,200.0
310,GM0852,10190.0,3330.0,7590.0,2760.0,1880.0,230.0,40.0,50.0,40.0,30.0,50.0,50.0,60.0,50.0,7500.0,29200.0,2700.0,32100.0,3300.0,200.0,200.0,10.0,1.0,14.0,1270.0,220.0,110.0,20.0,160.0
311,GM0988,31500.0,8350.0,23280.0,7330.0,4800.0,540.0,190.0,190.0,200.0,190.0,230.0,230.0,240.0,230.0,22200.0,24500.0,7200.0,26300.0,8700.0,1100.0,1000.0,25.0,4.0,16.0,5040.0,1030.0,630.0,90.0,400.0
312,GM0457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,GM1960,32940.0,10670.0,21030.0,8310.0,5660.0,530.0,110.0,110.0,100.0,100.0,150.0,150.0,150.0,140.0,19800.0,27300.0,7900.0,28200.0,11100.0,800.0,800.0,26.0,5.0,21.0,3930.0,560.0,450.0,80.0,500.0
314,GM0668,12490.0,3410.0,8530.0,2940.0,1920.0,170.0,30.0,30.0,30.0,40.0,50.0,50.0,50.0,60.0,8000.0,25200.0,2800.0,27300.0,3600.0,300.0,300.0,9.0,2.0,16.0,1610.0,240.0,220.0,40.0,140.0
315,GM1969,39710.0,13310.0,26900.0,10080.0,7150.0,630.0,190.0,180.0,190.0,200.0,240.0,240.0,230.0,250.0,26100.0,23800.0,9900.0,24700.0,13800.0,1200.0,1100.0,33.0,5.0,15.0,5520.0,1080.0,1090.0,70.0,680.0
316,GM1701,11470.0,3080.0,8880.0,2580.0,1710.0,180.0,40.0,30.0,40.0,50.0,50.0,50.0,50.0,50.0,8600.0,25000.0,2500.0,26300.0,3400.0,300.0,300.0,8.0,1.0,17.0,2000.0,300.0,350.0,20.0,110.0
317,GM0293,9450.0,2720.0,6750.0,2350.0,1620.0,210.0,90.0,90.0,90.0,90.0,110.0,110.0,120.0,120.0,6600.0,23900.0,2500.0,24000.0,2800.0,500.0,400.0,9.0,2.0,19.0,1600.0,400.0,260.0,30.0,170.0
318,GM1950,15690.0,4740.0,11270.0,3370.0,2160.0,260.0,110.0,100.0,110.0,120.0,140.0,140.0,140.0,140.0,11300.0,21900.0,3300.0,22800.0,4200.0,600.0,600.0,11.0,2.0,20.0,3920.0,590.0,510.0,50.0,180.0
319,GM1783,71390.0,22620.0,47680.0,18120.0,12530.0,1250.0,320.0,320.0,310.0,320.0,410.0,410.0,390.0,410.0,44700.0,25900.0,16500.0,28500.0,21100.0,1900.0,1800.0,61.0,10.0,17.0,8030.0,1490.0,1180.0,130.0,1060.0
320,GM0098,15890.0,4790.0,11580.0,3830.0,2620.0,290.0,100.0,90.0,90.0,110.0,110.0,110.0,100.0,110.0,11400.0,22700.0,3700.0,24000.0,4900.0,600.0,600.0,14.0,3.0,22.0,2570.0,530.0,440.0,40.0,210.0
321,GM0614,8900.0,2410.0,6770.0,2160.0,1400.0,140.0,20.0,20.0,20.0,20.0,30.0,30.0,30.0,30.0,6400.0,31500.0,2000.0,33500.0,2300.0,200.0,200.0,6.0,1.0,14.0,1380.0,140.0,120.0,20.0,120.0
322,GM0189,15070.0,5110.0,9760.0,3940.0,2620.0,220.0,40.0,40.0,40.0,40.0,60.0,60.0,60.0,60.0,9300.0,26200.0,3700.0,27100.0,5200.0,400.0,400.0,15.0,2.0,14.0,1570.0,250.0,220.0,40.0,170.0
323,GM0296,26090.0,7680.0,17930.0,6560.0,4370.0,480.0,160.0,150.0,160.0,170.0,180.0,180.0,170.0,180.0,17500.0,25500.0,6500.0,26600.0,8500.0,800.0,700.0,22.0,3.0,12.0,3420.0,820.0,520.0,40.0,380.0
324,GM1696,14810.0,4610.0,10820.0,3830.0,2650.0,240.0,40.0,40.0,40.0,40.0,60.0,50.0,60.0,60.0,10300.0,29800.0,3500.0,31200.0,4500.0,400.0,300.0,11.0,1.0,13.0,1820.0,240.0,150.0,10.0,180.0
325,GM0352,14870.0,4620.0,10310.0,3740.0,2590.0,280.0,70.0,70.0,70.0,60.0,90.0,90.0,90.0,80.0,9800.0,27600.0,3700.0,27800.0,4900.0,400.0,300.0,14.0,2.0,12.0,1740.0,300.0,200.0,20.0,260.0
326,GM0294,17950.0,5210.0,13000.0,4260.0,2880.0,320.0,130.0,130.0,120.0,130.0,150.0,150.0,140.0,150.0,12900.0,23100.0,4200.0,24200.0,5600.0,600.0,600.0,16.0,3.0,22.0,2880.0,690.0,480.0,60.0,260.0
327,GM0873,13660.0,3690.0,9820.0,3280.0,2140.0,230.0,60.0,60.0,60.0,60.0,80.0,70.0,80.0,90.0,9500.0,25300.0,3200.0,26100.0,3600.0,400.0,300.0,14.0,3.0,20.0,2590.0,310.0,210.0,20.0,150.0
328,GM0632,33420.0,11200.0,22370.0,8470.0,6010.0,650.0,140.0,150.0,150.0,120.0,190.0,200.0,180.0,180.0,21400.0,27900.0,8100.0,29500.0,11400.0,800.0,800.0,28.0,4.0,14.0,3970.0,780.0,530.0,50.0,540.0
329,GM1690,14750.0,4480.0,10300.0,3540.0,2380.0,200.0,40.0,30.0,40.0,40.0,60.0,60.0,60.0,60.0,10000.0,25200.0,3500.0,26700.0,4700.0,400.0,300.0,15.0,3.0,17.0,1820.0,290.0,280.0,30.0,150.0
330,GM0880,10170.0,2900.0,7210.0,2610.0,1670.0,220.0,60.0,60.0,60.0,60.0,70.0,70.0,70.0,70.0,6900.0,26500.0,2500.0,27600.0,3000.0,300.0,300.0,9.0,1.0,14.0,1220.0,250.0,150.0,0.0,160.0
331,GM0351,8540.0,3270.0,5340.0,2210.0,1630.0,120.0,20.0,20.0,20.0,20.0,40.0,30.0,40.0,40.0,5000.0,26400.0,1900.0,26900.0,3000.0,200.0,200.0,7.0,1.0,17.0,1070.0,130.0,250.0,20.0,170.0
332,GM0479,102280.0,30960.0,70810.0,26160.0,17960.0,2740.0,1060.0,1030.0,1080.0,1080.0,1090.0,1060.0,1090.0,1130.0,68600.0,24000.0,24400.0,25000.0,30200.0,4500.0,3800.0,83.0,14.0,16.0,16510.0,4190.0,2100.0,30.0,1450.0
333,GM0297,19100.0,6540.0,12340.0,4680.0,3320.0,300.0,70.0,60.0,70.0,70.0,100.0,90.0,100.0,90.0,10900.0,26200.0,4400.0,27000.0,6500.0,500.0,500.0,16.0,3.0,17.0,2560.0,360.0,260.0,60.0,360.0
334,GM0473,10350.0,2680.0,8620.0,2480.0,1650.0,240.0,100.0,100.0,110.0,110.0,110.0,110.0,110.0,100.0,8600.0,25600.0,2300.0,27500.0,2600.0,400.0,400.0,7.0,1.0,16.0,1890.0,480.0,180.0,10.0,100.0
335,GM0050,16080.0,4850.0,10090.0,3800.0,2730.0,250.0,80.0,80.0,80.0,80.0,100.0,100.0,90.0,100.0,8900.0,25400.0,3700.0,27100.0,5400.0,500.0,500.0,11.0,2.0,15.0,1860.0,350.0,230.0,10.0,200.0
336,GM0355,40580.0,13820.0,29860.0,9660.0,7290.0,820.0,280.0,280.0,290.0,280.0,330.0,350.0,320.0,320.0,29400.0,27700.0,8600.0,32500.0,12500.0,1500.0,1400.0,31.0,4.0,14.0,6660.0,1490.0,1270.0,70.0,670.0
337,GM0299,27210.0,7760.0,20330.0,6660.0,4530.0,510.0,190.0,170.0,200.0,200.0,200.0,180.0,210.0,200.0,19400.0,23700.0,6400.0,24400.0,8000.0,1000.0,900.0,22.0,4.0,19.0,4090.0,910.0,730.0,60.0,400.0
338,GM0637,79060.0,25570.0,56480.0,20710.0,14440.0,2420.0,990.0,970.0,1010.0,980.0,1000.0,1000.0,1020.0,1000.0,55100.0,25700.0,20400.0,25600.0,24700.0,4200.0,3700.0,68.0,10.0,14.0,12470.0,3350.0,1510.0,130.0,1360.0
339,GM0638,5890.0,1770.0,3850.0,1420.0,1000.0,90.0,20.0,20.0,20.0,20.0,20.0,30.0,20.0,20.0,3600.0,27000.0,1300.0,29200.0,1500.0,100.0,100.0,5.0,1.0,27.0,770.0,80.0,290.0,10.0,100.0
340,GM1892,28700.0,10110.0,18610.0,7760.0,5550.0,590.0,140.0,150.0,140.0,120.0,180.0,180.0,190.0,170.0,16900.0,28100.0,6700.0,29300.0,8800.0,600.0,600.0,24.0,3.0,14.0,3590.0,640.0,490.0,40.0,430.0
341,GM0879,14130.0,3590.0,9760.0,3240.0,2020.0,180.0,50.0,50.0,60.0,50.0,70.0,80.0,80.0,70.0,9400.0,25100.0,3100.0,28400.0,3600.0,300.0,300.0,11.0,2.0,17.0,1990.0,280.0,280.0,30.0,150.0
342,GM0301,30110.0,8690.0,22580.0,6930.0,4930.0,670.0,340.0,310.0,340.0,370.0,350.0,320.0,350.0,390.0,22000.0,23100.0,6900.0,23600.0,9500.0,1500.0,1200.0,24.0,4.0,17.0,6150.0,1650.0,1170.0,120.0,540.0
343,GM1896,14370.0,5600.0,8730.0,3730.0,2710.0,190.0,60.0,50.0,50.0,60.0,70.0,60.0,60.0,80.0,8400.0,24600.0,3500.0,25300.0,5800.0,300.0,400.0,12.0,3.0,26.0,1710.0,220.0,320.0,50.0,210.0
344,GM0642,27320.0,8700.0,20340.0,6980.0,4860.0,780.0,380.0,390.0,390.0,370.0,400.0,410.0,400.0,390.0,20200.0,25000.0,6800.0,25200.0,8400.0,1400.0,1300.0,23.0,4.0,20.0,4580.0,1350.0,470.0,90.0,490.0
345,GM0193,86980.0,26830.0,61440.0,19270.0,14740.0,1690.0,780.0,750.0,790.0,800.0,860.0,850.0,860.0,870.0,58400.0,23400.0,18300.0,25200.0,26400.0,3000.0,2700.0,70.0,7.0,10.0,12980.0,4140.0,2760.0,200.0,1530.0
