ID,Persoonskenmerken,Perioden,PersonalComputerPC_1,Desktop_2,Laptop_3,k_3MndGeleden_4,k_312MndGeleden_5,k_1JaarGeleden_6,NooitPCGebruikt_7,BijnaDagelijks_8,NietDagelijksMaarMinstens1xPerWeek_9,NietWekelijksMaarMinstens1xPerMnd_10,Nauwelijks_11,Thuis_12,BijIemandAndersThuis_13,OpHetWerk_14,BijEenOnderwijsinstelling_15,Ja_16,Nee_17,k_3MndGeleden_18,k_312MndGeleden_19,k_13JaarGeleden_20,MeerDan3JaarGeleden_21,MapOfFolderKopierenVerplaatsen_22,KopierenOfPlakkenVanInformatie_23,EenvoudigeFormGebruikenSpreadsheet_24,MappenBestandenComprimerenZippen_25,Programmeren_26,GeenVanDezeVaardigheden_27,MapOfFolderKopierenVerplaatsten_28,KopierenOfPlakkenVanInformatie_29,EenvoudigeFormGebruikenSpreadsheet_30,MappenBestandenComprimerenZippen_31,Programmeren_32,GeenVanDezeVaardigheden_33,WelToegangInternet_34,GeenToegangInternet_35,EldersInternetten_36,WilNietGeenInteresse_37,FinancieleRedenen_38,OnvoldoendeKennisFysiekeBeperking_39,PrivacyEnVeiligheid_40,AndereReden_41,TotaalGeenBreedband_42,AnaloogModem_43,ISDN_44,MobieleTelefoonWAPGPRS_45,TotaalBreedband_46,ADSL_47,Kabel_48,TotaalGeenBreedband_49,AnaloogModem_50,ISDN_51,MobieleTelefoonWAPGPRS_52,TotaalBreedband_53,ADSL_54,Kabel_55,PersonalComputer_56,PCDesktop_57,Laptop_58,MobieleTelefoon_59,AndereApparatuur_60,PersonalComputer_61,PCDesktop_62,Laptop_63,MobieleTelefoon_64,AndereApparatuur_65,k_3MndGeleden_66,k_312MndGeleden_67,k_1JaarGeleden_68,NooitInternetGebruikt_69,BijnaDagelijks_70,NietDagelijksMaarMinstens1xPerWeek_71,NietWekelijksMaarMinstens1xPerMnd_72,MinderDan1xPerMaand_73,Thuis_74,BijIemandAndersThuis_75,OpHetWerk_76,BijEenOnderwijsinstelling_77,ErgensAnders_78,ZoekmachineGebruiken_79,EMailSturenMetBijvoegingDocumenten_80,BerichtenOpChatroomNieuwsgroepForum_81,TelefonerenViaInternet_82,MappenDelenIvmUitwisselenMuziekFilm_83,WebpaginaOntwerpen_84,GeenVanDezeVaardigheden_85,ZoekmachineGebruiken_86,EMailSturenMetBijvoegingDocumenten_87,BerichtenOpChatroomNieuwsgroepForum_88,TelefonerenViaInternet_89,MappenDelenIvmUitwisselenMuziekFilm_90,WebpaginaOntwerpen_91,GeenVanDezeVaardigheden_92,TotaalCommunicatie_93,VersturenOntvangenVanEMails_94,TelefonerenViaInternet_95,AndersBvChatten_96,TotaalInformatie_97,OpzoekenInfoOverGoederenEnDiensten_98,GebruikVanDienstenInReisbranche_99,ActualiteitEnNieuws_100,WerkVacatures_101,TotaalCommercieleProducten_102,BankierenViaInternet_103,FinancieleTransacties_104,KopenVerkopenVanGoederen_105,TotaalOverheid_106,ZoekenOpWebsitesOverheidsinstanties_107,OfficieleDocumentenDownloaden_108,IngevuldeDocumentenVersturen_109,Gezondheid_110,Onderwijs_111,TotaalVermaak_112,SpelletjesMuziek_113,SoftwareDownloaden_114,AankopenGoederenVanAllePersonen_115,k_3MndGeleden_116,k_312MndGeleden_117,MeerDan1JaarGeleden_118,NooitBesteldOfGekocht_119,AankopenGoederenPersInternetGebr_120,k_3MndGeleden_121,k_312MndGeleden_122,MeerDan1JaarGeleden_123,NooitBesteld_124,LevensmiddelenCosmeticaEnSchoonmaak_125,KledingEnSportArtikelen_126,FilmMuziek_127,BoekenTijdschriftenEnKranten_128,SoftHardwareEnElektrBenodigdheden_129,HuishoudelijkeGoederenEnApparaten_130,ReizenEnAccommodaties_131,FinancieleProductenOfDiensten_132,KaartjesVoorEvenementen_133,AndereAankopen_134
105,53800  ,2011JJ00,98,86,80,96,1,2,2,84,13,2,1,98,16,67,7,44,56,9,9,13,69,83,81,55,51,9,0,84,83,56,52,9,0,98,2,0,2,0,1,0,0,10,,,,87,,,11,,,,89,,,97,84,77,52,36,100,86,79,53,37,95,1,1,3,83,13,2,1,99,14,62,5,9,93,90,32,31.0,21.0,13,0,96,92,33,32.0,21.0,13,0,95,94,17.0,19,93,90,59,71,18,91,86,9,65,65,57,43,43,59,,55,49,27,78,57,14,7,20,80,58,14,8,20,10.0,42.0,22.0,44.0,36.0,29.0,56.0,6.0,47.0,4.0
106,53800  ,2012JJ00,99,86,82,96,0,1,3,88,10,1,1,100,19,69,8,45,52,8,7,14,71,82,80,58,47,9,2,84,83,59,48,9,2,98,2,0,2,1,0,1,0,5,,,,88,,,10,,,,90,,,97,83,81,63,40,100,84,82,64,41,96,0,1,3,86,12,1,1,99,20,66,8,16,94,84,34,35.0,19.0,15,0,98,88,35,36.0,20.0,15,0,96,95,22.0,23,93,91,57,75,19,91,87,9,66,68,62,48,48,62,0.0,59,51,29,80,60,14,6,16,83,62,14,7,17,14.0,47.0,26.0,38.0,33.0,26.0,58.0,6.0,46.0,6.0
107,53800  ,2013JJ00,98,76,82,96,1,1,2,86,12,2,1,99,23,66,8,41,57,7,6,11,75,81,80,55,46,11,0,82,82,56,47,12,0,98,2,0,1,0,1,0,0,0,,,,90,,,8,,,,92,,,98,74,81,75,65,100,76,83,76,66,96,0,1,3,87,11,2,0,99,27,62,7,21,94,86,35,45.0,24.0,16,2,97,90,37,47.0,25.0,16,2,96,96,29.0,24,93,90,58,75,22,93,89,5,68,70,64,43,47,63,0.0,64,57,33,84,62,15,6,13,87,64,16,6,13,14.0,56.0,27.0,41.0,43.0,26.0,60.0,8.0,52.0,0.0
108,53900  ,2005JJ00,79,75,26,68,3,6,23,63,27,7,3,93,6,39,3,45,55,5,9,23,63,54,50,29,24,5,18,71,65,38,31,6,24,73,27,2,17,5,4,1,4,30,24.0,6.0,0.0,43,25.0,19.0,42,34.0,9.0,0.0,58,35.0,26.0,73,69,15,4,1,99,94,21,6,2,62,3,2,33,54,35,8,3,92,4,33,2,3,60,50,4,3.0,3.0,5,4,90,75,5,4.0,4.0,7,6,89,88,4.0,14,86,82,48,31,5,66,58,7,35,55,47,26,26,48,9.0,36,24,21,28,17,7,3,39,42,26,11,4,58,5.0,17.0,16.0,31.0,35.0,17.0,46.0,8.0,16.0,5.0
109,53900  ,2006JJ00,78,73,25,65,3,8,24,71,20,6,3,95,5,40,2,45,55,7,6,16,71,45,50,28,27,4,22,60,66,37,36,5,28,73,27,2,19,4,4,0,3,18,11.0,6.0,1.0,55,35.0,21.0,25,16.0,8.0,1.0,75,49.0,29.0,73,68,18,4,3,100,93,24,6,4,60,3,3,34,66,24,8,2,94,3,35,2,4,61,52,6,8.0,3.0,4,4,91,79,9,12.0,5.0,7,6,91,91,9.0,13,87,84,51,49,8,71,63,12,36,64,54,32,36,52,9.0,41,29,22,28,18,7,4,38,43,27,10,6,57,3.0,20.0,14.0,27.0,40.0,19.0,45.0,13.0,23.0,4.0
110,53900  ,2007JJ00,83,77,32,74,2,5,19,73,22,4,1,96,7,45,4,47,53,7,10,17,66,58,53,32,26,6,20,72,65,39,32,7,25,79,21,1,13,2,4,1,2,12,7.0,4.0,0.0,67,45.0,25.0,15,8.0,5.0,0.0,85,57.0,32.0,79,73,26,7,6,100,92,32,9,7,69,2,3,26,70,25,4,2,97,5,40,2,4,69,59,8,,6.0,7,4,92,79,11,,7.0,9,6,93,93,,12,90,87,62,49,5,76,69,10,44,65,56,35,41,54,,46,30,29,39,27,7,4,35,52,37,10,6,48,10.0,22.0,16.0,42.0,37.0,17.0,58.0,12.0,28.0,6.0
111,53900  ,2008JJ00,89,78,49,82,1,4,13,76,18,5,2,96,8,44,5,46,54,7,7,15,71,62,58,35,31,6,23,72,67,41,36,7,27,87,13,1,8,1,3,0,2,13,5.0,6.0,0.0,74,46.0,32.0,15,6.0,7.0,0.0,85,53.0,37.0,86,74,43,11,7,99,84,49,13,9,78,1,1,19,71,23,5,2,97,7,38,3,6,74,64,11,13.0,,5,5,91,79,14,16.0,,7,6,93,93,10.0,8,89,85,58,58,7,82,74,11,40,61,54,34,36,56,,46,37,27,43,28,10,5,38,53,34,13,6,47,6.0,22.0,16.0,36.0,35.0,17.0,50.0,12.0,29.0,7.0
112,53900  ,2009JJ00,91,79,51,84,1,2,13,77,18,4,1,98,9,41,5,50,50,5,6,14,75,65,64,41,36,7,18,75,73,48,42,9,21,91,9,1,6,1,1,0,2,17,4.0,8.0,1.0,73,52.0,29.0,19,5.0,9.0,1.0,81,58.0,33.0,90,77,46,13,11,99,85,51,14,13,82,1,1,16,73,23,4,1,97,8,36,4,5,79,77,15,19.0,10.0,7,3,94,91,18,22.0,12.0,8,4,94,93,12.0,10,89,86,57,59,9,76,75,7,43,58,51,35,36,56,,43,32,24,51,34,11,6,33,61,41,13,7,39,7.0,25.0,24.0,40.0,36.0,20.0,55.0,7.0,39.0,5.0
113,53900  ,2010JJ00,92,79,55,84,2,2,12,80,18,1,1,98,12,44,5,54,46,4,7,12,77,70,68,43,37,9,17,79,77,48,41,10,19,91,9,1,7,1,1,0,1,13,3.0,5.0,0.0,79,56.0,28.0,14,4.0,6.0,1.0,86,62.0,30.0,91,76,52,18,12,99,83,57,20,13,83,1,2,14,77,21,2,0,98,8,40,4,6,81,79,19,21.0,9.0,8,3,95,92,22,25.0,11.0,9,3,96,96,17.0,13,93,89,58,62,9,83,82,10,48,64,58,38,38,55,,47,38,24,56,38,13,5,30,65,45,15,6,35,6.0,28.0,21.0,41.0,39.0,28.0,57.0,8.0,40.0,3.0
114,53900  ,2011JJ00,95,77,66,88,2,1,9,83,14,2,2,98,11,44,5,45,55,7,9,14,70,70,67,41,35,5,0,77,74,45,38,5,0,95,5,1,3,0,1,1,1,13,,,,82,,,13,,,,86,,,94,75,64,29,19,99,79,68,31,20,87,2,1,11,81,16,2,1,98,10,42,4,8,84,81,18,27.0,12.0,7,0,94,91,20,31.0,14.0,8,0,95,94,21.0,12,91,88,56,70,8,88,83,12,53,63,57,40,43,60,,45,37,22,60,42,13,6,29,68,47,15,7,32,10.0,32.0,20.0,42.0,32.0,27.0,50.0,5.0,37.0,6.0
115,53900  ,2012JJ00,94,77,69,88,1,3,7,82,16,2,2,100,14,47,6,42,51,4,7,14,74,67,66,39,29,7,3,72,71,42,32,7,3,92,8,1,6,1,1,0,1,6,,,,78,,,15,,,,85,,,91,72,68,35,20,99,78,73,38,22,87,1,2,10,79,17,3,1,98,13,45,6,13,84,71,22,28.0,13.0,9,0,94,79,24,32.0,14.0,10,0,94,93,23.0,16,87,84,56,66,12,86,81,7,55,65,57,46,46,58,0.0,50,40,23,61,44,10,7,29,68,49,11,8,32,11.0,33.0,22.0,42.0,30.0,28.0,56.0,6.0,41.0,7.0
116,53900  ,2013JJ00,94,72,72,90,1,2,6,82,15,3,1,99,16,52,5,40,54,7,8,12,73,70,68,43,34,8,0,75,72,46,36,9,0,94,6,1,4,1,1,0,0,0,,,,84,,,11,,,,89,,,93,70,69,49,51,99,74,74,52,54,90,1,1,8,81,16,3,0,98,14,50,4,16,86,74,22,35.0,16.0,9,4,94,81,24,38.0,17.0,9,4,95,94,24.0,18,89,87,54,71,11,83,80,7,53,62,57,39,42,60,0.0,54,46,27,67,43,15,8,24,74,48,17,9,26,15.0,38.0,23.0,48.0,41.0,28.0,57.0,8.0,45.0,1.0
117,10     ,2005JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,10     ,2006JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,10     ,2007JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,10     ,2008JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,10     ,2009JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,10     ,2010JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,10     ,2011JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10     ,2012JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,10     ,2013JJ00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,18700  ,2005JJ00,78,76,22,72,2,4,22,67,24,5,3,94,22,22,32,30,70,14,13,26,46,58,56,27,24,7,16,74,71,34,31,9,20,73,27,2,16,4,3,1,6,21,14.0,5.0,2.0,53,31.0,24.0,28,19.0,7.0,3.0,72,42.0,33.0,73,70,14,9,3,99,96,19,12,5,67,2,2,29,62,29,7,2,94,20,16,30,2,64,51,19,4.0,17.0,11,4,90,71,26,5.0,24.0,16,6,89,85,5.0,55,82,79,34,40,14,51,38,2,32,36,33,11,11,41,38.0,65,61,22,27,17,8,3,44,38,23,11,4,62,2.0,31.0,18.0,20.0,30.0,15.0,21.0,1.0,15.0,9.0
127,18700  ,2006JJ00,81,78,28,72,3,4,21,71,21,5,2,97,20,24,32,29,71,13,12,23,52,53,58,28,28,4,16,67,73,35,36,6,20,76,24,2,16,3,4,0,3,14,8.0,4.0,2.0,62,39.0,25.0,18,10.0,5.0,3.0,82,52.0,33.0,76,72,20,11,4,100,95,26,14,5,69,2,2,28,68,23,6,3,95,19,18,29,3,66,55,20,8.0,19.0,13,4,92,76,28,11.0,26.0,18,5,91,88,9.0,53,83,81,37,52,16,57,46,3,33,37,32,14,17,43,39.0,66,63,25,32,19,8,5,40,45,27,12,6,55,4.0,43.0,21.0,21.0,39.0,17.0,27.0,5.0,21.0,6.0
128,18700  ,2007JJ00,83,78,34,77,2,3,18,76,19,4,1,96,23,22,33,27,73,14,9,29,47,63,59,28,27,8,16,77,73,35,33,9,20,79,21,1,14,3,4,1,2,9,4.0,3.0,0.0,70,47.0,26.0,12,5.0,4.0,0.0,88,60.0,33.0,79,74,27,15,9,100,94,34,19,12,73,2,2,23,75,21,4,1,97,21,19,32,3,71,59,24,,26.0,15,4,92,76,31,,33.0,19,5,93,91,,44,82,79,41,60,16,65,55,3,37,41,35,16,19,42,,70,66,28,39,24,11,4,39,50,30,14,6,50,8.0,42.0,21.0,23.0,37.0,14.0,30.0,4.0,22.0,7.0
129,18700  ,2008JJ00,85,78,48,79,1,3,16,71,22,5,2,96,24,25,33,23,77,13,10,22,55,60,59,26,26,6,21,72,70,31,30,7,25,84,16,1,10,2,4,0,2,13,5.0,5.0,1.0,71,41.0,34.0,15,5.0,7.0,1.0,85,49.0,41.0,82,74,43,17,15,98,88,52,20,17,76,1,1,21,70,23,6,2,97,24,21,32,3,72,58,31,15.0,,14,5,91,74,40,19.0,,17,6,92,89,14.0,33,79,74,41,64,14,65,55,5,39,35,29,14,17,40,,66,63,32,41,25,11,5,38,52,32,14,6,48,6.0,44.0,21.0,22.0,37.0,13.0,28.0,3.0,26.0,7.0
130,18700  ,2009JJ00,87,77,54,81,1,2,16,77,18,3,1,98,27,25,34,28,72,10,8,21,62,65,64,34,32,7,16,77,76,41,38,9,19,86,14,0,10,2,2,0,2,16,4.0,6.0,1.0,70,50.0,29.0,19,4.0,7.0,1.0,81,58.0,34.0,85,73,50,22,21,98,85,58,25,25,79,1,1,18,74,20,4,2,98,23,22,31,4,76,71,37,21.0,25.0,15,3,94,87,45,25.0,31.0,18,4,92,89,13.0,33,79,77,35,61,14,61,58,3,31,33,29,17,15,41,,65,62,25,46,26,13,7,36,56,31,16,8,44,6.0,46.0,23.0,22.0,29.0,15.0,29.0,3.0,31.0,5.0
131,18700  ,2010JJ00,88,77,61,82,1,3,14,79,17,2,1,99,28,22,35,29,71,11,9,22,58,67,65,31,29,6,17,78,76,37,34,7,20,87,13,1,11,1,3,0,1,9,2.0,2.0,1.0,78,54.0,29.0,10,2.0,3.0,2.0,90,62.0,34.0,86,74,58,31,24,99,86,66,35,27,80,1,2,17,78,18,3,1,99,25,19,33,4,79,74,39,25.0,25.0,16,2,95,88,46,29.0,30.0,20,3,95,92,19.0,35,82,79,37,65,15,66,62,4,39,36,34,15,15,43,,67,64,26,52,31,15,6,31,62,37,18,7,38,6.0,46.0,23.0,23.0,29.0,18.0,32.0,4.0,29.0,5.0
132,18700  ,2011JJ00,91,75,68,84,1,2,13,77,18,3,1,98,27,23,34,25,74,16,12,20,52,65,63,29,44,4,0,75,72,33,50,5,0,90,10,0,7,1,2,1,1,12,,,,77,,,13,,,,85,,,89,72,66,41,30,99,80,73,46,33,82,2,1,15,79,18,2,1,99,25,20,31,5,79,74,37,29.0,25.0,12,0,93,87,43,34.0,30.0,14,0,95,91,22.0,32,79,75,35,70,17,71,63,4,45,35,30,15,19,46,,65,62,24,54,32,15,7,31,64,37,18,9,36,10.0,48.0,21.0,23.0,30.0,16.0,28.0,3.0,29.0,10.0
133,18700  ,2012JJ00,91,75,72,86,1,3,10,79,18,3,2,99,26,26,34,22,68,12,8,18,63,64,63,31,25,4,3,71,70,34,28,5,3,90,9,1,7,2,1,1,1,7,,,,78,,,13,,,,86,,,89,71,70,53,36,98,78,77,59,40,85,1,1,12,81,15,3,1,99,27,26,32,13,82,66,37,31.0,21.0,11,0,94,76,43,36.0,25.0,13,0,91,88,25.0,34,79,75,38,69,17,72,63,4,44,39,35,22,22,44,0.0,68,64,26,55,35,13,7,32,63,40,16,8,37,11.0,52.0,22.0,24.0,31.0,17.0,31.0,6.0,30.0,9.0
134,18700  ,2013JJ00,92,71,73,87,2,3,9,74,22,4,1,99,25,21,36,20,71,13,11,15,62,64,64,29,23,5,0,70,70,31,25,5,0,92,8,0,5,2,1,1,1,0,,,,82,,,11,,,,89,,,91,68,71,63,58,99,74,77,68,63,86,1,1,11,81,15,3,1,99,31,24,36,17,82,68,36,37.0,22.0,10,5,93,77,41,42.0,25.0,11,6,92,89,30.0,32,76,73,34,68,18,72,62,3,46,37,33,17,18,44,0.0,70,67,25,59,38,14,8,29,67,42,15,9,33,12.0,55.0,23.0,22.0,38.0,19.0,33.0,5.0,36.0,1.0
135,17840  ,2005JJ00,92,88,33,90,1,2,6,74,21,4,1,95,15,57,11,51,49,9,11,22,58,78,77,50,44,10,10,84,82,53,47,11,11,88,12,2,6,2,2,0,3,24,18.0,6.0,3.0,64,38.0,27.0,27,21.0,7.0,3.0,73,43.0,31.0,87,83,22,13,4,100,95,26,14,5,86,1,1,11,66,27,5,1,93,13,45,10,5,85,76,22,8.0,16.0,14,2,96,85,25,9.0,18.0,16,2,94,93,8.0,38,92,90,53,47,21,77,66,4,49,57,51,25,24,53,28.0,55,48,27,52,35,12,5,36,59,40,14,5,41,4.0,32.0,20.0,25.0,31.0,18.0,34.0,5.0,22.0,6.0
136,17840  ,2006JJ00,92,86,39,90,2,2,6,77,18,4,1,95,14,56,13,49,51,8,9,19,63,70,77,51,47,9,12,74,82,55,50,9,12,88,12,2,6,2,1,0,2,13,9.0,4.0,2.0,75,49.0,27.0,15,10.0,4.0,3.0,85,56.0,31.0,88,82,28,14,6,100,93,32,15,6,87,2,2,9,73,22,4,1,94,12,47,12,3,88,79,23,15.0,21.0,14,2,97,87,25,16.0,23.0,16,2,95,94,13.0,38,94,92,50,59,22,83,74,8,54,62,55,31,36,59,30.0,59,53,31,58,39,13,7,32,65,43,14,8,35,5.0,36.0,23.0,33.0,34.0,19.0,39.0,8.0,29.0,3.0
137,17840  ,2007JJ00,95,87,47,93,1,2,4,80,17,3,1,97,17,59,13,50,50,10,7,20,63,83,81,53,48,11,10,86,84,55,50,11,11,92,8,1,4,1,1,0,2,10,4.0,5.0,1.0,83,55.0,30.0,11,5.0,5.0,1.0,89,59.0,33.0,92,83,41,22,12,100,90,44,23,13,91,1,1,6,76,19,4,1,97,14,51,12,4,89,81,29,,27.0,15,3,95,87,31,,28.0,16,3,95,94,,34,93,92,54,62,22,85,79,7,58,65,59,33,37,55,,61,54,35,66,47,13,6,28,70,51,14,6,30,8.0,39.0,23.0,32.0,42.0,19.0,42.0,8.0,34.0,5.0
138,17840  ,2008JJ00,94,84,56,93,1,2,4,79,18,2,1,97,21,58,14,41,59,10,8,19,62,81,79,50,45,10,12,84,82,52,47,10,13,93,7,1,4,1,1,0,2,13,5.0,7.0,1.0,80,50.0,34.0,14,5.0,7.0,1.0,86,54.0,36.0,93,81,50,24,14,99,87,54,26,15,92,1,1,6,75,21,3,1,97,17,50,12,5,91,83,33,19.0,,14,2,97,88,35,20.0,,15,2,96,96,11.0,26,94,89,56,67,20,88,81,7,54,63,56,35,36,54,,64,57,36,68,45,16,7,26,72,48,17,7,28,6.0,40.0,21.0,34.0,38.0,20.0,41.0,8.0,34.0,4.0
139,17840  ,2009JJ00,97,87,66,95,1,1,3,84,14,2,0,98,24,62,15,48,52,8,10,17,66,86,84,59,56,14,9,89,86,60,58,14,9,96,4,1,2,1,1,0,0,15,4.0,6.0,1.0,82,57.0,33.0,15,5.0,6.0,2.0,85,59.0,34.0,96,84,62,31,25,100,87,65,32,26,94,1,0,5,81,16,2,0,98,21,55,13,5,94,91,42,29.0,30.0,19,1,98,96,44,30.0,32.0,20,1,98,97,15.0,30,93,91,52,75,20,87,85,6,60,61,56,35,34,55,,62,54,34,76,54,14,8,19,80,56,15,8,20,9.0,43.0,25.0,38.0,39.0,20.0,46.0,5.0,44.0,4.0
140,17840  ,2010JJ00,98,81,74,96,0,1,3,84,13,2,1,98,22,57,14,50,50,8,9,14,69,87,87,59,52,11,7,90,90,61,54,11,7,97,3,0,2,0,1,0,0,7,2.0,3.0,2.0,90,59.0,35.0,7,2.0,3.0,2.0,93,61.0,36.0,97,80,71,38,29,99,82,73,39,30,95,0,0,4,83,15,2,0,98,19,50,13,6,94,92,41,29.0,26.0,16,1,98,96,42,30.0,27.0,16,1,98,97,16.0,28,94,91,52,74,21,89,88,8,61,65,60,39,37,57,,63,56,29,77,55,16,7,19,81,57,17,7,19,10.0,49.0,23.0,36.0,35.0,26.0,48.0,7.0,41.0,3.0
141,17840  ,2011JJ00,98,81,77,97,1,1,2,86,12,1,1,98,25,56,15,39,61,9,9,16,65,86,84,57,54,8,0,88,86,58,55,8,0,98,2,1,1,0,0,0,0,10,,,,87,,,10,,,,89,,,97,78,74,56,35,99,80,76,57,36,96,0,0,3,86,12,1,1,98,23,52,14,9,95,93,39,38.0,27.0,15,0,97,96,41,39.0,28.0,16,0,97,97,22.0,27,92,91,54,76,21,92,87,8,64,63,55,38,40,57,,64,59,29,80,57,16,7,17,82,58,17,7,18,13.0,52.0,23.0,38.0,34.0,26.0,51.0,5.0,44.0,4.0
